RowID,ASIN,SupplierTitle,AmazonTitle,SupplierEAN,AmazonEAN,SupplierPrice,SellingPrice,NetProfit,ROI,Sales,Sup_Qty,Amz_Qty,Qty_Ratio,Adjusted_Profit,Pack_Verdict,supplier_brand,amazon_brand,brand_match,starts_invalid,title_similarity,variant_mismatch,variant_reason,capacity_hard_mismatch,capacity_note,shared_tokens,is_exact_ean_strict,barcode_notes,Verdict,FilterReason,Confidence
11,B0DNSWBYMZ,FESTIVE MAGIC BELLS 8PC ASSORTED,"Hazel Quinn x Eduardo Recife 2-Slice Toaster, 6 Browning Levels, Defrost/Reheat/Cancel Functions, Removable Crumb Tray for Easy Cleaning, 1.5-Inch Extra-Wide Slots, Retro Style Collaboration",4894158018552,-,0.672,69.99,41.565,3744.59459459459,50.0,1.0,1.0,1.0,41.565,,,,False,False,0.13873873873873874,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,14
12,B0002HZPUG,EASY STORAGE VACUUM BAG 70X100CM,John Deere Ride-on Tractor with Loader and Detachable Trailer,5414886287533,-,1.476,114.99,65.675,3689.60674157303,100.0,1.0,1.0,1.0,65.675,,,,False,False,0.13548387096774192,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,14
13,B0FGCSDMBW,CEMENT FLOWER POT WITH SUCCULENT CIRCLE 3 ASSORTED,"Sewing Machine for Beginners â€“ Portable Electric with 12 Built-In Stitch Patterns, 6 Presser Feet, Foot Pedal, 2-Speed Control, Fast Sewing for Clothes, Fabrics, DIY & Home Use",5050565743725,-,0.804,74.99,44.6016666666666,3655.87431693989,100.0,1.0,1.0,1.0,44.6016666666666,,,,False,False,0.18421052631578946,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,18
14,B0FLXV5TG6,CHEF AID MINI SPOUT BRUSH,"NiwNiw Heavy Duty Trailer Hitch Lock with Forged Steel Safety Ball Ifor Williams Knott Avonride 50mm Head (575003/575004/575005/575008),High Security Anti-Theft Caravan Tow Bar Coupling Lock",5012904000425,659381335623,1.032,81.98,51.4166666666666,3646.57210401891,50.0,1.0,1.0,1.0,51.4166666666666,,CHEF AID,,False,False,0.07162790697674418,False,,False,,[],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,7
15,B0FGHZB8FM,PROKLEEN SPUNLACE FLOOR MOP & HANDLE,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",5055706641151,717710483480,2.088,129.0,82.42,3599.12663755458,50.0,1.0,1.0,1.0,82.42,,,,False,False,0.06784140969162995,False,,False,,['&'],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,7
16,B0FLXV5TG6,TALA STAINLESS STEEL TOWEL HOLDER,"NiwNiw Heavy Duty Trailer Hitch Lock with Forged Steel Safety Ball Ifor Williams Knott Avonride 50mm Head (575003/575004/575005/575008),High Security Anti-Theft Caravan Tow Bar Coupling Lock",5012904018475,-,1.164,81.98,54.1391666666666,3561.78728070175,50.0,1.0,1.0,1.0,54.1391666666666,,TALA,,False,False,0.1349355381165919,False,,False,,['STEEL'],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,13
17,B0FGHZB8FM,PLUNGER BUFFALO MINI PLUNGER,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",5055297302240,717710483480,2.196,129.0,82.33,3459.24369747899,50.0,1.0,1.0,1.0,82.33,,,,False,False,0.08949771689497715,False,,False,,[],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,9
18,B0FM3GQ9VQ,PRIMA PET BALL LAUNCHER 50CM,"Pet Prime Automatic Ball Launcher for Large Dog, Rechargeable Cordless Interactive Ball Thrower Toy with Random Distance, Fetch Machine with 6 Durable 2.5"" E-TPU Balls & Dog Whistle",5038673411309,-,1.344,86.69,57.3254166666666,3432.65968063872,50.0,1.0,1.0,1.0,57.3254166666666,,PRIMA,,False,False,0.1819838056680162,False,,False,,"['BALL', 'LAUNCHER', 'PET']",False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,18
19,B0FB36DTHD,PANASONIC UPRIGHT   SDB113,"ElecKeys Cordless Vacuum Cleaner,65 Mins 580W 48KPa 1.8L Vacuum Cleaners for Home,Self-Standing Anti-Tangle Vacuum,Handheld Vacuum Cleaner Rechargeable Wall-Mounted for Carpets Floors Pet Hair",5030017011138,-,2.616,144.99,90.505,3315.20146520146,300.0,1.0,1.0,1.0,90.505,,,,False,False,0.06422018348623854,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,6
20,B08KYJWQPV,TOM SMITH CHRISTMAS CARDS LUXURY SLIM FOLIAGE TEXT,Nilfisk Core 130 Bar High Pressure Washer with Power Control - Mini Power Washer for Patios and Car Cleaner (1500 W),5012213580601,-,2.016,104.67,69.50125,3116.64798206278,50.0,1.0,1.0,1.0,69.50125,,,,False,False,0.17710843373493973,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,18
21,B0DB7DGKFK,PARTY CRAZY BALLOONS ASSORTED 20,"KODAK 10.1 Inch WiFi Digital Picture Frame with 32GB Storage, Electronic Smart Digital Photo Frame 1280x800 IPS Touch Screen, Auto-Rotate, Share Moments Instantly Gifts for Women Mothers Day Christmas",5013922057019,-,0.852,60.34,39.0708333333333,3100.85978835978,100.0,1.0,1.0,1.0,39.0708333333333,,,,False,False,0.03017241379310345,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,3
22,B0DL47ZJR2,PAPER EASTER 10 PLATES 7 INCH,"Mould King V8 Engine Building Blocks Sets, 10171 MOC Scale Model Kit with Battery and Motor, Collectible Set for Adults, Construction Toys for Teens(487 Pcs)",5050565569936,-,0.744,50.99,32.5379166666666,2781.01851851851,100.0,1.0,487.0,487.0,-329.0460833333334,Amz 487 vs Sup 1 (RSU=487.00),,,False,False,0.07526881720430108,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,3
23,B0DRPCJDWW,AIRWICK CANDLE VANILLA & BROWN SUGAR 105G PK6,Lenovo Idea Tab Pro Android Tablet | 12.7 inch Full HD Display | MediaTek Dimensity 8300 | 128GB | Wi-Fi 6 | 8GB RAM | Luna Grey + Pen,5900627061383,198153749706,10.7399999999999,354.99,258.235,2718.26315789473,300.0,1.0,1.0,1.0,258.235,,AIRWICK,,False,False,0.1329608938547486,True,Color mismatch: ['BROWN'] vs ['GREY'],False,,[],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,13
24,B0FGHZB8FM,PROKLEEN CHENILLE FLOOR MOP & EXTENDABLE HANDLE,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",5055706641182,717710483480,3.024,129.0,81.64,2659.28338762215,50.0,1.0,1.0,1.0,81.64,,,,False,False,0.09411764705882351,False,,False,,['&'],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,9
25,B0734R66B4,DLUX WASHING BAG,"Tevlaphee Steering Wheel Lock, Steering Lock, Car Anti-Theft Device, Adjustable, Universal Fit, Heavy Duty Secure, 3 Keys, Emergency Hammer Window Breaker(Black)",5060082728884,653391672419,0.852,48.81,33.315,2644.04761904761,100.0,1.0,1.0,1.0,33.315,,,,False,False,0.0790960451977401,False,,False,,[],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,8
26,B09WDKDVZC,CAPPUCCINO CUP,"Tevlaphee Steering Wheel Lock with Alarm, 120dB, Wheel Spoke Width â‰¤2.75in, Battery Required, Crook Locks for Cars, Car Lock Anti-Theft Device, Heavy Duty",6923456804005,-,0.936,57.64,35.0733333333333,2637.09273182957,100.0,1.0,1.0,1.0,35.0733333333333,,,,False,False,0.041176470588235294,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,4
27,B0FHK2CM5W,DUNLOP BIKE BRAKE CABLE INNER CABLE,"Peradix Wooden Chess Set, 19"" Large Foldable Chess Board Game with 3.75"" King & 2 Extra Queens, Professional Classic Chess Set for Adults and Kids",8711252476247,-,0.708,49.99,27.8683333333333,2444.59064327485,100.0,1.0,1.0,1.0,27.8683333333333,,DUNLOP,,False,False,0.13922651933701655,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,14
28,B0D25HS86F,CHRISTMAS VELVET COLOURING SET 2PC,"KableRika LED Desk Lamp for Office, Double Head Desk Lamp with Base, Dimmable Architect Desk Light, Eye Caring Monitor Light Bar with Timer, Task Lamp for Work Study Read Home Office Lighting",5056170355988,-,0.6,39.99,24.86625,2368.21428571428,200.0,1.0,1.0,1.0,24.86625,,,ARC,False,True,0.10577777777777778,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,1
29,B0DK877SSC,PLATE 10.5 INCH ASSORTED,EVER ADVANCED Luxury Camping Chairs for Adults Heavy Duty Loadable 150kg High Back Oversized Folding Garden Chair Padded 6cm Comfy with Cup Holder Side Pocket Dining Chairs 4-Position Recliner,6923456812901,198715902921,0.672,49.99,26.1283333333333,2353.9039039039,50.0,1.0,1.0,1.0,26.1283333333333,,,,False,False,0.11018518518518518,False,,False,,[],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,11
30,B0DN6BWS36,LYNWOOD MINI ROLLER SET 5PACK,"Mould King V8 Engine Building Blocks Set, 2250 PCS Combustion Engine Model Kit That Runs, Mini Engine for Adults with Battery, Engineering Construction STEM Toy for Boys Girls",5016574137825,-,2.82,99.99,65.51625,2259.18103448275,50.0,5.0,1.0,0.2,65.51625,Sup 5 vs Amz 1 (repack risk),,,False,False,0.1497549019607843,False,,False,,['MINI'],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,10
31,B0D62LX8W5,SNOW WHITE CHRISTMAS RIBBON  SILVER,OLEVS Watches for Men Stainless Steel Analog Quartz Waterproof Luminous Luxury Dress Date Diamond Business Casual Mens Wrist Watchï¼ˆGold/Blue/Black/White Dialï¼‰,5050565712875,-,0.876,45.77,28.7304166666666,2244.56380208333,100.0,1.0,1.0,1.0,28.7304166666666,,,,False,False,0.11060349689791314,False,,False,,['WHITE'],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,11
32,B0D62LX8W5,LOVE SCENTED WAX MELTS,OLEVS Watches for Men Stainless Steel Analog Quartz Waterproof Luminous Luxury Dress Date Diamond Business Casual Mens Wrist Watchï¼ˆGold/Blue/Black/White Dialï¼‰,5050565512352,-,0.804,45.77,27.2816666666666,2236.20218579234,100.0,1.0,1.0,1.0,27.2816666666666,,,,False,False,0.09130434782608694,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,9
33,B0CM3SM41B,PRIMA DINNER PLATE FLOWER DESIGN 26.5CM,"Gillette Intimate Trimmer i5 - Pubic Hair & Body Groomer for Men, SkinFirst Waterproof Manscaping Trimmer, Cordless Wet/Dry Body Hair Shaver for Private Parts & Sensitive Areas",5038673190075,8700216280167,1.704,70.19,42.8916666666666,2177.24196277495,300.0,1.0,1.0,1.0,42.8916666666666,,PRIMA,,False,False,0.09767441860465116,False,,False,,[],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,10
34,B0FP2P7WNL,UNIQUE CANDLE NUMBER W/DECOR 6,"Lehoo Castle Dino Construction Truck Sit and Spin Toys for Toddlers 1-3 Boys, 360Â° Toddler Spinning Seat with Lights and Music, Sensory Toys Christmas Birthday Gift for Kids Age 2 3 4 5",0011179373161,-,0.708,45.99,24.655,2162.71929824561,300.0,1.0,1.0,1.0,24.655,,,,False,False,0.12962962962962962,False,,False,,[],False,Sup:valid (left-padded to 13) Amz:missing,OTHER,Insufficient match evidence,13
35,B0C7FJY9SL,BRIGHT & HOMELY STAINLESS STEEL SCOURER 4 PIECES,"Pristar Remote Control Car Hand Gesture Controlled Car, 1:14 RC Stunt Auto 360Â° Rotation 3 Control Methods 2.4 GHz Drift Glove Controlled Cars Gift Toy for Kids Boy Girls Age 5 6 7 8 9 10 11 12",5050796011778,-,0.744,42.99,24.965,2133.76068376068,400.0,4.0,1.0,0.25,24.965,Sup 4 vs Amz 1 (repack risk),,,False,False,0.15773029631122756,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,11
36,B0CQP7TT72,SECURPAK POZI COUNTERSUNK SCREWS ZP 5X60MM,"Premium Baby Toys for 6-18 Months, 8 in 1 Montessori Toys Set, Educational Learning Toys for Toddlers 1-3 Years Old Trendy Babies Gifts for Boys & Girls",5019923202892,-,0.792,39.99,24.70625,2041.8388429752,50.0,1.0,1.0,1.0,24.70625,,,,False,False,0.13711340206185565,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,14
37,B00YA95TZI,DEKTON MASONRY DRILL BIT 5MM X 85MM,Mydome Light Switch Timer â€“ Police Approved Retro Fit Timer Switch - A No Wiring Home Security Lighting & Burglar Deterrent,5055441463407,609613846212,0.48,32.99,19.2516666666666,2026.49122807017,200.0,1.0,1.0,1.0,19.2516666666666,,,,False,False,0.13999999999999999,False,,False,,[],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,14
38,B0CQP7TT72,HAPPY 6TH BIRTHDAY BANNER BLUE 9FT,"Premium Baby Toys for 6-18 Months, 8 in 1 Montessori Toys Set, Educational Learning Toys for Toddlers 1-3 Years Old Trendy Babies Gifts for Boys & Girls",0011179859771,-,0.804,39.99,24.69625,2024.28278688524,50.0,1.0,1.0,1.0,24.69625,,,,False,True,0.15806451612903225,False,,False,,[],False,Sup:valid (left-padded to 13) Amz:missing,OTHER,Insufficient match evidence,6
39,B0BPLGMW1B,BETTINA SPONGE CELLULOSE 3 SCOURER,OLEVS Mens Watches Designer Calendar Dress Metal Stainless Steel Quartz Analog Waterproof Luminous Wrist Watch Gent Large,5052578022309,-,0.852,42.77,25.1916666666666,1999.33862433862,100.0,1.0,1.0,1.0,25.1916666666666,,,,False,False,0.1264516129032258,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,13
40,B0D9W1S3Y5,DIWALI SOUP PLATE 20CM,"UGEARS V8 Engine 3D Wooden Puzzles for Adults - Wooden Model Kits for Adults to Build DIY Craft, for Engineers, 3D Puzzle Model Engine Kit, 3D Puzzles Adult Hobby Kit, Brain Teaser",0026102289587,4820184122314,1.548,60.8,36.5566666666666,1986.77536231884,200.0,1.0,1.0,1.0,36.5566666666666,,,,False,False,0.07623762376237624,False,,False,,[],False,Sup:valid (left-padded to 13) Amz:valid,OTHER,Insufficient match evidence,8
41,B0FGHZB8FM,DLUX PRO KLEEN 2 IN 1 MICROFIBRE FLAT MOP WITH HEAD CHENILLE,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",5055706641137,717710483480,4.296,129.0,80.58,1951.08958837772,50.0,1.0,1.0,1.0,80.58,,,,False,False,0.15335325365205843,False,,False,,[],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,15
42,B0BGK57HPC,OPAL SQUARE SOUP PLATE WHITE,"George Foreman Immersa Medium Electric Grill [Removable Control Panel allows grill machine to be fully washable & dishwasher safe, Energy saving, Healthy, Toastie, Panini, Hot plate, BBQ] Black 28310",6260573000843,5038061143195,1.02,49.5,27.0999999999999,1935.71428571428,400.0,1.0,1.0,1.0,27.0999999999999,,,,False,False,0.1271806167400881,True,Color mismatch: ['WHITE'] vs ['BLACK'],False,,['PLATE'],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,13
43,B0CQP7TT72,GIFTMAKER AIR DRY CLAY ELF,"Premium Baby Toys for 6-18 Months, 8 in 1 Montessori Toys Set, Educational Learning Toys for Toddlers 1-3 Years Old Trendy Babies Gifts for Boys & Girls",5012128554223,-,0.876,39.99,24.63625,1924.70703125,50.0,1.0,1.0,1.0,24.63625,,GIFTMAKER,,False,False,0.07078651685393257,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,7
44,B0DL47ZJR2,ABBEY HAND SPRAY 750ML,"Mould King V8 Engine Building Blocks Sets, 10171 MOC Scale Model Kit with Battery and Motor, Collectible Set for Adults, Construction Toys for Teens(487 Pcs)",5013174024821,705736243089,1.236,50.99,30.1616666666666,1908.96624472573,100.0,1.0,487.0,487.0,-570.5343333333334,Amz 487 vs Sup 1 (RSU=487.00),,,False,False,0.08603351955307262,False,,False,,[],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,4
45,B07YWB6QGR,BETTINA SCOURER 6 MIXED SCOURERS,OLEVS Men Watch Leather Strap Classic Dress Large Face Analog Quartz Date Luminous Waterproof Gents Wrist Watch,-,-,0.804,38.77,23.1983333333333,1901.50273224043,50.0,1.0,1.0,1.0,23.1983333333333,,,,False,False,0.13706293706293707,False,,False,,[],False,Sup:checksum-fail Amz:missing,OTHER,Insufficient match evidence,14
46,B0FGHZB8FM,WET FLOOR SIGNS ABBEY,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",5013174012392,717710483480,4.44,129.0,80.46,1893.17647058823,50.0,1.0,1.0,1.0,80.46,,,,False,False,0.09245283018867924,False,,False,,[],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,9
47,B0BXLRLC9T,FAIRY WASHING UP LIQUID MAX POWER ORIGINAL 440ML PK8,"SIEMENS EQ6 plus S300, Fully Automatic Bean to Cup Espresso Coffee Machine with Cappuccinatore milk system, 11 beverages, Ceramic Grinder, Large Touchscreen Display, TE653M11GB, Titanium",8006540937594,4242003943359,14.772,381.65,241.011666666666,1874.11871435977,200.0,1.0,1.0,1.0,241.011666666666,,FAIRY,,False,False,0.11176470588235292,False,,False,,[],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,11
48,B07VHG2VGZ,DISHWASH BRUSH 3 ASSORTED COLOUR,OLEVS Mens Wrist Watches Ultra Thin 6.5mm Minimalist Business Dress Waterproof & Date & Leather Strap Slim Watches for Men,8721037140904,723990880789,0.852,38.77,23.1583333333333,1837.96296296296,50.0,1.0,1.0,1.0,23.1583333333333,,,,False,False,0.13636363636363635,False,,False,,[],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,14
49,B0FGHZB8FM,MINKY FLAT MOP,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",5010353324291,717710483480,4.704,129.0,80.24,1795.07829977628,50.0,1.0,1.0,1.0,80.24,,MINKY,,False,False,0.061463414634146334,False,,False,,[],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,6
50,B0DBHJ5Q25,CEMENT ANIMALS WITH SUCCULENT 4 ASSORTED,"Mould King W16 Engine Building Blocks Set, Combustion Engine Model That Runs, Mini Engine Build Kit for Adults with Battery and Motor, STEM Toy for Children Boys Girl(952 Pcs)",5050565833266,705736241986,1.728,58.99,35.0783333333333,1762.73031825795,100.0,1.0,1.0,1.0,35.0783333333333,,,,False,False,0.15627906976744185,False,,False,,[],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,16
51,B0FRFRH3SG,GLEAMAX DUSTPAN & BRUSH SILVER,"Wireless Gaming Headset for PS5, PS4, PC, Switch, Mac, 2.4 GHz Wireless & 5.4 Bluetooth Gaming Headphones with Mic ENC Noise Cancelling, 50mm Drivers, 3D Stereo Sound, 50H Battery, Foldable",5030481680045,-,0.744,33.99,20.49625,1751.81623931623,100.0,1.0,1.0,1.0,20.49625,,,,False,False,0.14063926940639268,True,Color mismatch: ['SILVER'] vs ['BLUE'],False,,['&'],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,14
52,B07SG6C3BR,"IMPERIAL SOUP PLATE BLUE 8""","Denby - Imperial Blue Dinner Plates Set of 2 - Dishwasher Microwave Safe Crockery 26.5cm - Blue, White Ceramic Stoneware Tableware - Chip & Crack Resistant Large Plates",8694169938483,-,1.308,45.23,27.9879166666666,1706.58028455284,50.0,1.0,2.0,2.0,26.6799166666666,Amz 2 vs Sup 1 (RSU=2.00),,DENBY,False,False,0.18403567447045707,False,,False,,"['BLUE', 'IMPERIAL']",False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,13
53,B09LGTWHKF,PALOMA 2PLY IVORY 50 NAPKINS 40X40CM,"UGEARS Sky Watcher Tourbillon Table Clock - 3D Wooden Puzzles For Adults, Wooden Model Kits for Adults to Build - Astronomical Mechanical DIY 3D Puzzle Clock, 3D Puzzles Adult",3838952023870,4820184121324,1.872,60.15,35.635,1688.8625592417,100.0,1.0,1.0,1.0,35.635,,,,False,False,0.09289099526066351,False,,False,,[],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,9
54,B0BKL45BG4,MULTI MIXER 22CM ASSORTED,"Progress EK5234PTEAL Go Bake Stand Mixer- Large Electric Whisk with 4L Stainless Steel Bowl, 8 Speeds and Pulse Function, Mixing Beater, Dough Hook, and Whisk Attachments, Splash Guard, 1300W, Teal",5414886342003,5054061498677,1.644,60.92,32.2366666666666,1678.99305555555,100.0,1.0,1.0,1.0,32.2366666666666,,,PROGRESS,False,False,0.11792149292149291,False,,False,,['MIXER'],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,12
55,B0D9W1S3Y5,APAC RIBBON 2INCH 100 YARDS BABY PINK,"UGEARS V8 Engine 3D Wooden Puzzles for Adults - Wooden Model Kits for Adults to Build DIY Craft, for Engineers, 3D Puzzle Model Engine Kit, 3D Puzzles Adult Hobby Kit, Brain Teaser",8001565224988,-,2.952,78.99,50.53125,1678.77906976744,300.0,1.0,1.0,1.0,50.53125,,,,False,False,0.1225806451612903,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,12
