SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,SupplierURL,AmazonURL,fba_seller_count,Category
ROLSON COB MAGNIFIER WITH LIGHT,"Rolson 60340 COB Magnifier Light, Black",5029594603409,5029594603409,B077HSJ1MV,4.9079999999999995,16.99,3.1983333333333333,68.92959770114942,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.75, shared=4),Brand match: rolson",true,https://www.efghousewares.co.uk/rolson-cob-magnifier-with-light,https://www.amazon.co.uk/dp/B077HSJ1MV,,Rolson Cob Magnifier With Light
BLUE CANYON STORAGE BASKET PLASTIC WOODEN HANDLE WHITE MEDIUM,"Blue Canyon Storage Basket Wooden (White, Medium)",5056295710006,5056295710006,B0DY7Z45CM,2.112,8.91,1.5912500000000012,68.88528138528144,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.86, shared=7),Brand match: blue",true,https://www.efghousewares.co.uk/blue-canyon-storage-basket-plastic-wooden-handle-white-medium-121263,https://www.amazon.co.uk/dp/B0DY7Z45CM,,Blue Canyon Storage Basket Plastic Wooden Handle White Medium 121263
SOVEREIGN TROUGH 70CM TERRACOTTA,Sovereign Trough 70cm Terracotta,5014348210958,5014348210958,B00M49GZAY,5.352,14.99,3.197916666666668,63.83067198935465,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=1.00, shared=4),Brand match: sovereign",true,https://www.efghousewares.co.uk/sovereign-trough-70cm-terracotta-104431,https://www.amazon.co.uk/dp/B00M49GZAY,,Sovereign Trough 70Cm Terracotta 104431
MOUNTAIN ROSE PINK EDT 100ML POUR FEMME EACH,Mountain Rose Pink Womens Eau de Perfume e100ml Pour Femme Present Christmas Xmas Gift,5055170280733,5055170280733,B07K9MMSL4,1.344,6.99,0.8450000000000004,50.598802395209596,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.65, shared=5),Brand match: mountain",true,https://www.efghousewares.co.uk/mountain-rose-pink-edt-100ml-pour-femme-each-110078,https://www.amazon.co.uk/dp/B07K9MMSL4,Available (see Keepa data),Mountain Rose Pink Edt 100Ml Pour Femme Each 110078
ASHLEY WOODEN SPATULA 3PC,Ashley - 3pc Wooden Kitchen Spatula Set - 3 Sizes,5017403116622,5017403116622,B0CHZ36RM6,1.008,6.25,0.6270833333333339,45.11390887290172,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.64, shared=4),Brand match: ashley",true,https://www.efghousewares.co.uk/ashley-wooden-spatula-3pc,https://www.amazon.co.uk/dp/B0CHZ36RM6,,Ashley Wooden Spatula 3Pc
COUNTRY CLUB PEVA TABLECLOTH NETURAL CHECK 132X178CM,COUNTRY CLUB Country Club Natural Check PEVA Tablecloth 132cm x 178cm,5023674221163,5023674221163,B0CM6QQVTW,2.676,8.55,0.8662500000000002,31.16007194244605,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.63, shared=5),Brand match: country",true,https://www.efghousewares.co.uk/countryclub-peva-tablecloth-netural-check-132x178cm-116526,https://www.amazon.co.uk/dp/B0CM6QQVTW,,Countryclub Peva Tablecloth Netural Check 132X178Cm 116526
ADDIS CUTLERY DRAINER LINEN,Addis Linen Cutlery Drainer With Removable Compartment,5010303068145,5010303068145,B0009K4HGE,4.4352,11.17,1.1123333333333323,26.197205212749225,50.0,50.0,50,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.62, shared=4),Brand match: addis",true,https://www.efghousewares.co.uk/104593,https://www.amazon.co.uk/dp/B0009K4HGE,,Other
WHAM CASA BLACK SWING BIN 50LTR,Wham Casa 50L Swing Bin (Black),5038135170867,5038135170867,B0FC6RBC9Z,8.868,16.98,1.6775,21.1272040302267,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.77, shared=5),Brand match: wham",true,https://www.efghousewares.co.uk/wham-casa-black-swing-bin-50ltr-120806,https://www.amazon.co.uk/dp/B0FC6RBC9Z,,Wham Casa Black Swing Bin 50Ltr 120806
EXTRA SELECT SWAN AND DUCK FEED 5L,"Extra Select Premium Floating Swan and Duck Feed, 5 Litre",5022245000039,5022245000039,B07DFWX1LB,6.119999999999999,14.89,0.7683333333333351,13.598820058997083,1000.0,,1000,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.76, shared=5),Brand match: extra",true,https://www.efghousewares.co.uk/extra-select-swan-and-duck-feed-5l-115012,https://www.amazon.co.uk/dp/B07DFWX1LB,,Extra Select Swan And Duck Feed 5L 115012
OXFORD LOCK CABLE LOCK 1.8MX12MM BLUE,"Oxford Cable Bike Lock, 12mm x 1.8m - Blue",5030009002458,5030009002458,B001IGV45A,5.976000000000001,12.97,0.6783333333333335,12.2664255575648,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.72, shared=4),Brand match: oxford",true,https://www.efghousewares.co.uk/oxford-lock-cable-lock-1-8mx12mm-blue,https://www.amazon.co.uk/dp/B001IGV45A,,Oxford Lock Cable Lock 1 8Mx12Mm Blue
VINERS EVERYDAY BREEZE 16PC CUTLERY SET,Viners Everyday Breeze 16 Piece 18/0 Silver Stainless Steel Cutlery Set,5010853267579,5010853267579,B087K9G76Y,14.639999999999999,25.25,1.4616666666666702,11.464052287581728,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.72, shared=4),Brand match: viners",true,https://www.efghousewares.co.uk/viners-everyday-breeze-16pc-cutlery-set,https://www.amazon.co.uk/dp/B087K9G76Y,Available (see Keepa data),Viners Everyday Breeze 16Pc Cutlery Set
ACCTIM RILEY WALL CLOCK BLACK,Acctim 22573 Riley 30cm Retro Black Wall Clock,5012562225734,5012562225734,B07B9JSJRQ,16.056,26.89,1.3783333333333345,9.894711653505631,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.61, shared=5),Brand match: acctim",true,https://www.efghousewares.co.uk/acctim-riley-wall-clock-black-106888,https://www.amazon.co.uk/dp/B07B9JSJRQ,,Acctim Riley Wall Clock Black 106888
ESCENTI TEA TREE CREAM,Escenti Tea Tree Cream 28g,5020535013998,5020535013998,B0995W6PHP,1.14,4.12,0.1033333333333335,6.8888888888889,100.0,100.0,100,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.92, shared=4),Brand match: escenti",true,https://www.efghousewares.co.uk/escenti-tea-tree-cream,https://www.amazon.co.uk/dp/B0995W6PHP,Available (see Keepa data),Escenti Tea Tree Cream
ACCTIM CLIFFBURN CLOCK TAUPE,Acctim Cliffburn Mantel Clock Quartz Glass Lens Taupe,5012562337963,5012562337963,B071CKRHDB,16.056,25.75,0.6283333333333363,4.510648480497748,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.69, shared=4),Brand match: acctim",true,https://www.efghousewares.co.uk/accti-cliffburn-clock-taupe-106858,https://www.amazon.co.uk/dp/B071CKRHDB,Available (see Keepa data),Accti Cliffburn Clock Taupe 106858
PYREX MASTER STAINLESS STEEL FRYING PAN 30CM,Pyrex Master Stainless Steel Frying Pan 30cm Silver,3426470290944,3426470290944,B098BHV7YP,20.232,32.34,0.32000000000000095,1.838024124066634,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.93, shared=7),Brand match: pyrex",true,https://www.efghousewares.co.uk/pyrex-master-stainless-steel-frying-pan-30cm,https://www.amazon.co.uk/dp/B098BHV7YP,Available (see Keepa data),Pyrex Master Stainless Steel Frying Pan 30Cm
EUROWRAP TISSUE PAPER GLITTER PINK 6 SHEETS,Eurowrap Pink Glitter Tissue Paper - 6 Sheets,5033601659082,5033601659082,B01NBV45Y6,0.6,3.3,-0.05999999999999983,-5.714285714285698,100.0,100.0,100,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.71, shared=6),Brand match: eurowrap",true,https://www.efghousewares.co.uk/eurowrap-tissue-paper-glitter-pink-6-sheets,https://www.amazon.co.uk/dp/B01NBV45Y6,Available (see Keepa data),Eurowrap Tissue Paper Glitter Pink 6 Sheets
VINERS EVERYDAY PURITY 16PC CUTLERY SET,"Viners Everyday Purity 16 Piece Cutlery Set with Gift Box, 18/0 Stainless Steel",5010853265186,5010853265186,B082JBM2G9,13.44,20.34,-0.97,-8.25531914893617,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.67, shared=4),Brand match: viners",true,https://www.efghousewares.co.uk/viners-everyday-purity-16pc-cutlery-set,https://www.amazon.co.uk/dp/B082JBM2G9,Available (see Keepa data),Viners Everyday Purity 16Pc Cutlery Set
BAKER & SALT LOOSE CASE CAKE TIN 23CM,Baker & Salt Loose Based Round Cake Tin Deep - 09inch,5038135559808,5038135559808,B082Q34WLQ,5.304,10.99,-0.6316666666666662,-12.709590878604955,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.74, shared=5),Brand match: baker",true,https://www.efghousewares.co.uk/baker-salt-loose-case-cake-tin-23cm-80333,https://www.amazon.co.uk/dp/B082Q34WLQ,,Baker Salt Loose Case Cake Tin 23Cm 80333
THUMBS UP RATTAN 4 TIER DRAWER TOWER MUSHROOM,Thumbs Up Rattan 4 Drawer Plastic Storage Tower - Mushroom,5014348320091,5014348320091,B09J91BHRB,20.148,34.99,-2.3254166666666647,-13.41070742022298,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.78, shared=5),Brand match: thumbs",true,https://www.efghousewares.co.uk/thumbsup-rattan-4-drawer-tower-mushroom,https://www.amazon.co.uk/dp/B09J91BHRB,,Thumbsup Rattan 4 Drawer Tower Mushroom
PRICE & KENSINGTON 6 CUP TEAPOT BLACK,Price & Kensington Black 6 Cup Teapot,5010853110851,5010853110851,B0013IUIPA,9.815999999999999,15.4,-1.4666666666666661,-16.800305460099267,100.0,100.0,100,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.83, shared=5),Brand match: price",true,https://www.efghousewares.co.uk/rayware-6-cup-teapot-black,https://www.amazon.co.uk/dp/B0013IUIPA,,Rayware 6 Cup Teapot Black
PYREX OPTIMA+ FRYING PAN 22CM,"Pyrex Optima + Forged Aluminium Frying Pan 22 cm, Black,4937811",3426470284240,3426470284240,B083MKB78V,11.688,16.8,-1.8699999999999986,-18.172983479105913,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.64, shared=4),Brand match: pyrex",true,https://www.efghousewares.co.uk/pyrex-optima-frying-pan-22cm,https://www.amazon.co.uk/dp/B083MKB78V,,Pyrex Optima Frying Pan 22Cm
ACCTIM GABY ALARM CLOCK MOCHA,Acctim Gaby Small Analogue Contemporary Beside Alarm Clock Mocha,5012562163166,5012562163166,B0BSNVNFFF,8.736,11.95,-1.4816666666666658,-18.92294593444018,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.62, shared=5),Brand match: acctim",true,https://www.efghousewares.co.uk/acctim-gaby-alarm-clock-mocha-106881,https://www.amazon.co.uk/dp/B0BSNVNFFF,Available (see Keepa data),Acctim Gaby Alarm Clock Mocha 106881
RUSTINS QD WHITE GLOSS 500ML,RUSTINS Brilliant White Gloss Paint 500ml,5015332002009,5015332002009,B01LM203EC,8.064,12.67,-1.3916666666666668,-19.14259513984411,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.75, shared=4),Brand match: rustins",true,https://www.efghousewares.co.uk/rustins-qd-white-gloss-500ml,https://www.amazon.co.uk/dp/B01LM203EC,,Rustins Qd White Gloss 500Ml
VINERS BARWARE CHAMPAGNE BUCKET SILVER4L,"Viners Barware 4 Litre Champagne Bucket, Silver",5010853268606,5010853268606,B08LQJY5R3,8.856,14.18,-1.7833333333333325,-22.4884405212274,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.88, shared=4),Brand match: viners",true,https://www.efghousewares.co.uk/viners-barware-champagne-bucket-silver4l,https://www.amazon.co.uk/dp/B08LQJY5R3,,Viners Barware Champagne Bucket Silver4L
RUSTINS BLACKBOARD BLACK 500ML,Rustins Blackboard Black 500ml,5015332050031,5015332050031,B001GU8AIM,7.596,11.9,-1.553333333333333,-22.577519379844958,400.0,400.0,400,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=1.00, shared=4),Brand match: rustins",true,https://www.efghousewares.co.uk/rustins-blackboard-black-500ml,https://www.amazon.co.uk/dp/B001GU8AIM,,Rustins Blackboard Black 500Ml
HOUSE MATE STAINLESS STEEL CLEANER & POLISH,House Mate Stainless Steel Cleaner and Polisher 400ml (Pack of 1),5039295201040,5039295201040,B0111N9Z1O,3.8880000000000003,8.04,-0.8900000000000008,-23.482849604221656,50.0,50.0,50,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.80, shared=5),Brand match: house",true,https://www.efghousewares.co.uk/house-mate-stainless-steel-cleaner-polish,https://www.amazon.co.uk/dp/B0111N9Z1O,,House Mate Stainless Steel Cleaner Polish
WHAM CASA BLACK SQUARE BOWL 32CM,Wham Casa 32cm Square Bowl (Black),5038135172083,5038135172083,B0FC32FL4C,1.584,6.99,-0.4450000000000003,-23.79679144385028,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.78, shared=6),Brand match: wham",true,https://www.efghousewares.co.uk/wham-casa-black-square-bowl-32cm-120798,https://www.amazon.co.uk/dp/B0FC32FL4C,Available (see Keepa data),Wham Casa Black Square Bowl 32Cm 120798
RUSTINS HIGH HEAT BLACK PAINT 250ML,"RUSTINS HRBL250 High Heat Paint, Black, 250 ml",5015332320066,5015332320066,B003O947F8,9.528,13.1,-2.0733333333333333,-24.42088731841382,100.0,100.0,100,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.73, shared=5),Brand match: rustins",true,https://www.efghousewares.co.uk/rustins-high-heat-black-paint-250ml,https://www.amazon.co.uk/dp/B003O947F8,,Rustins High Heat Black Paint 250Ml
RUSTINS TUNG OIL 500ML,Rustins Tung Oil 500ml,5015332200108,5015332200108,B0036L0IDE,12.024,15.09,-2.6049999999999978,-24.64522232734151,50.0,50.0,50,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=1.00, shared=4),Brand match: rustins",true,https://www.efghousewares.co.uk/rustins-tung-oil-500ml,https://www.amazon.co.uk/dp/B0036L0IDE,,Rustins Tung Oil 500Ml
FAIRY SOAP DISPENSING DISH BRUSH,Fairy Soap Dispensing Dish Brush,5010303180588,5010303180588,B0BYKDX25N,2.088,6.24,-0.5799999999999996,-25.327510917030548,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=1.00, shared=5),Brand match: fairy",true,https://www.efghousewares.co.uk/fairy-soap-dispensing-dish-brush-114023,https://www.amazon.co.uk/dp/B0BYKDX25N,Available (see Keepa data),Fairy Soap Dispensing Dish Brush 114023
RUSTINS WOODWORM KILLER 500ML,Rustins Woodworm Killer 500ml,5015332003686,5015332003686,B085J1YNXZ,6.72,10.42,-1.6066666666666658,-26.12466124661245,50.0,50.0,50,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=1.00, shared=4),Brand match: rustins",true,https://www.efghousewares.co.uk/rustins-woodworm-killer-500ml,https://www.amazon.co.uk/dp/B085J1YNXZ,,Rustins Woodworm Killer 500Ml
GORILLA GLUE CLEAR 170ML,Gorilla Glue Clear 170ml,5704947006044,5704947006044,B07KWLFJBF,9.672,12.85,-2.2716666666666674,-26.38404955478127,200.0,200.0,200,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=1.00, shared=4),Brand match: gorilla",true,https://www.efghousewares.co.uk/gorilla-glue-clear-170ml,https://www.amazon.co.uk/dp/B07KWLFJBF,Available (see Keepa data),Gorilla Glue Clear 170Ml
VINERS EVERYDAY PURITY 4PC TEA SPOON,Viners Everyday Purity 4 Piece 18/0 Silver Stainless Steel Tea Spoons,5010853265148,5010853265148,B082JCTHBB,2.664,5.51,-0.7383333333333335,-26.654632972322506,100.0,100.0,100,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.69, shared=4),Brand match: viners",true,https://www.efghousewares.co.uk/viners-everyday-purity-4pc-tea-spoon,https://www.amazon.co.uk/dp/B082JCTHBB,Available (see Keepa data),Viners Everyday Purity 4Pc Tea Spoon
RUSTINS WOODWORM KILLER 250ML,Rustins Woodworm Killer 250ml,5015332003679,5015332003679,B08PC2TX6Y,4.368,8.25,-1.1350000000000005,-27.08830548926015,100.0,100.0,100,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=1.00, shared=4),Brand match: rustins",true,https://www.efghousewares.co.uk/rustins-woodworm-killer-250ml,https://www.amazon.co.uk/dp/B08PC2TX6Y,,Rustins Woodworm Killer 250Ml
RUSTINS SMALL JOB PRIMER & UNDERCOAT GREY 250ML,RUSTINS Small Job Primer & Undercoat Grey 250ml,5015332260997,5015332260997,B005FQGVG6,4.164000000000001,8.0,-1.0933333333333335,-27.197346600331674,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=1.00, shared=7),Brand match: rustins",true,https://www.efghousewares.co.uk/rustins-small-job-primer-u-c-grey-250ml,https://www.amazon.co.uk/dp/B005FQGVG6,,Rustins Small Job Primer U C Grey 250Ml
FALCON ENAMEL ROUND PIE DISH 20CM,Falcon 20cm Round Pie Dish White - 46520,5012823030299,5012823030299,B00309IXF2,2.9400000000000004,6.99,-0.8450000000000004,-28.16666666666668,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.72, shared=5),Brand match: falcon",true,https://www.efghousewares.co.uk/enamel-20cm-round-pie-dish,https://www.amazon.co.uk/dp/B00309IXF2,Available (see Keepa data),Enamel 20Cm Round Pie Dish
RUSTINS ASAP WHITE 250ML,RUSTINS ASAP Paint White 250ml,5015332001545,5015332001545,B01A5YO2BI,6.048,9.5,-1.6133333333333335,-28.861061419200958,50.0,50.0,50,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.89, shared=4),Brand match: rustins",true,https://www.efghousewares.co.uk/rustins-asap-white-250ml,https://www.amazon.co.uk/dp/B01A5YO2BI,Available (see Keepa data),Rustins Asap White 250Ml
ROLSON BRICK JOINTER FOUR SIZE,Rolson 52615 Four Size Brick Jointer,5029594526159,5029594526159,B004A96BE6,6.9239999999999995,9.82,-1.8366666666666662,-29.061181434599153,100.0,100.0,100,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.61, shared=5),Brand match: rolson",true,https://www.efghousewares.co.uk/rolson-brick-jointer-four-size,https://www.amazon.co.uk/dp/B004A96BE6,Available (see Keepa data),Rolson Brick Jointer Four Size
GORILLA MOUNTING TAPE DOUBLE SIDED SQUARES CRYSTAL CLEAR,Gorilla Mounting Tape Squares Crystal Clear (1 Pack),5704947006082,5704947006082,B07W7N39FM,5.244,6.99,-1.465,-29.776422764227643,300.0,300.0,300,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.81, shared=6),Brand match: gorilla",true,https://www.efghousewares.co.uk/gorilla-mounting-tape-squares-crystal-clear,https://www.amazon.co.uk/dp/B07W7N39FM,,Gorilla Mounting Tape Squares Crystal Clear
GORILLA TAPE WHITE 27M,Gorilla Tape White 27m,5704947001667,5704947001667,B00IA19MZ0,9.947999999999999,12.59,-2.6383333333333328,-29.84539969834087,100.0,100.0,100,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=1.00, shared=4),Brand match: gorilla",true,https://www.efghousewares.co.uk/gorilla-white-tape-27m,https://www.amazon.co.uk/dp/B00IA19MZ0,,Gorilla White Tape 27M
RUSTINS TEXTURED STEP&TILE BLK 500ML,RUSTINS Textured Step & Tile Paint 500ml Black,5015332002696,5015332002696,B07BPD93BC,7.8,11.32,-2.126666666666666,-30.165484633569733,100.0,100.0,100,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.80, shared=5),Brand match: rustins",true,https://www.efghousewares.co.uk/rustins-textured-step-tile-blk-500ml,https://www.amazon.co.uk/dp/B07BPD93BC,,Rustins Textured Step Tile Blk 500Ml
RUSTINS QD WHITE GLOSS 250ML,RUSTINS Brilliant White Gloss Paint 250ml,5015332001996,5015332001996,B01LM201YY,4.632,8.2,-1.3466666666666673,-30.536659108087694,100.0,100.0,100,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.75, shared=4),Brand match: rustins",true,https://www.efghousewares.co.uk/rustins-qd-white-gloss-250ml,https://www.amazon.co.uk/dp/B01LM201YY,,Rustins Qd White Gloss 250Ml
RUSTINS WHITE SATIN 250ML,RUSTINS Satin White 250ml,5015332450084,5015332450084,B007UYGA8K,4.632,8.19,-1.3550000000000002,-30.725623582766442,50.0,50.0,50,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.76, shared=4),Brand match: rustins",true,https://www.efghousewares.co.uk/rustins-white-satin-250ml,https://www.amazon.co.uk/dp/B007UYGA8K,,Rustins White Satin 250Ml
