row_id,bucket,confidence,track,include_in_tables,supplier_title,amazon_title,supplier_ean,amazon_ean,asin,supplier_price,selling_price,net_profit,roi,sales,supplier_pack_qty,amazon_pack_qty,pack_ratio,pack_verdict,adjusted_profit,key_match_evidence,filter_reason,traps
11,VERIFIED - AUDITED OUT,95,VERIFIED,True,FESTIVE MAGIC LIGHT UP LED CAND CANE 75CM,"VANTRUE E360 ACE 5.2K Dash Cam Panoramic, 3 Channel Dashcam Wide Angle 210Â°, Dash Camera 1944P+1944P+1080P Front Rear inside, STARVIS 2, Night Vision, 5G WiFi GPS, HDR, 24H Parking Mode, Support 512GB",4894158063897,-,B0DK3N1Q4V,2.016,245.64,181.599999999999,8143.49775784753,,,,,UNKNOWN,181.599999999999,-,Title/content mismatch: supplier product and Amazon product are different categories despite reported exact EAN — likely erroneous mapping; should be audited out until corrected.,
12,FILTERED_OUT,0,UNKNOWN,False,DLUX ALL PURPOSE CLEANING CLOTHS 40PCS,WOLVERINE 18-Sheet 60 Mins Running Time Cross Cut High Security Level P-4 Heavy Duty Paper/CD/Card Ultra Quiet Shredder for Home Office with 22-Litre Pullout Waste Bin SD9113(Black),5055706640901,-,B085HN95YZ,1.2,194.39,118.571666666666,7649.78494623655,,40.0,,,UNKNOWN,118.571666666666,-,Different brands detected; products not compatible,
13,FILTERED_OUT,0,UNKNOWN,False,BRIGHT & HOMELY TOILET BRUSH WHITE,Remanufactured Toner Cartridge Replacement for Lexmark C2320K0 C2320C0 C2320M0 C2320Y0 C2325dw C2325 MC2325adw C2535dw MC2535adwe C2425dw MC2425adw MC2640adwe Printer (4 pack x 1000 pages),5050796009935,-,B09ZTKXBRJ,0.6,119.99,79.2316666666666,7545.87301587301,,,,,UNKNOWN,79.2316666666666,-,Different brands detected; products not compatible,
14,FILTERED_OUT,0,UNKNOWN,False,DEKTON HOOK 16MM 1PC,WOLVERINE 10-Sheet Super Micro Cut High Security Level P-5 Heavy Duty Paper/CD/Card Ultra Quiet Shredder for Home Office by 60 Mins Running Time and 22-Litre Pullout Waste Bin SD9112(Black),5055441414126,-,B07SXDPVZZ,1.272,199.92,119.499999999999,7422.3602484472,,,,,UNKNOWN,119.499999999999,-,Different brands detected; products not compatible,
15,FILTERED_OUT,0,UNKNOWN,False,NORTHPOLE GIFT TAG BOOKLET PK20 HOLOGRAPHIC GOLD,"DOOGEE Blade 10 Energy Rugged Smartphone - 10.7mm Ultra-Thin Rugged Phone, 6150mAh Battery Android 15 Phone with 24GB RAM+128GB ROM, 6.56 inch 90Hz Screen 16MP+8MP Cameras/NFC/Dual SIM/Face ID - Plain",5033601035046,-,B0FCXVT75G,0.672,113.98,77.2158333333333,6956.38138138138,,,,,UNKNOWN,77.2158333333333,-,Different brands detected; products not compatible,
16,NEEDS VERIFICATION,90,NEEDS VERIFICATION,False,DEKTON HOOKS SET 5PC,WOLVERINE 10-Sheet Super Micro Cut High Security Level P-5 Heavy Duty Paper/CD/Card Ultra Quiet Shredder for Home Office by 60 Mins Running Time and 22-Litre Pullout Waste Bin SD9112(White),5055441415918,-,B07SWB992S,1.272,189.92,110.986666666666,6893.58178053829,,,,,UNKNOWN,110.986666666666,-,Claimed '1:1 Match' while Amazon EAN is missing; inconsistent metadata should be verified before recommending.,
17,FILTERED_OUT,0,UNKNOWN,False,LUXURY CUPCAKE 100 CASES,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",5015302477202,717710483480,B0FGHZB8FM,0.852,129.0,83.45,6623.01587301587,50.0,,,,UNKNOWN,83.45,-,Different brands detected; products not compatible,
18,FILTERED_OUT,0,UNKNOWN,False,NORTHPOLE CHRISTMAS CUTE STICKERS PK50,"DOOGEE Blade 10 Energy Rugged Smartphone - 10.7mm Ultra-Thin Rugged Phone, 6150mAh Battery Android 15 Phone with 24GB RAM+128GB ROM, 6.56 inch 90Hz Screen 16MP+8MP Cameras/NFC/Dual SIM/Face ID - Plain",5033601034957,-,B0FCXVT75G,0.744,113.98,77.1558333333333,6594.51566951566,,,,,UNKNOWN,77.1558333333333,-,Different brands detected; products not compatible,
19,FILTERED_OUT,0,UNKNOWN,False,NORTHPOLE EMBOSSED RIBBON 10M,"DOOGEE Blade 10 Energy Rugged Smartphone - 10.7mm Ultra-Thin Rugged Phone, 6150mAh Battery Android 15 Phone with 24GB RAM+128GB ROM, 6.56 inch 90Hz Screen 16MP+8MP Cameras/NFC/Dual SIM/Face ID - Plain",5033601024552,-,B0FCXVT75G,0.876,113.98,77.0458333333333,6019.20572916666,,1.0,,,UNKNOWN,77.0458333333333,-,Different brands detected; products not compatible,
20,FILTERED_OUT,0,UNKNOWN,False,APOLLO RAMEKIN 6.5CM,Leaf Blower Cordless Turbo Mode 500000RPM 21V Air Blower 5 Gears with 2 X 4.0Ah Battery and Charger Lightweight 180Â°Rotation for Lawn Yard Garage Patio Blowing Leaves and Dust,5026180095426,9313448724034,B0F66LVY3M,0.6,99.99,61.855,5890.95238095238,,,,,UNKNOWN,61.855,-,Different brands detected; products not compatible,
21,FILTERED_OUT,0,UNKNOWN,False,BRIGHT & HOMELY HEAVY DUTY CONCERTINA DRAIN PLUNGER MEDIUM,"Betopper 4x100W LED Satge Lights, Upgraded Amber+Cool White COB Blinder Light, High CRI/RA(>95) DMX512 Spotlight, 4 Eye Matrix Disco Lights for Wedding Party Photostudio Theater, 1S",5050796012065,797725867024,B0DYJKPDK5,2.148,199.99,134.478333333333,5746.93732193732,,,,,UNKNOWN,134.478333333333,-,Different brands detected; products not compatible,
22,FILTERED_OUT,0,UNKNOWN,False,DEKTON CABLE TIES BLACK 100PCS 4.8MMX250MM,WOLVERINE 10-Sheet Super Micro Cut High Security Level P-5 Heavy Duty Paper/CD/Card Ultra Quiet Shredder for Home Office by 60 Mins Running Time and 22-Litre Pullout Waste Bin SD9112(White),5055441434209,-,B07SWB992S,1.68,189.92,110.646666666666,5674.18803418803,,,,,UNKNOWN,110.646666666666,-,Different brands detected; products not compatible,
23,FILTERED_OUT,0,UNKNOWN,False,PROKLEEN MICROFIBRE MOP & HANDLE,WOLVERINE 18-Sheet 60 Mins Running Time Cross Cut High Security Level P-4 Heavy Duty Paper/CD/Card Ultra Quiet Shredder for Home Office with 22-Litre Pullout Waste Bin SD9113(Black),5055706641250,-,B085HN95YZ,1.884,194.39,118.001666666666,5566.11635220125,,,,,UNKNOWN,118.001666666666,-,Different brands detected; products not compatible,
24,FILTERED_OUT,0,UNKNOWN,False,OVEN LOVE BAKING DISH OVAL WHITE 0.19L,OLEVS Men Automatic Watch Skeleton 5 Hands Mechanical Classic Luxury Multi Calendar Stainless Steel Waterproof Wrist Watch for Men,5018705740423,-,B0B5D4LCY8,1.344,138.0,89.5399999999999,5361.67664670658,,,,,UNKNOWN,89.5399999999999,-,Different brands detected; products not compatible,
25,FILTERED_OUT,0,UNKNOWN,False,DUNLOP LED LIGHT SE SC 2PC,"Betopper 4x100W LED Satge Lights, Upgraded Amber+Cool White COB Blinder Light, High CRI/RA(>95) DMX512 Spotlight, 4 Eye Matrix Disco Lights for Wedding Party Photostudio Theater, 1S",-,797725867024,B0DYJKPDK5,2.376,199.99,134.288333333333,5307.83926218708,,1.0,,,UNKNOWN,134.288333333333,"Shared anchors: LED, LIGHT",Different brands detected; products not compatible,
26,FILTERED_OUT,0,UNKNOWN,False,DEKTON MINI WIRE BRUSH 3PC SET,WOLVERINE 10-Sheet Super Micro Cut High Security Level P-5 Heavy Duty Paper/CD/Card Ultra Quiet Shredder for Home Office by 60 Mins Running Time and 22-Litre Pullout Waste Bin SD9112(White),5055441430317,-,B07SWB992S,1.992,189.92,110.386666666666,4994.87179487179,,,,,UNKNOWN,110.386666666666,-,Different brands detected; products not compatible,
27,FILTERED_OUT,0,UNKNOWN,False,MINKY BRITE & BOLD MICROFIBRE CLOTHS 2PC,OLEVS Men Automatic Watch Skeleton 5 Hands Mechanical Classic Luxury Multi Calendar Stainless Steel Waterproof Wrist Watch for Men,5010353320415,-,B0B5D4LCY8,1.572,138.0,89.35,4803.76344086021,,,,,UNKNOWN,89.35,-,Different brands detected; products not compatible,
28,FILTERED_OUT,0,UNKNOWN,False,DEKTON 12 IN 1 SCREWDRIVERS,WOLVERINE 10-Sheet Super Micro Cut High Security Level P-5 Heavy Duty Paper/CD/Card Ultra Quiet Shredder for Home Office by 60 Mins Running Time and 22-Litre Pullout Waste Bin SD9112(White),5055441435916,-,B07SWB992S,2.22,189.92,110.196666666666,4591.52777777777,,,,,UNKNOWN,110.196666666666,-,Different brands detected; products not compatible,
29,FILTERED_OUT,0,UNKNOWN,False,MINKY CURVE SCOURER 2PC,"Powerful 2200W Premium Garment Steamer with 3L Water Tank, Dual Steam Settings for Rapid Wrinkle Release, Suitable for All Fabrics Including Delicates, Updated Design, Fridja f1200 Clothes Steamer Pro",5010353328800,5065018907005,B0D3M53JGG,1.524,132.99,82.135,4512.91208791208,100.0,,,,UNKNOWN,82.135,-,Different brands detected; products not compatible,
30,FILTERED_OUT,0,UNKNOWN,False,GIFTMAKER CHRISTMAS WOVEN SHOPPING BAGS TEXT,"Artago 68T/B Maximum Security Padlock, 14mm/0,55in Shackle, Sold Secure Gold Approved, Forged MONOBLOK System, Bunker Selection, Multipurpose Keyed Padlock Combinable with Chains, Door, Container",5012128618291,-,B00BAVI0I2,0.924,85.85,57.0804166666666,4324.27398989899,,,,,UNKNOWN,57.0804166666666,-,Different brands detected; products not compatible,
31,FILTERED_OUT,0,UNKNOWN,False,CASA & CASA OCEANIC TELESCOPIC BENDY DUSTER STAINLESS STEEL,WOLVERINE 18-Sheet 60 Mins Running Time Cross Cut High Security Level P-4 Heavy Duty Paper/CD/Card Ultra Quiet Shredder for Home Office with 22-Litre Pullout Waste Bin SD9113(Black),5056295710150,-,B085HN95YZ,2.76,194.39,117.271666666666,4114.79532163742,,1.0,,,UNKNOWN,117.271666666666,-,Different brands detected; products not compatible,
32,FILTERED_OUT,0,UNKNOWN,False,PALOMA 100 YELLOW SERVIETTES,"Mould King City Aircraft Engine Building Kit, Turbojet Engine Model That Runs, Mini Engine Build Kit for Adults with Battery, Mechanical Science Education STEM Toy(2256 PCS)",3838952033862,705736242693,B0DFCG7G7Q,1.104,95.99,59.1516666666666,4023.92290249432,,,,,UNKNOWN,59.1516666666666,-,Different brands detected; products not compatible,
33,FILTERED_OUT,0,UNKNOWN,False,NORTHPOLE CHRISTMAS STICKER BY NUMBERS BOOK,"DOOGEE Blade 10 Energy Rugged Smartphone - 10.7mm Ultra-Thin Rugged Phone, 6150mAh Battery Android 15 Phone with 24GB RAM+128GB ROM, 6.56 inch 90Hz Screen 16MP+8MP Cameras/NFC/Dual SIM/Face ID - Plain",5033601032953,-,B0FCXVT75G,1.68,113.98,76.3758333333333,3916.7094017094,,,,,UNKNOWN,76.3758333333333,-,Different brands detected; products not compatible,
34,FILTERED_OUT,0,UNKNOWN,False,ADORN MUG 8.8X9.4CM ASSORTED,"RÃ˜DE NTH-50 Professional On-ear Wired DJ Headphones / Durable, Comfortable, Hi-Fi Audio / Musicians, Filmmakers, Creators (Black)",6923456821224,698813014903,B0F118YSX2,1.008,83.0,52.1966666666666,3755.15587529976,,,,,UNKNOWN,52.1966666666666,-,Different brands detected; products not compatible,dimension_trap
35,FILTERED_OUT,5,UNKNOWN,False,FESTIVE MAGIC BELLS 8PC ASSORTED,"Hazel Quinn x Eduardo Recife 2-Slice Toaster, 6 Browning Levels, Defrost/Reheat/Cancel Functions, Removable Crumb Tray for Easy Cleaning, 1.5-Inch Extra-Wide Slots, Retro Style Collaboration",4894158018552,-,B0DNSWBYMZ,0.672,69.99,41.565,3744.59459459459,50.0,,,,UNKNOWN,41.565,-,Different brands detected; products not compatible,
36,FILTERED_OUT,0,UNKNOWN,False,APOLLO CERAMIC JUG WHITE 0.08 LTR,Leaf Blower Cordless Turbo Mode 500000RPM 21V Air Blower 5 Gears with 2 X 4.0Ah Battery and Charger Lightweight 180Â°Rotation for Lawn Yard Garage Patio Blowing Leaves and Dust,5026180094252,9313448724034,B0F66LVY3M,1.308,99.99,61.265,3735.67073170731,,,,,UNKNOWN,61.265,-,Different brands detected; products not compatible,
37,NEEDS VERIFICATION,95,NEEDS VERIFICATION,False,BROOKSTONE ASSORTED FUSES,"Mould King V8 Engine Building Blocks Set, 2250 PCS Combustion Engine Model Kit That Runs, Mini Engine for Adults with Battery, Engineering Construction STEM Toy for Boys Girls",5060211774980,705736912404,B0DN6BWS36,1.332,99.99,61.695,3716.56626506024,,,,,UNKNOWN,61.695,-,Supplier EAN formatting invalid (14 digits). Clean/validate GTIN and re-run matching — cannot trust automated match state.,
38,NEEDS VERIFICATION,95,NEEDS VERIFICATION,False,ADORN DEEP BOWL 8INCH,"Portable Infrared Patio Heater 1500W Electric Heater with 8 Heating Levels, Tip-over Protection, IP45 Waterproof, 8H Timer, Remote Control, 33 Inch, Elegent Brown",6923456816282,-,B0CG8L4ZR2,1.608,118.99,69.5883333333333,3681.92239858906,,,,,UNKNOWN,69.5883333333333,-,Supplier EAN formatting invalid (14 digits).,
39,FILTERED_OUT,0,UNKNOWN,False,CARINE DINNER PLATE WHITE 26CM,"Western Bank Heist Building Kit â€“ 2875pcs West Town Flagship Model with 11 LED Lights, 6 Minifigures, Highly Detailed Western Architecture, Collectible Gift for Adults & Kids",026102895139,-,B0FNN1JYYV,1.572,115.99,67.7083333333333,3640.23297491039,,,,,UNKNOWN,67.7083333333333,-,Different brands detected; products not compatible,
40,FILTERED_OUT,0,UNKNOWN,False,PROKLEEN SPUNLACE FLOOR MOP & HANDLE,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",5055706641151,717710483480,B0FGHZB8FM,2.088,129.0,82.42,3599.12663755458,50.0,,,,UNKNOWN,82.42,-,Different brands detected; products not compatible,
41,FILTERED_OUT,0,UNKNOWN,False,DEKTON SCREW NUTS & WASHER KIT 374PCS,WOLVERINE 10-Sheet Super Micro Cut High Security Level P-5 Heavy Duty Paper/CD/Card Ultra Quiet Shredder for Home Office by 60 Mins Running Time and 22-Litre Pullout Waste Bin SD9112(White),5055441457406,-,B07SWB992S,3.024,189.92,109.526666666666,3567.64386536373,,,,,UNKNOWN,109.526666666666,-,Different brands detected; products not compatible,
42,FILTERED_OUT,0,UNKNOWN,False,MINKY M CLOTH ANTIBACTERIAL PAD BATHROOM,OLEVS Men Automatic Watch Skeleton 5 Hands Mechanical Classic Luxury Multi Calendar Stainless Steel Waterproof Wrist Watch for Men,5010353323362,-,B0B5D4LCY8,2.352,138.0,88.7,3533.86454183267,,,,,UNKNOWN,88.7,-,Different brands detected; products not compatible,
43,FILTERED_OUT,0,UNKNOWN,False,"DEKTON SHANK WOOD DRILL 8PC 1/4"" 30-10MM",WOLVERINE 10-Sheet Super Micro Cut High Security Level P-5 Heavy Duty Paper/CD/Card Ultra Quiet Shredder for Home Office by 60 Mins Running Time and 22-Litre Pullout Waste Bin SD9112(White),5055441412146,-,B07SWB992S,3.096,189.92,109.466666666666,3497.33759318423,,,,,UNKNOWN,109.466666666666,-,Different brands detected; products not compatible,
44,FILTERED_OUT,0,UNKNOWN,False,POLAROID SUPER HEAVY DUTY BATTERIES AA 8 PACK,"AI Voice Recorder with transcription, Note Voice Recorder App Control Dictaphone, Transcribe and Summarize with AI Technology, voice to text transcription Magnetic Phone call Recording Device",5025301442804,-,B0F6B9NTF2,0.804,59.99,42.3716666666666,3473.08743169398,,,,,UNKNOWN,42.3716666666666,-,Different brands detected; products not compatible,
45,FILTERED_OUT,0,UNKNOWN,False,PLUNGER BUFFALO MINI PLUNGER,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",5055297302240,717710483480,B0FGHZB8FM,2.196,129.0,82.33,3459.24369747899,50.0,1.0,,,UNKNOWN,82.33,-,Different brands detected; products not compatible,
46,FILTERED_OUT,0,UNKNOWN,False,"DEKTON FILLING KNIFE 100MM,1.27MM",WOLVERINE 10-Sheet Super Micro Cut High Security Level P-5 Heavy Duty Paper/CD/Card Ultra Quiet Shredder for Home Office by 60 Mins Running Time and 22-Litre Pullout Waste Bin SD9112(White),5055441465661,-,B07SWB992S,3.36,189.92,109.246666666666,3261.09452736318,,,,,UNKNOWN,109.246666666666,-,Different brands detected; products not compatible,
47,FILTERED_OUT,5,UNKNOWN,False,TOM SMITH CHRISTMAS CARDS LUXURY SLIM FOLIAGE TEXT,Nilfisk Core 130 Bar High Pressure Washer with Power Control - Mini Power Washer for Patios and Car Cleaner (1500 W),5012213580601,-,B08KYJWQPV,2.016,104.67,69.50125,3116.64798206278,50.0,1.0,,,UNKNOWN,69.50125,-,Different brands detected; products not compatible,
48,FILTERED_OUT,0,UNKNOWN,False,PRIMA DISH BRUSH,"Remington RX7 Electric Head Shaver for Bald Men (Cordless, 60-Min Usage, USB, 5 Cutting Heads Skin Close Results (0.2mm), Turbo, Wet & Dry, Easy Clean, Waterproof, Pop-up Trimmer, Travel Pouch) XR1600",5038673230771,5038061144048,B0BGJ6BKW8,0.672,55.0,33.2433333333333,2994.89489489489,,1.0,,,UNKNOWN,33.2433333333333,-,Different brands detected; products not compatible,
49,FILTERED_OUT,0,UNKNOWN,False,THL COTTON MOP & HANDLE 250GRM,"TYMO CurlPro Plus Hair Curler Automatic Rotating - Long Barrel Curling Wand for Long Hair, Ceramic Curling Iron for Women, Anti-Scald, Tangle-Free, 600M Ionic, Dual Voltage, Gold, 25 mm",8692521025284,759041282578,B0DPZLWX8J,1.872,99.99,63.085,2989.81042654028,,1.0,,,UNKNOWN,63.085,-,Different brands detected; products not compatible,
50,FILTERED_OUT,0,UNKNOWN,False,DEKTON FLEX SAND BLOCK 80GRIT,"Flex - Sandpaper Xtreme Plus 225mm, 25 Sheet Pack, P120 Grit - 282405 - Sandpaper for Wood and Drywall, Sand Paper Pack for Walls in Different Sizes - Home Improvement and Decorating Tools",5055441432380,4030293093041,B002J5JXW0,0.876,59.99,37.7716666666666,2950.91145833333,,,,,UNKNOWN,37.7716666666666,Shared anchors: SAND,Different brands detected; products not compatible,
51,FILTERED_OUT,0,UNKNOWN,False,BROOKSTONE WINDSCREEN COVERS,"Mould King V8 Engine Building Blocks Set, 2250 PCS Combustion Engine Model Kit That Runs, Mini Engine for Adults with Battery, Engineering Construction STEM Toy for Boys Girls",5060211776236,705736912404,B0DN6BWS36,1.884,99.99,61.235,2888.44339622641,,,,,UNKNOWN,61.235,-,Different brands detected; products not compatible,
52,FILTERED_OUT,0,UNKNOWN,False,DRAPER MASONRY DRILL SDS 5X160MM,"Belaco Electric Heater Oil Filled Radiator 11 Fins Portable Electric Heater, Room Heater with Adjustable thermostat, 3 Heat settings, 2500W Energy saving Heater for Home (Black)",5010559408269,5060598912838,B0G2HR9JXH,1.476,85.99,50.1483333333333,2817.32209737827,,,,,UNKNOWN,50.1483333333333,-,Different brands detected; products not compatible,dimension_trap
53,FILTERED_OUT,5,UNKNOWN,False,PAPER EASTER 10 PLATES 7 INCH,"Mould King V8 Engine Building Blocks Sets, 10171 MOC Scale Model Kit with Battery and Motor, Collectible Set for Adults, Construction Toys for Teens(487 Pcs)",5050565569936,-,B0DL47ZJR2,0.744,50.99,32.5379166666666,2781.01851851851,100.0,1.0,,,UNKNOWN,32.5379166666666,-,Different brands detected; products not compatible,
54,FILTERED_OUT,0,UNKNOWN,False,PRIMA SALAD BOWL PLAIN 18CM,"Remington RX7 Electric Head Shaver for Bald Men (Cordless, 60-Min Usage, USB, 5 Cutting Heads Skin Close Results (0.2mm), Turbo, Wet & Dry, Easy Clean, Waterproof, Pop-up Trimmer, Travel Pouch) XR1600",5038673190174,5038061144048,B0BGJ6BKW8,0.792,55.0,33.1433333333333,2739.11845730027,,,,,UNKNOWN,33.1433333333333,-,Different brands detected; products not compatible,
55,FILTERED_OUT,0,UNKNOWN,False,PRIMA SCRUBBING BRUSH,"Remington RX7 Electric Head Shaver for Bald Men (Cordless, 60-Min Usage, USB, 5 Cutting Heads Skin Close Results (0.2mm), Turbo, Wet & Dry, Easy Clean, Waterproof, Pop-up Trimmer, Travel Pouch) XR1600",5038673230757,5038061144048,B0BGJ6BKW8,0.804,55.0,33.1333333333333,2715.84699453551,,1.0,,,UNKNOWN,33.1333333333333,-,Different brands detected; products not compatible,
56,FILTERED_OUT,0,UNKNOWN,False,PROKLEEN CHENILLE FLOOR MOP & EXTENDABLE HANDLE,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",5055706641182,717710483480,B0FGHZB8FM,3.024,129.0,81.64,2659.28338762215,50.0,,,,UNKNOWN,81.64,-,Different brands detected; products not compatible,
57,FILTERED_OUT,5,UNKNOWN,False,CAPPUCCINO CUP,"Tevlaphee Steering Wheel Lock with Alarm, 120dB, Wheel Spoke Width â‰¤2.75in, Battery Required, Crook Locks for Cars, Car Lock Anti-Theft Device, Heavy Duty",6923456804005,-,B09WDKDVZC,0.936,57.64,35.0733333333333,2637.09273182957,100.0,1.0,,,UNKNOWN,35.0733333333333,-,Different brands detected; products not compatible,
58,FILTERED_OUT,0,UNKNOWN,False,PRIMA 3PK MINI PIPE CLEANING BRUSHES,"Remington RX7 Electric Head Shaver for Bald Men (Cordless, 60-Min Usage, USB, 5 Cutting Heads Skin Close Results (0.2mm), Turbo, Wet & Dry, Easy Clean, Waterproof, Pop-up Trimmer, Travel Pouch) XR1600",5038673233703,5038061144048,B0BGJ6BKW8,0.876,55.0,33.0733333333333,2583.85416666666,,,,,UNKNOWN,33.0733333333333,-,Different brands detected; products not compatible,
59,FILTERED_OUT,0,UNKNOWN,False,PRIMA SOUP PLATE FLOWER DESIGN 20CM,"Remington RX7 Electric Head Shaver for Bald Men (Cordless, 60-Min Usage, USB, 5 Cutting Heads Skin Close Results (0.2mm), Turbo, Wet & Dry, Easy Clean, Waterproof, Pop-up Trimmer, Travel Pouch) XR1600",5038673190051,5038061144048,B0BGJ6BKW8,0.876,55.0,33.0733333333333,2583.85416666666,,,,,UNKNOWN,33.0733333333333,-,Different brands detected; products not compatible,
