SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,SupplierURL,AmazonURL,fba_seller_count,Category,_row_id,tier,confidence_score,reasons,flags,ean_exact_match,title_similarity,shared_tokens
PYREX CLASSIC CASSEROLE 2.1LTR PM,Pyrex Essentials Glass round Casserole High resistance 1.6 L (+ 0.5L Lid),3426470261500,,B00D9QQOEI,6.708,11.07,-1.825,-29.72312704,50,50,50,TIER_4_REJECTED,10,AMAZON_EAN_MISSING | UNPROFITABLE,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.48, shared=2) | Brand match: pyrex",False,https://www.efghousewares.co.uk/pyrex-classic-casserole-2-1ltr-pm,https://www.amazon.co.uk/dp/B00D9QQOEI,,Pyrex Classic Casserole 2 1Ltr Pm,629,TIER_4_REJECTED,10,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.48, shared=2) | Brand match: pyrex",AMAZON_EAN_MISSING | UNPROFITABLE,False,0.48,2
ROLSON COMBINATION DISC LOCK 70MM,Rolson 66607 70mm Disc Padlock,5029594665087,5029594666077,B07G2PJYHY,5.9616,8.49,-1.963,-35.57448351,,,0,TIER_4_REJECTED,10,EAN_MISMATCH | UNPROFITABLE,"EAN mismatch: supplier=5029594665087 vs amazon=5029594666077 | Moderate title match (sim=0.57, shared=3) | Brand match: rolson",False,https://www.efghousewares.co.uk/rolson-combination-disc-lock-70mm-106685,https://www.amazon.co.uk/dp/B07G2PJYHY,,Other,630,TIER_4_REJECTED,10,"EAN mismatch: supplier=5029594665087 vs amazon=5029594666077 | Moderate title match (sim=0.57, shared=3) | Brand match: rolson",EAN_MISMATCH | UNPROFITABLE,False,0.571,3
ROOTS & SHOOTS GARDEN DECORATION SCARECROW LARGE 32INCH 4 ASSORTED,Roots & Shoots SET 3 GARDEN BOY SCARECROW GARDEN DECORATION STICK ORNAMENT NOVELTY BIRD SCARER,5025572191456,5025572191494,B083KNMJH6,4.032,10.17,-1.455,-37.21227621,,,0,TIER_4_REJECTED,10,EAN_MISMATCH | UNPROFITABLE,"EAN mismatch: supplier=5025572191456 vs amazon=5025572191494 | Moderate title match (sim=0.48, shared=5) | Brand match: roots",False,https://www.efghousewares.co.uk/large-scarecrow-garden-decoration-32-inches-120219,https://www.amazon.co.uk/dp/B083KNMJH6,,Large Scarecrow Garden Decoration 32 Inches 120219,631,TIER_4_REJECTED,10,"EAN mismatch: supplier=5025572191456 vs amazon=5025572191494 | Moderate title match (sim=0.48, shared=5) | Brand match: roots",EAN_MISMATCH | UNPROFITABLE,False,0.481,5
MASTERPLUG 4 GANG 2M SURGE,"Masterplug Four Socket Extension Lead, 2 Metre Cable, Surge Protection, Power and Surge LED Indicators, Unswitched, 4-Way Plug Extension Cable, Power Strip, White, 13A, 4G, 2m, SRG4210N",5015056575483,,B07XMZSL25,7.6608,8.08,-3.620666667,-52.21613306,,,0,TIER_4_REJECTED,10,AMAZON_EAN_MISSING | UNPROFITABLE,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.23, shared=2) | Brand match: masterplug",False,https://www.efghousewares.co.uk/masterplug-4-gang-2m-surge,https://www.amazon.co.uk/dp/B07XMZSL25,,Other,632,TIER_4_REJECTED,10,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.23, shared=2) | Brand match: masterplug",AMAZON_EAN_MISSING | UNPROFITABLE,False,0.231,2
DISHMATIC REFILLS 3PC BLACK,"Dishmatic Extra Heavy-Duty Refills, Perfect For Tough Stains, 3 Pack",5013931012825,,B08Q8L7356,1.2,4.4,-0.843333333,-54.40860215,,,0,TIER_4_REJECTED,10,AMAZON_EAN_MISSING | UNPROFITABLE,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.50, shared=2) | Brand match: dishmatic",False,https://www.efghousewares.co.uk/dishmatic-refills-3pc-black,https://www.amazon.co.uk/dp/B08Q8L7356,,Dishmatic Refills 3Pc Black,633,TIER_4_REJECTED,10,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.50, shared=2) | Brand match: dishmatic",AMAZON_EAN_MISSING | UNPROFITABLE,False,0.5,2
PRODEC PREMIER ANGLED CUTTING BRUSH 1 INCH,"ProDec 1 inch Premier Trade Professional Synthetic Long Handle Cutting In Paint Brush for Sharp Edge Lines Painting with Emulsion, Gloss, Satin Paints on Walls, Ceilings, Wood and Metal, 1"" 25mm",5019200237784,,B097TS5DVH,1.548,4.49,-1.069583333,-58.12952899,600,600,600,TIER_4_REJECTED,10,AMAZON_EAN_MISSING | UNPROFITABLE,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.31, shared=5) | Brand match: prodec",False,https://www.efghousewares.co.uk/prodec-premier-angled-cutting-brush-1-inch,https://www.amazon.co.uk/dp/B097TS5DVH,,Prodec Premier Angled Cutting Brush 1 Inch,634,TIER_4_REJECTED,10,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.31, shared=5) | Brand match: prodec",AMAZON_EAN_MISSING | UNPROFITABLE,False,0.313,5
TALA COCKTAIL STICKS 200,"Tala Bamboo Cocktail Sticks, Ponted End Cocktails Sticks Perfect for Buffets, Canapes and Appetisers, Pack Off 200 Stick Each Measuring 8cm, Can Also be Used a dential/toothpicks",5012904061204,,B00LZRJTEA,0.672,4.05,-0.65125,-58.67117117,,,0,TIER_4_REJECTED,10,AMAZON_EAN_MISSING | UNPROFITABLE,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.24, shared=4) | Brand match: tala",False,https://www.efghousewares.co.uk/tala-cocktail-sticks-200,https://www.amazon.co.uk/dp/B00LZRJTEA,,Tala Cocktail Sticks 200,635,TIER_4_REJECTED,10,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.24, shared=4) | Brand match: tala",AMAZON_EAN_MISSING | UNPROFITABLE,False,0.244,4
STATUS SINGLE USB PLUG,"Status USB A Charging Power Adaptor, 2400 mAh, White, Pack of 1 (S1USBPLUG1PK4)",5022822185180,,B01M0UQP6G,4.032,5.47,-2.445416667,-62.54262575,,,0,TIER_4_REJECTED,10,AMAZON_EAN_MISSING | UNPROFITABLE,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.31, shared=2) | Brand match: status",False,https://www.efghousewares.co.uk/status-single-usb-plug-1pk-clam-shell,https://www.amazon.co.uk/dp/B01M0UQP6G,,Status Single Usb Plug 1Pk Clam Shell,636,TIER_4_REJECTED,10,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.31, shared=2) | Brand match: status",AMAZON_EAN_MISSING | UNPROFITABLE,False,0.312,2
SEALAPAK AIR FRYER LINER ROLL 5MX25CM,Sealapack Disposable Air Fryer Liner Roll (25cm x 5m) | Non-Stick 5m Roll - Cut to Size,5053249260679,,B0CRXTZRBM,1.14,3.91,-1.140416667,-76.02777778,,,0,TIER_4_REJECTED,10,AMAZON_EAN_MISSING | BRAND_MISMATCH | UNPROFITABLE,"Supplier EAN present, Amazon EAN missing | Moderate title match (sim=0.57, shared=4)",False,https://www.efghousewares.co.uk/sealapak-air-fryer-liner-roll-5mx25cm-103957,https://www.amazon.co.uk/dp/B0CRXTZRBM,,Sealapak Air Fryer Liner Roll 5Mx25Cm 103957,637,TIER_4_REJECTED,10,"Supplier EAN present, Amazon EAN missing | Moderate title match (sim=0.57, shared=4)",AMAZON_EAN_MISSING | BRAND_MISMATCH | UNPROFITABLE,False,0.571,4
UNIBOND SEALANT FINISHING TOOL,"Unibond Sealant Finishing Tool, Effective Smoother for a Smooth & Professional Finish, Multi-Purpose Silicone Sealant Tool for Wall & Floor Applications",5010383061104,,B001DZTYG2,2.892,2.47,-2.681666667,-90.59684685,4000,,4000,TIER_4_REJECTED,10,AMAZON_EAN_MISSING | UNPROFITABLE,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.34, shared=4) | Brand match: unibond",False,https://www.efghousewares.co.uk/unibond-sealant-finishing-tool,https://www.amazon.co.uk/dp/B001DZTYG2,Available (see Keepa data),Unibond Sealant Finishing Tool,638,TIER_4_REJECTED,10,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.34, shared=4) | Brand match: unibond",AMAZON_EAN_MISSING | UNPROFITABLE,False,0.339,4
GREEN HABITATS WEED BURNER,Green Habitats Weed Wand,5050796000314,5060379010449,B07PM5WX39,6.708,10.19,-5.598333333,-91.17806732,,,0,TIER_4_REJECTED,10,EAN_MISMATCH | UNPROFITABLE,"EAN mismatch: supplier=5050796000314 vs amazon=5060379010449 | Moderate title match (sim=0.84, shared=3) | Brand match: green",False,https://www.efghousewares.co.uk/green-habitats-weed-burner-109952,https://www.amazon.co.uk/dp/B07PM5WX39,,Green Habitats Weed Burner 109952,639,TIER_4_REJECTED,10,"EAN mismatch: supplier=5050796000314 vs amazon=5060379010449 | Moderate title match (sim=0.84, shared=3) | Brand match: green",EAN_MISMATCH | UNPROFITABLE,False,0.84,3
ART BOX GLUE PENS 4 50ML,THE ART BOXArtbox 50ml Water Based 4 Glue Pens,5013922060156,,B00D79T3TK,0.852,3.48,-1.205,-95.63492063,,,0,TIER_4_REJECTED,10,AMAZON_EAN_MISSING | BRAND_MISMATCH | UNPROFITABLE,"Supplier EAN present, Amazon EAN missing | Moderate title match (sim=0.49, shared=4)",False,https://www.efghousewares.co.uk/art-box-glue-pens-4-50ml,https://www.amazon.co.uk/dp/B00D79T3TK,,Art Box Glue Pens 4 50Ml,640,TIER_4_REJECTED,10,"Supplier EAN present, Amazon EAN missing | Moderate title match (sim=0.49, shared=4)",AMAZON_EAN_MISSING | BRAND_MISMATCH | UNPROFITABLE,False,0.486,4
PAW PATROL COLOURING SET,Alligator Paw Patrol Colouring Set,9781788242318,,1788242319,1.272,3.49,-1.547916667,-96.14389234,,,0,TIER_4_REJECTED,10,AMAZON_EAN_MISSING | BRAND_MISMATCH | UNPROFITABLE,"Supplier EAN present, Amazon EAN missing | Moderate title match (sim=0.83, shared=3)",False,https://www.efghousewares.co.uk/paw-patrol-colouring-set-121026,https://www.amazon.co.uk/dp/1788242319,,Paw Patrol Colouring Set 121026,641,TIER_4_REJECTED,10,"Supplier EAN present, Amazon EAN missing | Moderate title match (sim=0.83, shared=3)",AMAZON_EAN_MISSING | BRAND_MISMATCH | UNPROFITABLE,False,0.828,3
DR BECKMANN MAGIC LEAVES NON BIO 25PCS,Dr. Beckmann MAGIC LEAVES Laundry Detergent Sheets NON-BIO | Convenient and pre-dosed laundry detergent sheets | Dissolvable climate neutral and easy to use | 25 sheets,5010287420007,,B0B1HXXLLL,4.02,3.49,-3.837916667,-98.40811966,,,0,TIER_4_REJECTED,10,AMAZON_EAN_MISSING | BRAND_MISMATCH | UNPROFITABLE,"Supplier EAN present, Amazon EAN missing | Moderate title match (sim=0.35, shared=5)",False,https://www.efghousewares.co.uk/dr-beckmann-magic-leves-25-sheets-non-bio,https://www.amazon.co.uk/dp/B0B1HXXLLL,,Dr Beckmann Magic Leves 25 Sheets Non Bio,642,TIER_4_REJECTED,10,"Supplier EAN present, Amazon EAN missing | Moderate title match (sim=0.35, shared=5)",AMAZON_EAN_MISSING | BRAND_MISMATCH | UNPROFITABLE,False,0.35,5
EUROWRAP TISSUE PAPER 6SHTS BLACK,Pack of 6 Sheets of Tissue Paper - Black,5033601868361,,B00BPANXV2,0.468,3.29,-1.019583333,-108.4663121,,,0,TIER_4_REJECTED,10,AMAZON_EAN_MISSING | BRAND_MISMATCH | UNPROFITABLE,"Supplier EAN present, Amazon EAN missing | Moderate title match (sim=0.61, shared=3)",False,https://www.efghousewares.co.uk/eurowrap-tissue-paper-6shts-black,https://www.amazon.co.uk/dp/B00BPANXV2,,Eurowrap Tissue Paper 6Shts Black,643,TIER_4_REJECTED,10,"Supplier EAN present, Amazon EAN missing | Moderate title match (sim=0.61, shared=3)",AMAZON_EAN_MISSING | BRAND_MISMATCH | UNPROFITABLE,False,0.611,3
TALA GLASS MIDI MEASURE 100ML,"Tala Glass Midi Measuring Cup, 100ml, Measures in ml, Tbsp, TSP & Fl oz, Small Glass Measuring Jug for Liquids & Dry Goods, Easy-to-Read, Dishwasher Safe",5012904040872,,B0FCMV3412,1.5264,2.8,-2.248666667,-123.4174899,800,800,800,TIER_4_REJECTED,10,AMAZON_EAN_MISSING | UNPROFITABLE,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.33, shared=4) | Brand match: tala",False,https://www.efghousewares.co.uk/tala-glass-midi-measure-100ml-121291,https://www.amazon.co.uk/dp/B0FCMV3412,,Other,644,TIER_4_REJECTED,10,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.33, shared=4) | Brand match: tala",AMAZON_EAN_MISSING | UNPROFITABLE,False,0.327,4
O'KEEFFE'S LIP REPAIR SPF STICK 4.2G,"O'Keeffe's Lip Repair and Protect SPF 15, 4.2g – For Extremely Dry, Cracked Lips | Water Resistant, 24 HR Moisturisation & Protects Against UVA & UVB Rays",5704947005061,,B07JD43X81,3.36,2,-4.343333333,-129.6517413,,,0,TIER_4_REJECTED,10,AMAZON_EAN_MISSING | UNPROFITABLE,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.32, shared=4) | Brand match: o'keeffe's",False,https://www.efghousewares.co.uk/okeeffes-lip-repair-spf-stick-4-2g,https://www.amazon.co.uk/dp/B07JD43X81,,Okeeffes Lip Repair Spf Stick 4 2G,645,TIER_4_REJECTED,10,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.32, shared=4) | Brand match: o'keeffe's",AMAZON_EAN_MISSING | UNPROFITABLE,False,0.316,4
FLOPRO VERGO SPRAY GUN SET,FloPro+ Vergo Spray Gun & Connector Set,5060396793318,5060396793301,B07VL4SKNF,14.112,24.99,2.545,20.67424858,,,0,TIER_4_REJECTED,5,EAN_MISMATCH | BRAND_MISMATCH,"EAN mismatch: supplier=5060396793318 vs amazon=5060396793301 | Strong title match (sim=0.83, shared=4)",False,https://www.efghousewares.co.uk/flopro-vergo-spray-gun-set,https://www.amazon.co.uk/dp/B07VL4SKNF,,Flopro Vergo Spray Gun Set,646,TIER_4_REJECTED,5,"EAN mismatch: supplier=5060396793318 vs amazon=5060396793301 | Strong title match (sim=0.83, shared=4)",EAN_MISMATCH | BRAND_MISMATCH,False,0.825,4
151 WASHING BAG 2PK,VivaMK Virucidal Cleaner,5.05325E+12,5.05325E+12,B08BY3Q1NB,1.14,8,3.066666667,204.4444444,,,0,TIER_4_REJECTED,0,EAN_CHECKSUM_FAIL | TITLE_MISMATCH | BRAND_MISMATCH,"EAN digits match but checksum invalid | Very weak title match (sim=0.14, shared=0)",False,https://www.efghousewares.co.uk/151-washing-bag-2pk-19-4,https://www.amazon.co.uk/dp/B08BY3Q1NB,,151 Washing Bag 2Pk 19 4,617,TIER_4_REJECTED,0,"EAN digits match but checksum invalid | Very weak title match (sim=0.14, shared=0)",EAN_CHECKSUM_FAIL | TITLE_MISMATCH | BRAND_MISMATCH,False,0.14,0
SECURIT MACHINE SCREWS.NUTS+WASHERS M4X25MM,"Kitemarked Thumb Turn Euro Cylinder Lock, KEYED Alike 40/55mm Nickel, Anti-snap, Anti-Bump, Anti-Pick, Anti-Pull, Anti-Drill, ‘Secured by Design’ Police Preferred",5.01992E+12,5.01992E+12,B007VMWKOE,0.936,9.79,2.468333333,185.5889724,,,0,TIER_4_REJECTED,0,EAN_CHECKSUM_FAIL | TITLE_MISMATCH | BRAND_MISMATCH,"EAN digits match but checksum invalid | Very weak title match (sim=0.15, shared=0)",False,https://www.efghousewares.co.uk/securit-machine-screws-nuts-washers-m4x25mm,https://www.amazon.co.uk/dp/B007VMWKOE,,Securit Machine Screws Nuts Washers M4X25Mm,618,TIER_4_REJECTED,0,"EAN digits match but checksum invalid | Very weak title match (sim=0.15, shared=0)",EAN_CHECKSUM_FAIL | TITLE_MISMATCH | BRAND_MISMATCH,False,0.149,0
MILESTONES SILVERPLATED TRINKET BOX WITH CRYSTAL 18,N/A,5.01722E+12,5.01722E+12,B088KPDZGT,6.72,15.94,3.183333333,51.76151762,,,0,TIER_4_REJECTED,0,EAN_CHECKSUM_FAIL | TITLE_MISMATCH | BRAND_MISMATCH,"EAN digits match but checksum invalid | Very weak title match (sim=0.08, shared=0)",False,https://www.efghousewares.co.uk/milestones-silverplated-trinket-box-with-crystal-18-114740,https://www.amazon.co.uk/dp/B088KPDZGT,,Milestones Silverplated Trinket Box With Crystal 18 114740,619,TIER_4_REJECTED,0,"EAN digits match but checksum invalid | Very weak title match (sim=0.08, shared=0)",EAN_CHECKSUM_FAIL | TITLE_MISMATCH | BRAND_MISMATCH,False,0.075,0
SECURIT PROJECTION DOOR STOP 75MM,JDS HARDWARE,5.01992E+12,5.01992E+12,B01N5XYOTK,3.096,8.17,0.908333333,29.02023429,,,0,TIER_4_REJECTED,0,EAN_CHECKSUM_FAIL | TITLE_MISMATCH | BRAND_MISMATCH,"EAN digits match but checksum invalid | Very weak title match (sim=0.09, shared=0)",False,https://www.efghousewares.co.uk/securit-projection-door-stop-75mm-75899,https://www.amazon.co.uk/dp/B01N5XYOTK,,Securit Projection Door Stop 75Mm 75899,622,TIER_4_REJECTED,0,"EAN digits match but checksum invalid | Very weak title match (sim=0.09, shared=0)",EAN_CHECKSUM_FAIL | TITLE_MISMATCH | BRAND_MISMATCH,False,0.089,0
MASTERPLUG UK-EUROPE TRAVEL ADAPTOR,2 SKT EU Travel EXT Lead + 2 X USB (A+C),5015056361154,5015056666860,B0D2HTYJSB,1.5264,17.99,7.819666667,429.1803879,,,0,TIER_4_REJECTED,0,EAN_MISMATCH | BRAND_MISMATCH,"EAN mismatch: supplier=5015056361154 vs amazon=5015056666860 | Weak title match (sim=0.46, shared=1)",False,https://www.efghousewares.co.uk/masterplug-uk-europe-travel-adaptor,https://www.amazon.co.uk/dp/B0D2HTYJSB,,Other,647,TIER_4_REJECTED,0,"EAN mismatch: supplier=5015056361154 vs amazon=5015056666860 | Weak title match (sim=0.46, shared=1)",EAN_MISMATCH | BRAND_MISMATCH,False,0.457,1
PRO UNA 22CM FRYING PAN & LID,"Titanium Hammered Pan Pro with Lid, Titanium Frying Pan Scratch-Resistant, Rapid Heat Conduction, Compatible with All Hobs (22 CM)",5055490602390,,B0GH1WV2LF,6.924,45.99,23.84625,377.3140823,,,0,TIER_4_REJECTED,0,AMAZON_EAN_MISSING | BRAND_MISMATCH,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.28, shared=4)",False,https://www.efghousewares.co.uk/pro-una-22cm-frypan-lid-107497,https://www.amazon.co.uk/dp/B0GH1WV2LF,,Pro Una 22Cm Frypan Lid 107497,648,TIER_4_REJECTED,0,"Supplier EAN present, Amazon EAN missing | Weak title match (sim=0.28, shared=4)",AMAZON_EAN_MISSING | BRAND_MISMATCH,False,0.276,4
