ASIN,EAN,SupplierTitle,AmazonTitle,TitleMatch,Verdict,Reasons,Sales,NetProfit,ROI
B0D73JQN53,5012866082088.0,Tumbling Friend Unicorn,"ZIMPLI - 6 x Large Unicorn Surprise Bath Bombs, 6 Surprise U",0.16049382716049382,[??] NEEDS VERIFICATION,Similarity only,700.0,3.918333333333334,137.96948356807513
B0CLSHKHM1,5056283821394.0,Red Deer Toys Archery Set 3pc,"JOYIN 6 PCS 4oz/118ml Big Bubble Wands Age 3+ for Kids, 14.6",0.18099547511312217,[??] NEEDS VERIFICATION,Type match: toy,900.0,1.561666666666666,108.44907407407402
B0F3XCDKZY,5029316510152.0,Lavender PomPom Spray (72cm),"Cleangor Crevice Cleaning Brushes UK, Serrated Bristle Grout",0.168141592920354,[??] NEEDS VERIFICATION,Similarity only,900.0,0.531666666666667,26.451077943615275
B08CDFT155,5056721815947.0,Red Single Magnolia on Stem (45cm),"FINGOOO Artificial Red Berry Stems, 14 Pcs 7.8 Inch Glitter ",0.14893617021276595,[XX] LIKELY FALSE,Similarity only,700.0,2.1262500000000006,83.71062992125987
B08CDFT155,5056814436066.0,Red Single Magnolia on Stem (45cm),"FINGOOO Artificial Red Berry Stems, 14 Pcs 7.8 Inch Glitter ",0.14893617021276595,[XX] LIKELY FALSE,Similarity only,700.0,0.2050000000000007,5.163727959697752
B0C6PPJC6V,,Blue 100% Organic Cotton Unbranded Velcro Bib,Yoofoss Muslin Baby Bibs 10 Pack Dribble Bandana Bibs 100% C,0.23958333333333334,[??] NEEDS VERIFICATION,Type match: bib,700.0,3.578333333333336,159.7470238095239
B08X7F72B6,5060002043875.0,Booja-Booja Honeycomb Caramel Chocolate Truffles (92g),"Booja - Booja, Honeycomb Caramel Vegan Chocolate Truffles 92",0.9043478260869565,[OK] TRUE MATCH,Type match: chocolate,200.0,1.4495833333333337,80.53240740740742
B086T58NJK,5060002043868.0,Booja-Booja Almond Salted Caramel Chocolate Truffles (2 Pack,"Booja - Booja, Almond Salted Caramel Vegan Chocolate Truffle",0.8571428571428571,[OK] TRUE MATCH,Type match: chocolate,200.0,1.7983333333333344,99.90740740740746
B0BVGG136Y,5055579167345.0,Natural Trug With Folding Handle,Selections Natural Willow Garden Trug Storage Harvesting Bas,0.5517241379310345,[OK] TRUE MATCH,Type match: basket,200.0,4.750000000000002,126.6666666666667
B0BVGG136Y,5055579167369.0,Natural Trug With Folding Handle,Selections Natural Willow Garden Trug Storage Harvesting Bas,0.5517241379310345,[OK] TRUE MATCH,Type match: basket,200.0,4.280000000000002,101.42180094786735
B07KVT1LG2,,Double layer cotton jersey blank bandana bib - navy,Baby's 0-6 Months 7 Pics of Soft Double Layers Cotton Absorb,0.5263157894736842,[OK] TRUE MATCH,Type match: bib,200.0,2.1750000000000016,106.61764705882362
B07KVT1LG2,,Double layer cotton jersey blank bandana bib  - Hot pink,Baby's 0-6 Months 7 Pics of Soft Double Layers Cotton Absorb,0.5217391304347826,[OK] TRUE MATCH,Type match: bib,200.0,2.1750000000000016,106.61764705882362
B07KVT1LG2,5056117213630.0,Double layer cotton jersey blank bandana bib - baby pink,Baby's 0-6 Months 7 Pics of Soft Double Layers Cotton Absorb,0.5072463768115942,[OK] TRUE MATCH,Type match: bib; Type match: baby,200.0,2.1750000000000016,106.61764705882362
B0F4KK61TJ,5056283878640.0,Badminton Set (Assorted),"EasyGo Badminton Set, with Net, 4 Racket, 4 Birdies, Portabl",0.33070866141732286,[??] POSSIBLE MATCH,Similarity only,200.0,18.905,605.9294871794872
B0B7SDQJD8,5034566614994.0,Bill- Smeds and the Smoos Soft Toy,"Aurora, 61499, Baby Smoo-Smed, The Smed and the Smoos, Eco-f",0.5084745762711864,[OK] TRUE MATCH,Type match: toy,200.0,0.2512500000000013,3.841743119266075
B0F8BTVNY8,5056117230002.0,White 100% Organic Cotton Unbranded Short Sleeve Bodysuit (0,Baby Bodysuits Cotton 6 Pack Short Sleeve White Vests Tops B,0.4233576642335766,[??] POSSIBLE MATCH,Similarity only,200.0,5.531666666666667,197.55952380952385
B07KVT1LG2,5060251958586.0,Pink Polka Dot Pattern Cotton Unbranded Velcro Bib,Baby's 0-6 Months 7 Pics of Soft Double Layers Cotton Absorb,0.4393939393939394,[OK] TRUE MATCH,Type match: bib,200.0,2.5650000000000013,155.45454545454552
B07KVT1LG2,5056117226760.0,Pink Stripe Pattern Cotton Unbranded Velcro Bib,Baby's 0-6 Months 7 Pics of Soft Double Layers Cotton Absorb,0.43410852713178294,[OK] TRUE MATCH,Type match: bib,200.0,2.5650000000000013,155.45454545454552
B07H7L1PLD,5055579165037.0,Age 6 Unisex Birthday Latex Balloons (6 Pks Of 8 Balloons),Divoom Timebox Evo Pixel Art Bluetooth Speaker with App Cont,0.152,[??] NEEDS VERIFICATION,"Type MISMATCH: supplier=balloon, amazon=different",400.0,30.51833333333333,672.2099853157122
B0FFH7RY3R,5056283878718.0,Light Up Glitter Pumpkin (Assorted),"5-in-1 Robot Building Kit with LED Light, APP & Remote Contr",0.19004524886877827,[??] NEEDS VERIFICATION,Similarity only,400.0,25.63125,1063.5373443983403
B07KVT1LG2,5056117252073.0,Supersoft Plain cotton jersey Pink Pop On Bibs  by Soft Touc,Baby's 0-6 Months 7 Pics of Soft Double Layers Cotton Absorb,0.40559440559440557,[OK] TRUE MATCH,Type match: bib,200.0,2.4650000000000016,140.85714285714295
B019E5ZRE0,5055442155080.0,Girls Plain Grey Tights 1 Pack (5-6 Years),I.L.C.K Girls Back To School Plain Cotton Rich Tights,0.42105263157894735,[??] POSSIBLE MATCH,Similarity only,200.0,0.7366666666666672,39.81981981981985
B07NCZKFSJ,5012866625094.0,Wooden Shape Sorter  by AtoZ Toys,Jaques of London Wooden Shape Sorter for 1 Year Old | Montes,0.375,[??] POSSIBLE MATCH,Type match: toy,300.0,4.345,280.3225806451612
B0DRVQ6ZQD,5055442193280.0,Ladies 5 Pack Trainer Socks with Mesh Insert and Arch Suppor,"Bamboo Trainer Socks Womens 6 Pairs, Breathable Cushioned La",0.3504273504273504,[??] POSSIBLE MATCH,Type match: sock,400.0,5.795,273.34905660377353
B00OKNL4VM,,Transparent Box - 190x50x50mm,5.5 Litre Storage Box W400xD255xH80mm Clear RB90121,0.4,[??] POSSIBLE MATCH,Similarity only,400.0,0.5466666666666666,75.92592592592591
B0F9YLW28K,5050750063348.0,3 Piece I Love My Daddy Gift Set (0-9 Months),Unisex Baby Sleepsuits 2 Pack – I Love Mummy & Daddy Cotton ,0.38636363636363635,[??] POSSIBLE MATCH,Similarity only,300.0,1.711666666666667,37.61904761904762
B01MSZQ37V,5023797405617.0,Grey \'Adorable\' Knee Length Socks w/Satin Bow,LEGO Classic Creative Build-and-Play Box - Colourful Bricks ,0.15767634854771784,[??] NEEDS VERIFICATION,"Type MISMATCH: supplier=sock, amazon=different",200.0,24.441666666666663,1709.207459207459
B01H2276F0,5015302105495.0,250ml Feeding Bottle (Assorted Designs),"Sterifeed Baby Bottle, Sterile, Reusable 250ml, Pack of 5",0.375,[??] POSSIBLE MATCH,Similarity only,400.0,2.6416666666666675,178.49099099099104
B09MZDW551,5056519290697.0,Apollo Antique Gold Tapered Planter Pot (19cm),Belaco Oil Filled Radiators 11 Fins Portable Electric Heater,0.16593886462882096,[??] NEEDS VERIFICATION,Similarity only,200.0,23.520000000000007,389.4039735099339
B01F59T4HU,5055323146626.0,Boys 2 Piece Set 6-24m By Just Too Cute,OneOdio Pro50 Hi-Res Over Ear Headphones Wired Closed-Back D,0.15178571428571427,[??] NEEDS VERIFICATION,Similarity only,300.0,24.805000000000003,345.955369595537
6042669850,5055141667068.0,Floral Tray Green,3 x Florists Plastic Green Single Brick Trays.,0.38095238095238093,[??] POSSIBLE MATCH,Similarity only,200.0,1.6795833333333337,106.97983014861998
B0CMV6GDW1,5015302108526.0,Soother With Steriliser Box (4 Assorted Designs),MAM Original Soothers | 0-6 Months | 2 Pack | Comes in Dummy,0.3791469194312796,[??] POSSIBLE MATCH,Similarity only,200.0,1.733333333333334,85.80858085808585
B08DFZWG2V,11179416806.0,Clear Cellophane Roll Gift Wrap - 80cm x 100m,Trintion Cellophane Wrap 100m x 80cm Clear Cellophane Roll D,0.34615384615384615,[??] POSSIBLE MATCH,Similarity only,300.0,3.9645833333333327,281.176122931442
B0D25Z974W,5023797300356.0,Lovely mixed design fleece blankets by Soft Touch 75x100cm,"Exclusivo Mezcla Fleece Throw Blanket for Couch, Super Soft ",0.3431372549019608,[??] POSSIBLE MATCH,Type match: blanket,400.0,3.778333333333333,139.93827160493825
B0DKJ8R9PQ,5023797201349.0,Supersoft Plain Navy Bandana Bibs  by Soft Touch,Yoofoss Baby Bibs 10 Pack Dribble Bandana Bibs 100% Cotton f,0.33519553072625696,[??] POSSIBLE MATCH,Type match: bib,200.0,4.518333333333335,337.1890547263683
B0DKJ8R9PQ,5056117252127.0,Supersoft Plain Navy Bandana Bibs  by Soft Touch,Yoofoss Baby Bibs 10 Pack Dribble Bandana Bibs 100% Cotton f,0.33519553072625696,[??] POSSIBLE MATCH,Type match: bib,200.0,4.368333333333335,293.17673378076074
B0CCCX1X3N,5035320048079.0,Baby large sleeved Nylon bibs by Nursery Time,"3 Pack Long Sleeve Baby Bibs, Waterproof Sleeved Bib, Toddle",0.3511450381679389,[??] POSSIBLE MATCH,Type match: bib; Type match: baby,300.0,1.3850000000000002,81.9526627218935
B0C851W3SR,5050565322593.0,Christmas Colouring Book & Paint Set,"Anila's Christmas Activity Pack with Colouring Books, Sticke",0.3402061855670103,[??] POSSIBLE MATCH,Similarity only,300.0,2.238333333333334,165.8024691358025
B0D25VCG9J,5056188219746.0,Sky Blue Jacquard Blanket (75cm x 90cm),"Exclusivo Mezcla Fleece Throw Blanket for Couch, Super Soft ",0.3157894736842105,[??] POSSIBLE MATCH,Type match: blanket,300.0,4.335,125.65217391304348
B0CRYH4FC5,5055442193266.0,Ladies 3 Pack Black Invisible Workout Footie Socks,JaosWish Women No Show Socks Ultra Low Cut Liner Socks Non S,0.3270440251572327,[??] POSSIBLE MATCH,Type match: sock,200.0,3.1416666666666675,165.3508771929825
B0CFFJD1Q8,5023797203770.0,Lovely mixed design fleece blankets by Soft Touch 75x100cm,"Dreamscene Throw Blanket, Hearts Fluffy Throw Blankets for B",0.3482142857142857,[??] POSSIBLE MATCH,Type match: blanket,200.0,0.8916666666666673,34.96732026143793
B07CL5KHVJ,5034123100090.0,Exclusive to Angel Fine China Yummy Mummy  Mug - Gift Boxed,New Parents Mugs Mummy Daddy Newborn 12oz Bone China Luxury ,0.3258426966292135,[??] POSSIBLE MATCH,Similarity only,400.0,2.716666666666668,166.6666666666667
B098JZ8NLN,5055442193358.0,Ladies 5 Pack Trainer Socks with Mesh Insert and Arch Suppor,Trainer Socks Womens 6 Pairs Cushioned Sports Socks for Wome,0.3125,[??] POSSIBLE MATCH,Type match: sock,400.0,4.031666666666668,179.18518518518525
B0CNQ8Y6DN,5023797201455.0,Ditsy Bandana Bibs By Soft Touch,Muslin Baby Bibs 6 Pack Dribble Bandana Bibs Cotton Drool Bi,0.33783783783783783,[??] POSSIBLE MATCH,Type match: bib,200.0,1.4066666666666676,86.83127572016465
B0FPQ965XL,5056721862156.0,White Round Basket with Handle 25cm Dia,"WESEARY Wireless Gaming Headset for PS5/PS4/PC/Switch/Mac, D",0.24299065420560748,[??] NEEDS VERIFICATION,"Type MISMATCH: supplier=basket, amazon=different",200.0,10.181666666666665,166.9125683060109
B0DQWRVWJN,5056283828386.0,Hoot Pop-Up Sun Tent,"Lealinga Snorkel Set Adults 2Pack, Snorkel Mask Anti-Fog Pan",0.15463917525773196,[??] NEEDS VERIFICATION,Similarity only,300.0,18.88791666666667,912.4597423510468
B085X93ZJN,28503050674.0,Assorted Alphabet and Number Flash Cards,"LITTLE BUD KIDS Spin-and-Read Phonics Toy, Rotating Wooden R",0.22448979591836735,[??] NEEDS VERIFICATION,Similarity only,200.0,11.428333333333333,357.13541666666663
B0FPGF1M99,5056721852409.0,Essential Lavender Wisteria,"WESEARY Wireless 2.4GHz Gaming Headset for PS5, PS4, Mac, Sw",0.1792452830188679,[??] NEEDS VERIFICATION,Similarity only,200.0,15.771666666666665,1058.5011185682326
B0DMSPVH1R,5055185811298.0,Elf Hat with Elf Ears,"Elf Hat with Ears,Novelty Christmas Accessory,Funny Christma",0.32075471698113206,[??] POSSIBLE MATCH,Similarity only,200.0,1.568333333333334,56.21266427718044
B08FBH8TGD,5056283884931.0,Girls Stationery Set (18 Piece) (Assorted Designs),abeec 44-Piece Glitter Pencil Case – Girls' Stationery Set w,0.3106796116504854,[??] POSSIBLE MATCH,Similarity only,200.0,2.575000000000001,72.53521126760567
B08FBH8TGD,5056283884948.0,Assorted Girls Stationery Set (18 Piece),abeec 44-Piece Glitter Pencil Case – Girls' Stationery Set w,0.30612244897959184,[??] POSSIBLE MATCH,Similarity only,200.0,2.575000000000001,72.53521126760567
B08Q86LD2G,5055579167376.0,Pink Trug With Folding Handle,"Lightzz Horse Gifts for Kids Girls,3D Lamp Animal LED Illusi",0.26666666666666666,[??] NEEDS VERIFICATION,"Type MISMATCH: supplier=basket, amazon=different",300.0,6.034999999999999,143.00947867298578
B0FPGF1M99,5056519267781.0,Essential White Weeping Cherry Blossom,"WESEARY Wireless 2.4GHz Gaming Headset for PS5, PS4, Mac, Sw",0.17937219730941703,[??] NEEDS VERIFICATION,Similarity only,200.0,14.511666666666668,527.6969696969697
B0B666CZRT,5056721839172.0,Essential Sunflower Bouquet,"Stunning Sunflower Bouquet - Fresh Flowers for Birthdays, An",0.2198952879581152,[??] NEEDS VERIFICATION,Type match: flower,300.0,9.546666666666663,892.2118380062303
B075P5JWFC,5023797402159.0,Jacquard Knee-length Socks with coloured Hearts  by Soft Tou,SockStack Women's Knee High 4 Pack Fair Isle Design Thermal ,0.2916666666666667,[??] NEEDS VERIFICATION,Type match: sock,400.0,1.5016666666666665,85.32196969696967
B0FPGF1M99,5056721838977.0,Essential Cream Peony Bouquet,"WESEARY Wireless 2.4GHz Gaming Headset for PS5, PS4, Mac, Sw",0.1588785046728972,[??] NEEDS VERIFICATION,"Type MISMATCH: supplier=flower, amazon=different",200.0,14.751666666666663,587.7158034528552
B0FNX8LJGL,5010792754635.0,Velvet Rose Hand Care Set,The Body Shop British Rose Essentials Gift Set (Shower Gel 2,0.18357487922705315,[??] NEEDS VERIFICATION,Type match: flower,200.0,11.898333333333335,349.95098039215685
B0C2Y9V3CF,5012866659068.0,Wooden Jigsaw Puzzle,"Wooden Puzzles for Adults and Kids, Mandala Hummingbird Jigs",0.24242424242424243,[??] NEEDS VERIFICATION,Similarity only,200.0,5.958333333333335,224.8427672955975
B0F9YLW28K,5060251950634.0,Personalisable White Unbranded Sleepsuit with Chest Poppers ,Unisex Baby Sleepsuits 2 Pack – I Love Mummy & Daddy Cotton ,0.28426395939086296,[??] NEEDS VERIFICATION,Similarity only,300.0,1.7516666666666667,38.839615668883965
B01LF51VDS,5050565875242.0,Softlings Christmas Foodies (Assorted),Baker Ross AC252 Christmas Bean Pals Cuddly Toys for Childre,0.29411764705882354,[??] NEEDS VERIFICATION,Similarity only,300.0,0.3583333333333331,11.37566137566137
B0C6F9R6HD,5949043761422.0,Paint Your Own Festive Figurines,KreativeKraft Kids Paint Your Own Christmas Decorations Set ,0.2872340425531915,[??] NEEDS VERIFICATION,Similarity only,200.0,0.9737499999999996,12.59702457956015
B075GJK6H9,5056170351515.0,Hoot Plastic Sand Castle Bucket With Handle Assorted Colours,Deconovo Rectangle Tablecloth Faux Linen Water Resistant Tab,0.2545454545454545,[??] NEEDS VERIFICATION,Similarity only,200.0,4.209999999999999,350.8333333333332
B07KVT1LG2,45023797202245.0,Pink Ribbed Velcro Bibs,Baby's 0-6 Months 7 Pics of Soft Double Layers Cotton Absorb,0.26666666666666666,[??] NEEDS VERIFICATION,Type match: bib,200.0,2.7550000000000017,188.6986301369864
B07KVT1LG2,75023797202246.0,Pink Ribbed Velcro Bibs,Baby's 0-6 Months 7 Pics of Soft Double Layers Cotton Absorb,0.26666666666666666,[??] NEEDS VERIFICATION,Type match: bib,200.0,2.7550000000000017,188.6986301369864
B07KVT1LG2,,Pink Ribbed Velcro Bibs,Baby's 0-6 Months 7 Pics of Soft Double Layers Cotton Absorb,0.26666666666666666,[??] NEEDS VERIFICATION,Type match: bib,200.0,2.7550000000000017,188.6986301369864
B08VRXVW21,5015302106133.0,Hugs & Kisses Babys Last Feed Card,BONNYCO Night Light Kids with Remote and Touch Control 16 Co,0.23423423423423423,[??] NEEDS VERIFICATION,Type match: baby,300.0,5.891666666666668,420.8333333333335
B07MW9YNPL,5055398321416.0,Grey Hat Box (Set of 3),SERIOUS PROTEIN – Protein Powder – 4kg – Low Carb – Supports,0.12834224598930483,[XX] LIKELY FALSE,Similarity only,400.0,16.445000000000004,296.84115523465715
B0F1BXK7HM,5050565587879.0,Cloth Rope Tug Toys (Assorted Designs),"Speedy Panther 2 Pack Dog Rope Toys for Large Medium Dogs, D",0.27979274611398963,[??] NEEDS VERIFICATION,Type match: toy,300.0,1.191666666666667,65.83793738489875
B0B7VQMP7R,5055579157759.0,Female 18th Birthday Banner (pack Of 12),Rose Gold 18th Birthday Decoration for Girls - Happy 18th Bi,0.27411167512690354,[??] NEEDS VERIFICATION,Similarity only,200.0,0.741666666666666,14.020163831127904
B0C2Y9V3CF,5012866658269.0,Wooden Jigsaw Puzzle,"Wooden Puzzles for Adults and Kids, Mandala Hummingbird Jigs",0.24242424242424243,[??] NEEDS VERIFICATION,Similarity only,200.0,3.908333333333334,83.15602836879434
B0CCHKKCX6,5056721862101.0,White Wash Oval Woven Tray Basket with Handles (Medium),Shayson Kids Piano Keyboard with Microphone 37 Key Portable ,0.23893805309734514,[??] NEEDS VERIFICATION,"Type MISMATCH: supplier=basket, amazon=different",200.0,3.658333333333333,133.03030303030303
B07W7T65D6,5056721855424.0,16cm Round Grey Woodchip Basket,"Round Kindling/Storage Basket, Hessian Lined, Excellent Qual",0.25196850393700787,[??] NEEDS VERIFICATION,Type match: basket,200.0,2.1083333333333343,59.55743879472696
B0DLPCRC14,5015302204914.0,Pet Blanket throw (Assorted Designs),"OHS Blanket for Dogs, Super Soft Comfy Fleece Throw Blanket ",0.27053140096618356,[??] NEEDS VERIFICATION,Type match: blanket,200.0,0.0712499999999998,2.884615384615377
B0FNX8LJGL,5010792754680.0,Velvet Rose Body Care Set,The Body Shop British Rose Essentials Gift Set (Shower Gel 2,0.18357487922705315,[??] NEEDS VERIFICATION,Type match: flower,200.0,8.518333333333334,125.63913470993116
B0CJQQPBH8,5056283878541.0,Garden Tool Set,"Garden Tools Set, 9 Pieces Gardening Hand Tool Gift Kit, Sta",0.18633540372670807,[??] NEEDS VERIFICATION,Similarity only,400.0,7.84833333333333,293.9450686641697
B07KVT1LG2,,Pink Baby Blanks unbranded velcro bib  - 100% cotton,Baby's 0-6 Months 7 Pics of Soft Double Layers Cotton Absorb,0.23880597014925373,[??] NEEDS VERIFICATION,Type match: bib; Type match: baby,200.0,1.9750000000000016,88.16964285714293
B0FLNMHCWR,5056283884863.0,Girls Printed Lunch Box (Assorted),Lunch Bags for Women Insulated Cooler Lunch Bag Adults Kids ,0.24324324324324326,[??] NEEDS VERIFICATION,Similarity only,300.0,1.5083333333333335,71.14779874213836
B07W7T65D6,5051211223806.0,16cm Round Grey Woodchip Basket,"Round Kindling/Storage Basket, Hessian Lined, Excellent Qual",0.25196850393700787,[??] NEEDS VERIFICATION,Type match: basket,200.0,0.1783333333333343,3.260207190737374
B09CDFZ5H2,5038451059464.0,Suki Gifts Soft Pink Baby Bear (15cm),"King C. Gillette Style Master, Beard Trimmer, Stubble Trimme",0.2087912087912088,[??] NEEDS VERIFICATION,"Type MISMATCH: supplier=baby, amazon=different",200.0,4.341666666666667,100.0384024577573
B0DQ1SZNNV,5015302105716.0,20cm Whoopee Cushion 4 Asstd,Pack of 4 Whoopee Cushions with Straw | Fun Prank Toy for Ki,0.24870466321243523,[??] NEEDS VERIFICATION,Similarity only,300.0,0.1483333333333341,9.694989106753862
B08Q3G52PM,5015302107840.0,Sand Bottle (Assorted Designs),ADEPTNA DIY 10 PC Sand Art Glitter and Glow Kit for Kids Tod,0.21904761904761905,[??] NEEDS VERIFICATION,Similarity only,300.0,2.9683333333333337,161.32246376811597
