source,local_idx,label_binary,split,kind,SupplierTitle,AmazonTitle
efg,202,1,train,ambig_pos_packdiff,KINGFISHER PAPER PLATES 7INCH 30PCS,"Kingfisher Paper Disposable Plates, White, 7-Inch, Pack of 35"
pw,6599,0,train,clean_neg,"Hoot Inflatable Sprinkler Beach Ball 43""","LEGO Star Wars: The Clone Wars Darth Maul Mech Building Toy for Boys, Girls, Fans and Fantasy Lovers Aged 6 Years Old Plus, Gift Idea for Kids, Includes a Large Double-Bladed Red Lightsaber 75411"
pw,226,1,train,clean_pos,Kids Create Make Your Own Wooden Bead Jewellery Set,Kids Create Make Own Style Bracelets & Necklaces Jewellery Sets Wooden Beads 5+
pw,594,1,train,clean_pos,Elbow Grease Berry Blast Toilet Tablets 30g 5 Pack,Elbow Grease Toilet Cleaner Tabs - No Scrubbing Needed | Removes Up To 100% Limescale (Berry Blast - Pack of 5 Tablets)
efg,17,1,train,clean_pos,STATUS DIMMABLE LED CANDLE BC W/W 5.5W 40W,"Status Dimmable LED Candle Bulb Bayonet Cap, 5.5W"
pw,84,1,train,clean_pos,Smart Choice Meat-Free Yummy Puffed Twists Dog Treats 3 Pack 120g Assorted Flavours,Smart Choice Meat Free Mega Stick Dog Treat 120g 3pk
pw,1173,1,train,clean_pos,Bin Brite Berry Blast Bin Odour Neutraliser 500g,Bin Brite Citronella & Lemongrass
pw,6983,0,train,clean_neg,First Steps My First Gripping Ball 10cm 2 Assorted,"12 Pcs Christmas Gingerbread Decorations, Assorted Christmas Gingerbread Ornaments, Mini Ginger Man Clay Figurine with Strings, Hanging Christmas Tree Ornaments small, for Xmas Tree, Party, Home"
efg,2259,0,train,clean_neg,MARKSMAN WALL PLUGS 6MM,"fischer DuoPower 6 x 30, Powerful Universal Plug with Intelligent 2-Component Technology for fastenings in Concrete, Bricks, Gypsum plasterboard, chipboard, etc., 100 Plugs Without Screws"
efg,748,1,train,clean_pos,KINGFISHER FOIL SET4 PLATTERS,"Kingfisher Foil Platter, Silver, 11-Inch, Pack of 4"
pw,1886,1,train,clean_pos,Artbox Alphabet & Numbers Stencil Set 2 Pack,"Art Box Box Alphabet Stencil Set, 1071"
efg,1799,0,train,clean_neg,INTERDENTAL BRUSHES 6 PACK ASSORTED,15pcs Chuck Compatible with Dremel Rotary Tool Accessories 0.8mm to 3.2mm Replacement 4486 Quick Change Chuck Replacement 4485 Brass Collet Metal Nut
efg,1665,0,train,clean_neg,PPS PLASTIC 2 TABLECLOTHS WHITE,"Remote Control Car - 1:18 High Speed Off-Road RC Car, 2.4 GHz 4WD Fast All Terrain RC Drift Vehicle Buggy Monster Truck 4X4 Toy, Gift for Boys"
efg,373,1,train,clean_pos,PAINT FACTORY METTALIC  EFFECT BLACK 200ML,"Paint Factory Black Metallic Paint, 200 ml"
pw,4928,0,train,clean_neg,Prima Non-Stick Milk Pan With Glass Lid 20cm 2.7l,"Remington F6 Aqua Men's Electric Shaver (Cordless, Wet & Dry, 100% Waterproof, Foil Shaver, Pop-up Detail Trimmer, USB Charging, 60-Minute Usage, 90-Minute Charge with 5-Min Quick Charge) F6000"
pw,88,1,train,clean_pos,Hugs & Kisses Baby Wooden Memories Keepsake Box,Hugs & Kisses - Wooden Memories Keepsake Box
pw,203,1,train,clean_pos,Auto Extreme Professional Chrome Effect Spray Paint 400ml,"Auto Extreme Auto Spray Chrome, 400 ml"
pw,4957,0,train,clean_neg,Smart Choice Assorted Christmas Festive Tennis Balls 3 Pack,"90606-4JG0C Tailgate Boot Handle, Replacement for Navara Np300 2015-2019, Replaces 90606-4JG0C"
pw,503,1,train,clean_pos,Just Stationery A4 Assorted Colour A-Z Index Dividers 20 Pack,"Just Stationery 4059/72 A-Z A4 Paper Index Divider, Pack of 20"
pw,2348,0,train,listing_swap,Creepsterz Oily Snakes Squish Toys CDU Assorted,HTI 5050837394815
efg,602,1,train,ambig_pos_packdiff,151 PVC TAPE BLACK 15M PACK OF 2,PVC Tape - Black 3pk
pw,5480,0,train,clean_neg,Bello Picnic Cool Bag 30cm X 18cm X 35cm Assorted Colours,"JoyJoyful Kids Party Bag Fillers for Kids, 12 Packs Animal Blocks Building Sets Gifts for 5 6 7 8 9 10 Boys Girls, Birthday Christmasm Favors Goodie Bags Stuffers, School Rewards Prize Supplies"
pw,132,1,train,clean_pos,Smart Choice Biodegradable Tie Handle Poop Bags 90 Pack,Smart Choice Biodegradable Tie Handle Poop Bags 90 Pack (1)
efg,1870,0,train,clean_neg,BLACKSPUR CHIPBOARD SCREWS 125G 35MM,"2 Pack Bread Maker Paddle for Panasonic SD2500 SD2501 SD2510 SD2511 SD256 SD257 SD255 SD-ZB2502, Flat and Rye Kneading Blade Set Teflon Coated Bread Machine Replacement Part Dough Mixer Accessory"
pw,4149,0,train,clean_neg,Cooper & Pals Squeaky Delicious Ice Lolly Dog Toy Assorted,12V Power Adapter Compatible with BT-Openreach ONT EchoLife-HG612-Fibre-optic-Modem Power Supply 1.5 M 5.5mm x 2.1mm for desk Lamp Atomizer Security Camera Monitor Wireless Routers WIFI IP Audio
efg,573,1,train,clean_pos,151 GORILLA FILLER PLASTER BOARD DRYWALL MESH TAPE 50MX50MM,"Gorilla Filler Plasterboard & Drywall Mesh Tape | Fills Cracks - Easy to Apply (Self Adhesive) | 50mm x 50m (White, 50m)"
pw,187,1,train,clean_pos,"Prima BBQ Skewer With Spring Handle 22"" 6pc","PRIMA BBQ Skewer with Spring Handle 22"" 6Pc"
pw,1034,1,train,clean_pos,Kids Create Make Your Own Festive Figurines 4 Pack,"Kids Create Z-ANXXFEST Craft Kit, multicolor"
pw,113,1,train,clean_pos,Christmas Plastic Candy Cane Decorations 15cm 6 Pack,Christmas Plastic Candy Cane Decorations 14cm - Pack of 6
pw,3861,0,train,clean_neg,Hoot Assorted Colour Modelling Dough Set 4 Pack,"Jiosdo Dough Tools Age 3+ and Cutters, 53 Pcs Dough Tools Sets for Kids Toddlers, Plastic Accessories Clay Extruders Rollers Molds with Storage Box, Creation Educational Toy Gift Set"
efg,2293,0,train,clean_neg,CHARM AIRFRESHENER LILY WHITE FLOW 240ML PK12,"LEGO Classic Creative Build-and-Play Box - Colourful Bricks Set - Build a House, Dog, Fire Engine Toy, Piano Keyboard, Clouds & Rainbow - Arts and Crafts Kit for 5+ Year Old Boys & Girls - 11044"
pw,16,1,train,clean_pos,Tobar Growing Hatching Llamacorn 10cm,Tobar GROWING HATCHING LLAMACORN
pw,308,1,train,clean_pos,Duzzit Micro-Soft Microfibre Multipurpose Cloths 4 Pack,Duzzit Micro-Soft Microfibre Multipurpose Cloths Removes Dirt & Grime Super Absorbent Pack Of 4
pw,4641,0,train,clean_neg,Marksman PU-Coated Builders Gloves Medium,"Straame Pack of 12 or 24 Black Safety Work Gloves, Outdoors PU and Nylon Non-Slip Work Handling Gloves, Good Dexterity Firm Grip Protective Working Gloves Size (Pack of 12 Pair's, M)"
pw,270,1,train,clean_pos,Cotton Tree 100% Cotton Square Facial Pads 40 Pads,"Cotton Tree Cotton Wool Square Facial Pads - Soft & Absorbent (White, Pack of 40)"
pw,3440,0,train,clean_neg,Prima Stainless Steel Mesh Food Strainer 16cm,"Lenor Outdoorable Fabric Conditioner 480 Washes (8x60), Spring Awakening - Ultra Concentrated Freshness"
pw,3708,0,train,clean_neg,Hoot Soft Tennis Set 3pc Assorted Colours,"HJPLPXH Magic Medieval Castle Architecture Building Block Sets, Creative Ideals Gifts for Boys Girls Adults (1555PCS)"
pw,546,1,train,clean_pos,Just Stationery Erasers 5 Pack,JUST STATIONERY 5 White ERASERS
pw,106,1,train,clean_pos,Peppa Pig Peppa's Electronic Flip Mobile Phone,Peppa Pig Flip Phone
pw,841,1,train,clean_pos,151 Super Grease Lubricant Spray Can 150ml,2 x Super Grease Spray Aerosol Lubricate Oil Wood Metal Water Resistant 150ml
pw,7172,0,train,clean_neg,"Prima Stainless Steel Knife Sharpener 8""","Sirdar Hayfield Bonus Aran Crochet Yarn, 100% Acrylic Soft Knitting Wool for Cardigans, Jumpers, Sweaters & Tops - 100g Ball - Lagoon Blue (607) - Single (1 Ball)"
pw,708,1,train,clean_pos,Just Stationery Size G Peel & Seal Bubble Envelopes 240mm X 335mm 3 Pack,"Just-Stationery Size G 240 x 335 mm Bubble Envelope (Pack of 3), 4223"
pw,3563,0,train,clean_neg,DID Black Hair Comb 4 Pack,"Cliselda Acrylic Display Case with Black Base, Assemble Acrylic Display Box, Acrylic Box Curiosity Cube Plastic Dustproof Showcase for Display Collectible Action Figures Toys (30x20x20cm)"
efg,2079,0,train,clean_neg,INTERDENTAL BRUSHES 5PK,"Amigo 1700 ""Halli Galli"" Cardgame"
pw,3490,0,train,clean_neg,Farley Mill Ladies' Cosy Slippers Assorted,STRUCWOOD DIY Book Nook Kit - 3D Wooden Puzzles Book Nook for Adults - DIY Dollhouse Kit Bookshelf Decor with Dust Cover - Magic Book Nook for Teens Gift SQ-05The Lord The Ring
pw,3663,0,train,clean_neg,"DID 1"" & 4"" Paint Brush Set 2pc","Cliselda Acrylic Display Case with Black Base, Assemble Acrylic Display Box, Acrylic Box Curiosity Cube Plastic Dustproof Showcase for Display Collectible Action Figures Toys (30x20x20cm)"
pw,5735,0,train,clean_neg,Hugs & Kisses Quote & Glitter Box Frame Assorted,"HBJSP Pocket Hugs Heart, Thinking of You Gifts, Keepsake Gifts for Women Friends, Go to University School Positive Good Luck Birthday Wedding Christmas Mothers Day Valentines (Multicolor)"
pw,1,1,train,clean_pos,Pan Aroma Fluffy Towels Dome Reed Diffuser 50ml,Pan Aroma Reed Diffuser- Fluffy Towels 50ml
pw,1311,1,train,clean_pos,Artbox Learn To Write Alphabet Set,ART BOX Kids Learn to Write Alphabet Handwriting Practice Letters Book Pad Pre School
pw,27,1,train,clean_pos,Munch & Crunch Chicken-Coated Knotted Dog Bone,Munch & Crunch Dog Treats Chicken Coated Knotted Bone x 1 Pack
efg,3072,0,train,clean_neg,SIL HAIR CLAW CLIPS PK3,"Meat Temperature Guide Conversion Chart, BBQ Meat Seafood Cookbook Guide for Kitchen Outdoor Picnic, Fruit & Vegetable Storage Magnetic Chart"
pw,165,1,train,clean_pos,Auto Extreme Professional Grey Primer Spray Paint 400ml,"Auto Extreme Auto Extreme Grey Primer, 400 ml"
pw,117,1,train,clean_pos,First Steps Baby Milestone Blanket 80cm X 80cm,First Step Baby Milestone Blanket
pw,1712,1,train,ambig_pos_packdiff,Artbox Assorted Colour Stackable Crayons Set 18 Pack,"ART BOX Stackable Crayons, Various, 18 Count (Pack of 1)"
pw,195,1,train,clean_pos,Just Stationery A4 Dry-Wipe Board With Pen Assorted Colours,Just Stationery A4 Magnetic Dry Wipe Board - Assorted Colours
efg,1704,0,train,clean_neg,URBAN LIVING SOUP PLATE JOSEPH,"TOSY Magnet Pyramid Glow - 1 Cube Transforms into 1 Billion Shapes (Bunny, Egg Basket, Flowers, Heart), Easter Birthday Gift, 12 pcs, 243 Magnets, Glowing, Holographic Design, Puzzle/STEM Toy"
pw,3958,0,train,clean_neg,Magical Kingdom Aqua Hoops Water Game CDU Assorted,Nicolababe Weapon Pack 225 PCS Accessories Military Weapon Set Incl Helmet Body Armor Cloak and Motorcycles Designed for Minifigures Compatible with Minifigures of Major Brands (SWAT Weapon)
efg,908,1,train,clean_pos,AMTECH DELUXE SIPHON PUMP,Am-Tech-Deluxe-Heberpumpe
pw,2625,0,train,listing_swap,Dentaglo Dental Care Kit 4pc,Toothbrush Set
efg,1681,0,train,clean_neg,BLOOME COLLECTION GEL AIR FRESHENER ADJUSTABLE ASSORTED,"LEGO Harry Potter Chomping Monster Book Of Monsters – Interactive Toy with Pull-Back Motor & Chomping Mouth – incl. Neville Longbottom Minifigure - Gift for 9+ Year Old Boys, Girls & Fans - 76449"
pw,81,1,train,clean_pos,Skin Treats Vitamin C Hydrogel Collagen Face Mask CDU,Skin Treats VITAMIN C HYDROGEL COLLAGEN FACE MASK Gel Sheet Mask
efg,2875,0,train,clean_neg,BLACKSPUR BUNGEE CORD 8 ARM,"Brushless RC Cars, 75KM/H High Speed Remote Control Car, 4WD 1:14 Scale All Terrain Off Road Monster Truck, 2.4 Ghz Racing Car Waterproof 2 Battery 50 Min Car Toy for Kids And Adults"
pw,3063,0,train,clean_neg,Tidyz Dog Poop Bags 100 Pack,DAYUAN Crankshaft Rear Seal Flange Remover Installer Compatible with VAG 16V 20V 1.9 2.0 Diesel Engine 1.4 1.6 Petrol Replace T10134 T10017
pw,292,1,train,clean_pos,Sealapack Simply Seal Extra Strong Food Bags 18cm X 20cm 8 Pack,"Sealapack Simply Seal, Extra Strong, Heavy Duty Food Storage Bags, Pack Of 8 Bags"
pw,1186,1,train,clean_pos,Artbox Glue Sticks 8g 6 Pack,ARTBOX 6019 Glue Stick
pw,3967,0,train,clean_neg,Foldaway Blue & Green Ruck Sack 22l,"SKYSPER Small Hiking Daypack, 20L Lightweight Travel Backpacks Day Hike Pack with Waist Strap for Women Men"
pw,6135,0,train,clean_neg,Inox 30 Stainless Steel Spiral Scourer 10 Pack,"6-Pack Reusable Washing Up Sponge, Non-Scratch, Dual-Sided Kitchen and Bathroom cleaning products, 10x8cm Eco-Friendly, Long-Lasting Dish and Multi-surface Pads Cleaners"
pw,5509,0,train,clean_neg,Shooter Catapult Gun And Archery Set With Target Board,"d'Alba Italian White Trufe Waterfull Tone-up suncreen SPF 50+ PA++++,Vegan hybrid UV filters tinted suncreen, glow and brightening suncreen, Safe use for dry and sensitive skin, Korean skincare"
pw,6899,0,train,clean_neg,Sweet Dreams Plastic Pet Bed Xl 89cm X 60cm X 34cm Assorted Colours,"Car Radio Removal Tool Key DIN Release Keys Compatible with FIAT 500, Brava 1.5 Siena Idea Palio MK3 Panda Punto Qubo Sedici Stilo Strada Tipo Ulysse UNO Head Unit CD Player Pins Universal Pin (4pcs)"
pw,83,1,train,clean_pos,Pan Aroma Fresh Lemon Dishwasher Freshener 2 Pack,Pan Aroma Dishwasher Freshener Lemon 2 Pk
efg,217,1,train,clean_pos,PAN AROMA JAR CANDLE WITH LID JUICY BERRIES SMALL,Pan Aroma Wild Berries Scented Candle - Small Jan
pw,360,1,train,clean_pos,Munch & Crunch Bleached Rawhide Large Knotted Bone,Munch & Crunch Dog Treats Large Knotted Bone 100% Rawhide (Bleached) 1 Pack
pw,3799,0,train,clean_neg,Royle Home Stainless Steel Knives 3 Pack,"d'Alba Italian White Trufe Waterfull Tone-up suncreen SPF 50+ PA++++,Vegan hybrid UV filters tinted suncreen, glow and brightening suncreen, Safe use for dry and sensitive skin, Korean skincare"
pw,262,1,train,clean_pos,Cotton Tree 100% Cotton Large Oval Pads 40 Pack,Cotton Tree Large Oval Pads | 100% Pure Cotton (40 Pack)
pw,3675,0,train,clean_neg,Alya Spring Blossom Air Freshener Automatic Spray 250ml,"Rainfall Shower Head Fixed Showerhead 8.8-Inch Round Bathroom Rainhead Overhead Waterfall Shower Head with Adjustable Swivel Ball Joint | G1/2"" Universal Fitting | ABS Chrome"
pw,1909,1,train,clean_pos,Artbox Assorted Fine Fibre Tip Colouring Pens 50 Pack,"Art Box Fibre Pens, Multi-Colour, 12.4 x 0.8 x 0.8 cm"
pw,452,1,train,clean_pos,Work Of Art Assorted Colour Oil Paints 6ml 8 Pack,"Work of Art Artists Oil Paint, 6740"
efg,1786,0,train,clean_neg,RYSONS NASEL/EAR TRIMMER,Big Potato Tilt ’n’ Shout – Fast-Paced Family Board Game for Adults & Kids | Shout Out Trivia Party Game with Categories & Bonus Content | New Board Games 2025
pw,4000,0,train,clean_neg,First Steps Assorted Turtle & Shark Wind-Up Bath Toy,"Upgraded Bath Toys, Rechargeable Baby Bath Toys, Spray Water Light Up 6-12 12-18 Months, Sprinkler Water Pool Whale Bathtub Toys for Toddlers 1-3 2-4 Boys Girls Infant Kids - Grey"
pw,287,1,validation,clean_pos,Vaseline Original Lip Therapy 20g,Vaseline Original Lip Therapy 20g
efg,511,1,validation,clean_pos,ELYSIUM SPA EPSOM SALT CITRUS FRESH NEROLI & SWEET ORANGE 450G,Elysium Spa Citrus Fresh Epsom Salts | 100% Natural Neroli & Sweet Orange Scented Magnesium Sulphate Crystals For Soothing Relaxing Calming Bath (450g)
pw,3354,0,validation,clean_neg,Uniclean Salon Professional Cleaner Wipes 60 Pack,"750 Premium Disinfectant Bulk Wipes – Sani Care Antibacterial Wipes for Retail and Travel Industries – Ideal Sanitising & Hygiene for Trolleys, Touch Screens and All Surface Sterilising"
pw,2970,0,validation,clean_neg,Elpine 3-Way Fused Adaptor,"Triton Cara Electric Shower 8.5kW (Perluso, Madrid, Seville, Enrich)"
efg,1655,0,validation,clean_neg,BLACKSPUR CHIPBOARD SCREWS 125G 50MM,"2000mAh 21.6V Replacement Battery HF122BAT Compatible with Hoover 35601729 H Free HF122EN011, HF122PTA011, HF122RH011 HF122GPT011, HF122RPT001, HF122GH001 Vacuum Cleaner"
efg,158,1,validation,clean_pos,PAN AROMA DIFFUSER DOME 50ML WILD BERRIES,Pan Aroma Reed Diffuser Wild Berries
efg,2272,0,validation,clean_neg,PALOMA NAPKIN 3 PLY ROSE 20 NAPKINS,Washing Machine Door Seal Gasket. Genuine part number 3790201408
efg,3087,0,validation,clean_neg,SIL ADHESIVE HOOKS 8PC ASSORTED,"Kingfisher Interior Brick & Dust Sealer- Matt Finish (1 Litre) | Dust Control and Surface Protection for Internal Brick Work, Porous Stone, Mortar Joints & Concrete"
pw,3146,0,validation,clean_neg,Hoot Inflatable Motor Boat With Pump Toy,LEGO City Yellow Bulldozer Toy - Large Construction Vehicle Building Set - incl. 3 Minifigures plus Loose Bricks & Road Signs - Birthday Gift for 8+ Year Old Boys - 60466
pw,6344,0,validation,clean_neg,Marksman Pruning Set 3pc,"Pet Book Store Building Set Age 13+, Home Décor Model Building with LED Lighting Kit, Creative Activity, Set for Teen and Adults, Compatible with Lego (640 Pieces)"
pw,5598,0,validation,clean_neg,PPE Face Visor,"Fast Sling Puck Game, Portable Table Hockey Board Games for Kids and Adults, Tabletop Slingshot Games Toys, Funny Wooden Sling Puck Winner Board Game, Parent-child Interactive Toy Party Game"
