EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,SupplierURL,AmazonURL,bought_in_past_month,fba_seller_count,fbm_seller_count,total_offer_count,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,ReferralFee,FBAFee,PrepHouseFee,OutputVAT,InputVAT,NetProceeds,HMRC,NetProfit,ROI,Breakeven,ProfitMargin,RowID,EAN_clean,EAN_OnPage_clean,SupplierPack,AmazonPack,SupplierBrand,AmazonBrand,TitleSimilarity,AdjustedProfit,Category,Reason
5010353323669.0,5010353322822.0,B07QQBHTT4,MINKY CLOTH GRILL AND PAN SCOURER 2PK,Minky Anti-Bacterial Cleaing Pad | 3 Pack | Reusable Microfibre Cloth | Minky Pad | Kitchen Cleaner | Dual Sided Sponge | Non Scratch Sponge | Cleaning Products | Cleaning Supplies | Sponges,https://www.efghousewares.co.uk/minky-cloth-grill-and-pan-scourer-2pk,https://www.amazon.co.uk/dp/B07QQBHTT4,700,Available (see Keepa data),Available (see Keepa data),19.0,0.912,0.76,6.75,0.88,2.42,0.55,1.125,0.922,1.565,-0.922,1.015,0.7748091603053431,5.532,18.0444444444444,121,5010353323669,5010353322822,1,3,MINKY,MINKY,8.333333333333332,-0.8090000000000002,FILTERED OUT,Low confidence + unprofitable
5060357990107.0,5060357990107.0,B0DJDH23JW,SUPERIOR FOIL 10 CONTAINERS & LID 9X9IN,"Superior 10-Pack Aluminium Foil Trays with Paper Lids, Heavy Duty Aluminium Takeaway Containers, Freezer & Oven Safe Tin Foil Trays For Baking, Cooking, Broiling, Storage Containers, 9 x 9 inch",https://www.efghousewares.co.uk/superior-foil-10-containers-lid-9x9in,https://www.amazon.co.uk/dp/B0DJDH23JW,700,Available (see Keepa data),,1.0,3.65999999999999,3.05,12.97,1.95,3.13,0.55,2.16166666666666,1.736,2.67833333333333,-1.736,2.12833333333333,0.591203703703704,10.4159999999999,19.6915959907478,126,5060357990107,5060357990107,1,9,SUPERIOR,SUPERIOR,7.6923076923076925,-27.15166666666659,VERIFIED_FO,Exact EAN but pack 1→9 makes unprofitable (£-27.15)
5010353328961.0,5010353322822.0,B07QQBHTT4,MINKY SUPER DIAMOND SCRUBBER,Minky Anti-Bacterial Cleaing Pad | 3 Pack | Reusable Microfibre Cloth | Minky Pad | Kitchen Cleaner | Dual Sided Sponge | Non Scratch Sponge | Cleaning Products | Cleaning Supplies | Sponges,https://www.efghousewares.co.uk/minky-super-diamond-scrubber-114011,https://www.amazon.co.uk/dp/B07QQBHTT4,700,Available (see Keepa data),Available (see Keepa data),19.0,1.116,0.93,6.75,0.88,2.42,0.55,1.125,0.956,1.395,-0.956,0.845,0.5709459459459459,5.736,15.0222222222222,128,5010353328961,5010353322822,1,3,MINKY,MINKY,4.3478260869565215,-1.3870000000000002,FILTERED OUT,Low confidence + unprofitable
5060357990091.0,5060357990107.0,B0DJDH23JW,SUPERIOR FOIL 10 CONTAINERS & LID 2 LTR,"Superior 10-Pack Aluminium Foil Trays with Paper Lids, Heavy Duty Aluminium Takeaway Containers, Freezer & Oven Safe Tin Foil Trays For Baking, Cooking, Broiling, Storage Containers, 9 x 9 inch",https://www.efghousewares.co.uk/superior-foil-10-containers-lid-2-ltr,https://www.amazon.co.uk/dp/B0DJDH23JW,700,Available (see Keepa data),,1.0,4.44,3.7,12.97,1.95,3.13,0.55,2.16166666666666,1.866,2.02833333333333,-1.866,1.47833333333333,0.347843137254902,11.196,13.6777178103315,132,5060357990091,5060357990107,1,9,SUPERIOR,SUPERIOR,7.4074074074074066,-34.04166666666667,FILTERED OUT,Low confidence + unprofitable
5010353322730.0,5010353322822.0,B07QQBHTT4,MINKY ALL PURPOSE CLOTH PK10,Minky Anti-Bacterial Cleaing Pad | 3 Pack | Reusable Microfibre Cloth | Minky Pad | Kitchen Cleaner | Dual Sided Sponge | Non Scratch Sponge | Cleaning Products | Cleaning Supplies | Sponges,https://www.efghousewares.co.uk/minky-all-purpose-cloth-pk10,https://www.amazon.co.uk/dp/B07QQBHTT4,700,Available (see Keepa data),Available (see Keepa data),19.0,1.464,1.22,6.75,0.84,2.42,0.55,1.125,1.006,1.145,-1.006,0.595,0.336158192090395,6.036,10.5777777777777,133,5010353322730,5010353322822,10,3,MINKY,MINKY,8.695652173913043,0.595,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 9%)
5030481940088.0,5030481940088.0,B07YQ5HFFN,PPS ROUND 40 DOYLEYS 21CM,"40 X White Round LACE DOYLEYS - 22cm/8.5"" Quality Disposable Paper mats Great for Entertaining and Parties",https://www.efghousewares.co.uk/pps-round-40-doyleys-21cm,https://www.amazon.co.uk/dp/B07YQ5HFFN,700,Available (see Keepa data),,3.0,0.672,0.56,4.28,0.64,1.52,0.55,0.713333333333333,0.654,0.846666666666666,-0.654,0.296666666666666,0.267267267267267,3.924,8.31775700934579,135,5030481940088,5030481940088,1,40,PPS,40,18.75,-25.911333333333335,VERIFIED_FO,Exact EAN but pack 1→40 makes unprofitable (£-25.91)
5010353327803.0,5010353322822.0,B07QQBHTT4,MINKY EVERYDAY SPONGES BRIGHT & GOLD 2PC,Minky Anti-Bacterial Cleaing Pad | 3 Pack | Reusable Microfibre Cloth | Minky Pad | Kitchen Cleaner | Dual Sided Sponge | Non Scratch Sponge | Cleaning Products | Cleaning Supplies | Sponges,https://www.efghousewares.co.uk/minky-everyday-sponges-bright-gold-2pc-114015,https://www.amazon.co.uk/dp/B07QQBHTT4,700,Available (see Keepa data),Available (see Keepa data),19.0,1.572,1.31,6.75,0.88,2.42,0.55,1.125,1.032,1.015,-1.032,0.465,0.25,6.19199999999999,8.26666666666666,138,5010353327803,5010353322822,2,3,MINKY,MINKY,8.333333333333332,-0.321,FILTERED OUT,Low confidence + unprofitable
5010353328794.0,5010353322822.0,B07QQBHTT4,MINKY BRITES FLAT SCOURING PAD 4PC,Minky Anti-Bacterial Cleaing Pad | 3 Pack | Reusable Microfibre Cloth | Minky Pad | Kitchen Cleaner | Dual Sided Sponge | Non Scratch Sponge | Cleaning Products | Cleaning Supplies | Sponges,https://www.efghousewares.co.uk/minky-brites-flat-scouring-pad-4pc-114016,https://www.amazon.co.uk/dp/B07QQBHTT4,700,Available (see Keepa data),Available (see Keepa data),19.0,1.572,1.31,6.75,0.88,2.42,0.55,1.125,1.032,1.015,-1.032,0.465,0.25,6.19199999999999,8.26666666666666,139,5010353328794,5010353322822,4,3,MINKY,MINKY,8.333333333333332,0.465,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 8%)
5010353329166.0,5010353322822.0,B07QQBHTT4,MINKY ANTI BACTERIAL MICROFIBRE ROLLS 4PC,Minky Anti-Bacterial Cleaing Pad | 3 Pack | Reusable Microfibre Cloth | Minky Pad | Kitchen Cleaner | Dual Sided Sponge | Non Scratch Sponge | Cleaning Products | Cleaning Supplies | Sponges,https://www.efghousewares.co.uk/minky-anti-bacterial-microfibre-rolls-4pc-114009,https://www.amazon.co.uk/dp/B07QQBHTT4,700,Available (see Keepa data),Available (see Keepa data),19.0,1.704,1.42,6.75,0.84,2.42,0.55,1.125,1.046,0.945,-1.046,0.395,0.20050761421319802,6.27599999999999,7.02222222222222,140,5010353329166,5010353322822,4,3,MINKY,MINKY,8.333333333333332,0.395,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 8%)
5056283859458.0,,B0D95YYBYR,Cat Litter Tray,"Cat Litter Tray Box, Litter Box, Plastic Cat Open Top Litter Tray with Free Scoop Kitten Detachable Rim Easy Cleaning,48 x 40 x 20cm (Green)",https://www.efghousewares.co.uk/cat-litter-tray-106604,https://www.amazon.co.uk/dp/B0D95YYBYR,600,,Available (see Keepa data),1.0,1.344,1.12,15.99,1.99875,2.41,0.55,2.66499999999999,1.21575,7.79625,-1.21575,7.24625,4.33907185628742,7.2945,54.3808630393996,155,5056283859458,,1,48,CAT,CAT,16.666666666666664,-55.92175,FILTERED OUT,Low confidence + unprofitable
5038135558504.0,,B08G1Q1L46,BAKER & SALT SWISS ROLL TRAY,Baker & Salt Non-Stick Swiss Roll Tray 32 x 23.5 x 1cm,https://www.efghousewares.co.uk/baker-salt-swiss-roll-tray-80326,https://www.amazon.co.uk/dp/B08G1Q1L46,600,,,,3.22799999999999,2.69,8.99,1.12375,2.41,0.55,1.49833333333333,1.35475,1.26791666666666,-1.35475,0.717916666666666,0.221579218106995,8.12849999999999,9.58286985539488,208,5038135558504,,1,32,BAKER,BAKER,50.0,-99.35008333333302,FILTERED OUT,Low confidence + unprofitable
5060082940637.0,,B0D59HCW1X,HAPPY BIRTHDAY BANNER,"Happy Birthday Banner and Decoration - Blue Balloons, Ribbons and Banners for Party Supplies",https://www.efghousewares.co.uk/happy-birthday-banner,https://www.amazon.co.uk/dp/B0D59HCW1X,600,,,,0.852,0.71,5.39,0.67375,2.41,0.55,0.898333333333333,0.86875,0.697916666666666,-0.86875,0.147916666666666,0.117394179894179,5.21249999999999,3.29313543599256,214,5060082940637,,1,1,HAPPY,HAPPY,30.0,0.147916666666666,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 30%)
5011417780619.0,5059001023674.0,B0DK9S5SZ4,AIRWICK FRESHMATIC REFILL PINK SWEET PEA PK4,"Air Wick Automatic Air Freshener Freshmatic Spray Refills: Crisp Linen & Lilac, Island Mango, Pink Sweet Pea, Purple Lavender Meadow, Satin & Moon Lily, White Vanilla Bean - Mixed fragerence 6 x 250ml",https://www.efghousewares.co.uk/airwick-freshmatic-refill-pink-sweet-pea-pk4-122504,https://www.amazon.co.uk/dp/B0DK9S5SZ4,600,,Available (see Keepa data),1.0,10.068,8.39,17.48,2.185,2.41,0.55,2.91333333333333,2.707,1.58166666666666,-2.707,1.03166666666666,0.115398956002982,16.242,7.08237986270023,215,5011417780619,5059001023674,4,6,AIRWICK,AIR,9.090909090909092,-4.00233333333334,FILTERED OUT,Low confidence + unprofitable
5012904148738.0,5012904148738.0,B00M36YPIM,CHEF AID SHOT GLASSES ASSORTED 20PCE,"Chef Aid Multi-Coloured Plastic Shot Glasses, Pack of 20 Reusable 30ml Party Cups, Bright, Colourful Drinking Glasses for Shots, Cocktails and Celebrations",https://www.efghousewares.co.uk/chef-aid-shot-glasses-assorted-20pce-117162,https://www.amazon.co.uk/dp/B00M36YPIM,600,,Available (see Keepa data),7.0,1.752,1.46,6.9,1.04,2.67,0.55,1.14999999999999,1.144,0.580000000000001,-1.144,0.0300000000000009,0.0149253731343288,6.864,0.521739130434798,219,5012904148738,5012904148738,20,20,CHEF,CHEF,19.047619047619047,0.0300000000000009,VERIFIED,Exact EAN + pack match + profitable
5025301365790.0,,B0B3F548G7,QUEST EXPRESSO COFFEE EXPRESSO MACHINE WITH MILK FROTHER,Quest 36569 Espresso Coffee Machine With Milk Frother / 1.2L Water Tank and Drip Tray/Steam Ready and Temperature Indicator/For Ground Coffee Beans / 15 Bars of Pressure,https://www.efghousewares.co.uk/quest-expresso-coffee-expresso-machine-with-milk-frother-121494,https://www.amazon.co.uk/dp/B0B3F548G7,500,,,,15.588,12.99,69.99,8.74875,2.41,0.55,11.665,4.93975,34.1762499999999,-4.93975,33.6262499999999,2.48347488921713,29.6385,57.6532361765966,253,5025301365790,,1,1,QUEST,QUEST,22.727272727272727,33.6262499999999,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 23%)
5025364005824.0,5025762919174.0,B07MGLHMWY,TIDYZ WHEELY BIN LINERS 5 BAGS 300L,Tidyz 30 Extra Large Wheelie Bin Liners Waste Rubbish Bags 300L,https://www.efghousewares.co.uk/tidyz-wheely-bin-liners-5-bags-106238,https://www.amazon.co.uk/dp/B07MGLHMWY,500,Available (see Keepa data),Available (see Keepa data),9.0,0.744,0.62,9.98,1.24,3.14,0.55,1.66333333333333,1.10999999999999,3.31666666666666,-1.10999999999999,2.76666666666666,2.36467236467236,6.65999999999999,33.2665330661322,257,5025364005824,5025762919174,5,1,TIDYZ,TIDYZ,38.46153846153847,2.76666666666666,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 38%)
5025364000652.0,8800202181437.0,B07F2MFZT5,TIDYZ PEDAL BIN LINERS 40 WHITE TIE HANDLE 15L,Tidyz 6 Packs Of 40 White Plastic Bin Bags - Fits 15L Pedal Bin - Extra Strong Tie Handle - 240 Bags Total,https://www.efghousewares.co.uk/tidyz-40-white-pedal-bin-liners-handle-3-11,https://www.amazon.co.uk/dp/B07F2MFZT5,500,Available (see Keepa data),Available (see Keepa data),17.0,0.804,0.67,9.38,1.22,2.65,0.55,1.56333333333333,1.018,3.27666666666666,-1.018,2.72666666666666,2.23497267759562,6.108,34.8827292110874,259,5025364000652,8800202181437,1,240,TIDYZ,TIDYZ,44.44444444444444,-189.42933333333335,FILTERED OUT,Low confidence + unprofitable
5025364006043.0,8800202181437.0,B07F2MFZT5,TIDYZ COMPOSTABLE 15 BAGS 10LTR,Tidyz 6 Packs Of 40 White Plastic Bin Bags - Fits 15L Pedal Bin - Extra Strong Tie Handle - 240 Bags Total,https://www.efghousewares.co.uk/tidyz-compostable-15-bags-10ltr,https://www.amazon.co.uk/dp/B07F2MFZT5,500,Available (see Keepa data),Available (see Keepa data),17.0,0.804,0.67,9.38,1.22,2.65,0.55,1.56333333333333,1.018,3.27666666666666,-1.018,2.72666666666666,2.23497267759562,6.108,34.8827292110874,260,5025364006043,8800202181437,15,240,TIDYZ,TIDYZ,10.0,-9.333333333333341,FILTERED OUT,Low confidence + unprofitable
5023139862917.0,,B08FBJ59DR,BACOFOIL ZIPPER BAGS ALL PURPOSE 12 PACK 1L (PM Â£2.19),Bacofoil 3 x Zipper Small All Purpose Bags Food Freezing Storage Bags (45 Bags),https://www.efghousewares.co.uk/bacofoil-zipper-bags-all-purpose-12-pack-1l-pm-2-19-106680,https://www.amazon.co.uk/dp/B08FBJ59DR,500,Available (see Keepa data),Available (see Keepa data),18.0,1.032,0.86,9.96,1.26,2.7,0.55,1.66,1.074,3.48,-1.074,2.93,2.0780141843971602,6.444,35.3012048192771,262,5023139862917,,1,3,BACOFOIL,BACOFOIL,27.77777777777778,0.8660000000000001,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 28%)
5023139861019.0,,B08FBJ59DR,BACOFOIL ZIPPER BAGS ALL PURPOSE 15 PACK SMALL 1L,Bacofoil 3 x Zipper Small All Purpose Bags Food Freezing Storage Bags (45 Bags),https://www.efghousewares.co.uk/bacofoil-zipper-bags-all-purpose-15-pack-small-1l-108887,https://www.amazon.co.uk/dp/B08FBJ59DR,500,Available (see Keepa data),Available (see Keepa data),18.0,1.944,1.62,9.96,1.26,2.7,0.55,1.66,1.226,2.72,-1.226,2.17,1.0,7.356,26.144578313253,287,5023139861019,,15,3,BACOFOIL,BACOFOIL,37.5,2.17,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 38%)
5010559680023.0,5010559338696.0,B01089N3RO,DRAPER HEX KEY SET METRIC DIY 8 PC,Draper 10 Piece T-Handle Hexagon Allen Key Set | Metric Long Pattern Hand Tools | Hex Key Wrench Kit | Long Arm Chrome Vanadium Steel Kit | Steel Wall Mounting Stand| 33869,https://www.efghousewares.co.uk/draper-hex-key-set-metric-diy-8-pc,https://www.amazon.co.uk/dp/B01089N3RO,500,,Available (see Keepa data),27.0,2.556,2.13,12.13,1.63,3.14,0.55,2.02166666666666,1.49,3.20833333333333,-1.49,2.65833333333333,0.991915422885572,8.94,26.2984336356141,289,5010559680023,5010559338696,8,10,DRAPER,DRAPER,18.51851851851852,2.0193333333333303,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 19%)
5023139270705.0,9876553908060.0,B08TCDBQTC,BACOFOIL EASY CUT KITCHEN FOIL REFILL 15M,"3 x Easy Cut Refill Kitchen Foil 300mm, 15m",https://www.efghousewares.co.uk/baco-easy-cut-kitchen-foil-refill-15m-sp-,https://www.amazon.co.uk/dp/B08TCDBQTC,500,Available (see Keepa data),Available (see Keepa data),13.0,2.952,2.46,13.13,1.9,3.13,0.55,2.18833333333333,1.60799999999999,3.45166666666666,-1.60799999999999,2.90166666666666,0.964008859357697,9.64799999999999,26.5194211728865,293,5023139270705,9876553908060,1,3,BACOFOIL,3,60.0,-3.0023333333333397,FILTERED OUT,Low confidence + unprofitable
5053521105001.0,,B07DHMR1L6,"CORAL EASY COATER 4"" & FREE BRUSH",Coral 10501 Easy Coater Paint Kit with Headlock and Mini Roller Frame and Hybrid Brush 12 Piece Pack Set,https://www.efghousewares.co.uk/coral-easy-coater-4-free-brush-119041,https://www.amazon.co.uk/dp/B07DHMR1L6,500,,Available (see Keepa data),5.0,2.556,2.13,11.84,1.54,3.58,0.55,1.97333333333333,1.56,2.61666666666666,-1.56,2.06666666666666,0.771144278606966,9.36,20.9459459459459,309,5053521105001,,1,12,CORAL,CORAL,22.22222222222222,-26.04933333333334,FILTERED OUT,Low confidence + unprofitable
5025364001970.0,5025364001970.0,B06X9K7NR7,TIDYZ DOGGY BAGS STRONG 50 PCS 30cm x 36cm,"Tidyz 200 x Extra Large Super Strong Doggy bags (4 x 50),Black",https://www.efghousewares.co.uk/tidyz-50-doggy-bags-xl-extra-strong,https://www.amazon.co.uk/dp/B06X9K7NR7,500,Available (see Keepa data),Available (see Keepa data),16.0,0.672,0.56,6.5,0.92,2.65,0.55,1.08333333333333,0.936,1.28666666666666,-0.936,0.736666666666667,0.6636636636636629,5.616,13.6,317,5025364001970,5025364001970,50,200,TIDYZ,TIDYZ,33.33333333333333,-1.279333333333333,VERIFIED_FO,Exact EAN but pack 50→200 makes unprofitable (£-1.28)
,791348432249.0,B084Z492PW,EXTRASTAR EXTENSION LEAD 6 GANG 1M WHITE,"ExtraStar 6 Way Extension Leads with Surge Protection, Wall Mounted Power Strips with Individual Switches 13A UK Plug (1M, White)",https://www.efghousewares.co.uk/extrastar-extension-lead-6-gang-1m-white-107151,https://www.amazon.co.uk/dp/B084Z492PW,500,Available (see Keepa data),,1.0,3.492,2.91,11.99,1.8,3.65,0.55,1.99833333333333,1.782,1.63166666666666,-1.782,1.08166666666666,0.3126204238921,10.692,10.8256880733944,336,,791348432249,1,1,EXTRASTAR,EXTRASTAR,13.636363636363635,1.08166666666666,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 14%)
5030017021557.0,5065007284087.0,B0CPJNHF1R,COOKER HOOD FILTER CHARCOAL,"Cooker Hood Filter Kit 3Pack - 2 Grease Filters for Cooker Hood and 1 Carbon Filter Extractor Fan, Cut to Size Extractor Fan Filters for Fresh, Odour-Free Cooking â€“ Made in Germany",https://www.efghousewares.co.uk/cooker-hood-filter-charcoal,https://www.amazon.co.uk/dp/B0CPJNHF1R,500,Available (see Keepa data),,1.0,4.776,3.98,11.48,1.72,3.0,0.55,1.91333333333333,1.84999999999999,0.866666666666668,-1.84999999999999,0.316666666666668,0.06990434142752061,11.1,3.31010452961674,356,5030017021557,5065007284087,1,3,COOKER,COOKER,13.043478260869565,-9.235333333333331,FILTERED OUT,Low confidence + unprofitable
5029347300029.0,,B001326TJA,EVERBUILD ONE STRIKE FILLER 250ML,Everbuild â€“ One Strike â€“ Multi-Purpose Quick-Drying Filler â€“ One-Time Application â€“ White â€“ 1 Litre Tub,https://www.efghousewares.co.uk/everbuild-one-strike-filler-250ml,https://www.amazon.co.uk/dp/B001326TJA,500,Available (see Keepa data),Available (see Keepa data),25.0,2.76,2.3,8.75,1.14,3.15,0.55,1.45833333333333,1.428,0.701666666666667,-1.428,0.151666666666667,0.0532163742690061,8.568,2.08000000000001,358,5029347300029,,1,1,EVERBUILD,EVERBUILD,28.57142857142857,0.151666666666667,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 29%)
