SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,SupplierURL,AmazonURL,fba_seller_count,Category
Purity Plus Charcoal Infused Konjac Facial Sponge,Purity Plus Charcoal Infused Konjac Sponge,5020535014704,5020535014704,B07V27WPFS,0.912,6.0,0.7899999999999996,60.305343511450346,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.92, shared=6),Brand match: purity",true,https://www.poundwholesale.co.uk/purity-plus-charcoal-infused-konjac-facial-sponge,https://www.amazon.co.uk/dp/B07V27WPFS,Available (see Keepa data),Wholesale Skin Care
Manual Soap Dispenser Black 1000ml,Manual Soap/Gel Dispenser 1000ml Capacity Black,687368003845,687368003845,B0C99MW93F,1.956,9.99,1.155000000000001,52.98165137614684,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.70, shared=5),Brand match: manual",true,https://www.poundwholesale.co.uk/manual-soap-dispenser-black-1000ml,https://www.amazon.co.uk/dp/B0C99MW93F,,Wholesale Bathroom Accessories
Medisure Nit Comb Large,"Medisure Nit Comb with Handle, Large",5055172201521,5055172201521,B071F573H6,0.792,4.45,0.6383333333333334,52.75482093663912,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.79, shared=4),Brand match: medisure",true,https://www.poundwholesale.co.uk/medisure-nit-comb-large,https://www.amazon.co.uk/dp/B071F573H6,,Wholesale Hair Care
Prima Pillow Protectors 47 X 73cm 2pc,Prima White Pillow Protectors - 2 Piece - 47cm x 73cm,5038673413761,5038673413761,B09DLCBHZ6,0.852,5.99,0.5729166666666667,45.46957671957673,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.75, shared=4),Brand match: prima",true,https://www.poundwholesale.co.uk/prima-pillow-protectors-47-x-73cm-2pc,https://www.amazon.co.uk/dp/B09DLCBHZ6,,Wholesale Home Accessories
Status Wall Socket Safety Covers 5 Pack CDU,STATUS Wall Socket Safety Covers Pack of 5,5022822150515,5022822150515,B005626P9C,1.02,4.99,0.6283333333333341,44.880952380952436,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.89, shared=5),Brand match: status",true,https://www.poundwholesale.co.uk/status-wall-socket-safety-covers-5-pack-cdu,https://www.amazon.co.uk/dp/B005626P9C,,Wholesale Baby Accessories
Head Funk Recover & Repair Shampoo 600ml,Head Funk Recover & Repair Shampoo 60ml,5053249268309,5053249268309,B0D5D7MZ1B,1.6320000000000001,7.69,0.8383333333333338,43.89179755671904,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.99, shared=5),Brand match: head",true,https://www.poundwholesale.co.uk/head-funk-recover-repair-shampoo-600ml,https://www.amazon.co.uk/dp/B0D5D7MZ1B,Available (see Keepa data),Wholesale Hair Care
Pan Aroma Wild Berries Dome Reed Diffuser 50ml,Pan Aroma Reed Diffuser Wild Berries,5053249217451,5053249217451,B07C9X3XNQ,1.104,5.99,0.6216666666666668,42.29024943310658,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.61, shared=6),Brand match: pan",true,https://www.poundwholesale.co.uk/pan-aroma-wild-berries-dome-reed-diffuser-50ml,https://www.amazon.co.uk/dp/B07C9X3XNQ,,Wholesale Home Fragrance Candles Accessories
Tidyz 10 Fresh Linen Extra Strong Swing Bin Liners 50L,Tidyz Tie-Handles Linen Fragranced White Swing Bin Liners 10 Pack (50 Litres),5025364003660,5025364003660,B0B4X4V8D8,0.756,5.99,0.4916666666666669,41.66666666666668,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.62, shared=5),Brand match: tidyz",true,https://www.poundwholesale.co.uk/tidyz-10-fresh-linen-extra-strong-swing-bin-liners-50l,https://www.amazon.co.uk/dp/B0B4X4V8D8,,Bin Liners Refuse Sacks
Cooper & Pals Squawking Chicken Dog Toy,Cooper & Pals Squawking Chicken Toy For Dogs,5055566927495,5055566927495,B08ZL14VNR,0.828,6.11,0.5116666666666669,41.26344086021508,50.0,50.0,50,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.84, shared=5),Brand match: cooper",true,https://www.poundwholesale.co.uk/cooper-pals-squawking-chicken-dog-toy,https://www.amazon.co.uk/dp/B08ZL14VNR,,Wholesale Pet Toys Treats
Munch & Crunch Chicken-Coated Knotted Dog Bone,Munch & Crunch Dog Treats Chicken Coated Knotted Bone x 1 Pack,5053249257556,5053249257556,B0CYLXJX5B,0.924,6.02,0.534166666666666,40.46717171717167,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.76, shared=7),Brand match: munch",true,https://www.poundwholesale.co.uk/munch-crunch-chicken-coated-knotted-dog-bone,https://www.amazon.co.uk/dp/B0CYLXJX5B,,Wholesale Pet Toys Treats
Pan Aroma Jarred Scented Candle With Lid Wild Berries,Pan Aroma Wild Berries Scented Candle - Small Jan,5053249218533,5053249218533,B07MWB3WLR,0.936,5.99,0.5316666666666667,39.9749373433584,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.63, shared=6),Brand match: pan",true,https://www.poundwholesale.co.uk/pan-aroma-jarred-scented-candle-with-lid-wild-berries,https://www.amazon.co.uk/dp/B07MWB3WLR,Available (see Keepa data),Wholesale Home Fragrance Candles Accessories
Christmas Magical Elf Door Set,Christmas Time - Magical Elf Door,5015302164867,5015302164867,B0BH8G7RH4,2.664,8.28,1.0499999999999992,37.90613718411549,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.84, shared=4),Brand match: christmas",true,https://www.poundwholesale.co.uk/christmas-magical-elf-door-set,https://www.amazon.co.uk/dp/B0BH8G7RH4,,Wholesale Art Crafts
"Munch & Crunch Rawhide Knotted Bones 6"" 2 Pack","Munch & Crunch Dog Treats Knotted Bones 6"" 100% Natural Rawhide 4 Pack",5050375946255,5050375946255,B0F79PLQ8C,0.9720000000000001,6.05,0.5154166666666671,37.89828431372552,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.68, shared=5),Brand match: munch",true,https://www.poundwholesale.co.uk/munch-crunch-rawhide-knotted-bones-6-2-pack,https://www.amazon.co.uk/dp/B0F79PLQ8C,,Wholesale Pet Toys Treats
Tidyz 15 Fragranced Swing Bin Liners 50L Assorted,Tidyz Tie-Handles Fragranced Bin Liners 15 Pack (15 Litres) Multi-Scented,5025364001710,5025364001710,B0B69W655P,0.648,5.99,0.3716666666666668,34.09785932721714,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.61, shared=4),Brand match: tidyz",true,https://www.poundwholesale.co.uk/tidyz-15-fragranced-swing-bin-liners-50l-assorted,https://www.amazon.co.uk/dp/B0B69W655P,,Bin Liners Refuse Sacks
First Steps Travel Feeding Bowl With Lid And Spoon Assorted,First Steps Travel Feeding Bowl and Spoon Set - Pink or Purple,5015302101763,5015302101763,B016L3B4PO,1.404,6.58,0.5833333333333333,33.914728682170534,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.77, shared=6),Brand match: first",true,https://www.poundwholesale.co.uk/travel-feeding-bowl-with-lid-and-spoon,https://www.amazon.co.uk/dp/B016L3B4PO,,Wholesale Baby Weaning Feeding
First Steps Colour-Changing Baby Bath Book Assorted Designs,FIRST STEP Colour Changing Bath Book - Set of 2,5015302117795,5015302117795,B0B9K2VPVB,1.3559999999999999,6.15,0.5350000000000008,31.845238095238145,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.75, shared=5),Brand match: first",true,https://www.poundwholesale.co.uk/first-steps-colour-changing-bath-book-assorted-designs,https://www.amazon.co.uk/dp/B0B9K2VPVB,Available (see Keepa data),Wholesale Baby Infant Toys
Smart Choice Dog Harness Small 32-43cm Assorted Colours,SMART CHOICE DOG HARNESS SMALL 32-43 ASSORTED COLOURS,5052516106450,5052516106450,B099BWNSJT,1.56,8.95,0.5783333333333327,31.261261261261225,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.98, shared=7),Brand match: smart",true,https://www.poundwholesale.co.uk/smart-choice-dog-harness-small-32-43cm-assorted-colours,https://www.amazon.co.uk/dp/B099BWNSJT,,Wholesale Pet Walking Grooming
Kids Create Sequins Assorted Colours & Shapes,Kids Create Sequins In Assorted Colours & Shapes Reusable Pouch Ages 3+,5012128511387,5012128511387,B097YN6HYZ,0.78,4.04,0.32666666666666677,27.222222222222225,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.78, shared=6),Brand match: kids",true,https://www.poundwholesale.co.uk/kids-create-sequins-assorted-colours-shapes,https://www.amazon.co.uk/dp/B097YN6HYZ,Available (see Keepa data),Stationery Pound Lines
Fluorodine Active Fresh Toothpaste 100ml,Fluorodine Active Fresh Toothpaste 100 ML - Single Unit,5060072089254,5060072089254,B001RYSD5W,0.756,5.19,0.30500000000000027,25.847457627118665,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.85, shared=4),Brand match: fluorodine",true,https://www.poundwholesale.co.uk/fluorodine-active-fresh-toothpaste-100ml,https://www.amazon.co.uk/dp/B001RYSD5W,,Wholesale Dental
Fluorodine Ultra Active Toothpaste 100ml,FLUORODINE TP ULTRA ACTIVE 100ML,5060072086710,5060072086710,B001RYSD7A,0.756,5.19,0.30500000000000027,25.847457627118665,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.81, shared=4),Brand match: fluorodine",true,https://www.poundwholesale.co.uk/fluorodine-ultra-active-toothpaste-100ml,https://www.amazon.co.uk/dp/B001RYSD7A,,Wholesale Dental
Pan Aroma Cotton Fresh Air Freshener Spray 250ml,Pan Aroma Cotton Fresh Air Freshner -Trigger Spray-250Ml,5053249212654,5053249212654,B01NA0ASUT,1.188,6.29,0.3916666666666666,25.43290043290043,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.90, shared=7),Brand match: pan",true,https://www.poundwholesale.co.uk/pan-aroma-cotton-fresh-air-freshener-spray-250ml,https://www.amazon.co.uk/dp/B01NA0ASUT,,Wholesale Home Fragrance Candles Accessories
Duzzit Bright Round Head Dish Brush Assorted Colours,Duzzit - Round Head washing Up Dish Brush - Assorted Colours,5050375125452,5050375125452,B00BN6AYJC,1.188,6.5,0.37666666666666737,24.458874458874504,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.84, shared=7),Brand match: duzzit",true,https://www.poundwholesale.co.uk/duzzit-bright-round-head-dish-brush-assorted-colours,https://www.amazon.co.uk/dp/B00BN6AYJC,,Brooms Mops Brushes
Pets Play Squeaking Sports Dog Toy,pets at play Baseball Squeaking Sports Toy Dog Puppy Fetch Throw Chew,5053249208145,5053249208145,B07FTLTL7C,0.924,6.32,0.2966666666666671,22.474747474747506,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.64, shared=6),Brand match: pets",true,https://www.poundwholesale.co.uk/pets-play-squeaking-sports-dog-toy,https://www.amazon.co.uk/dp/B07FTLTL7C,,Wholesale Pet Toys Treats
Escenti Tea Tree Cream 28g,Escenti Tea Tree Cream 28g,5020535013998,5020535013998,B0995W6PHP,0.912,4.12,0.29333333333333345,22.391857506361333,100.0,100.0,100,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=1.00, shared=5),Brand match: escenti",true,https://www.poundwholesale.co.uk/escenti-tea-tree-cream-28g,https://www.amazon.co.uk/dp/B0995W6PHP,Available (see Keepa data),Wholesale Skin Care
Prima Stainless Steel Universal Grater,Prima 18016C Stainless Steel Grater with Handle,5038673180168,5038673180168,B07DTFHRD5,1.428,6.59,0.3816666666666675,21.934865900383187,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.66, shared=4),Brand match: prima",true,https://www.poundwholesale.co.uk/prima-stainless-steel-universal-grater,https://www.amazon.co.uk/dp/B07DTFHRD5,,Wholesale Chopping Boards Graters
Smart Choice Pet Deshedding Grooming Glove Assorted Colours,"Smart Choice Deshedding Grooming Pet Gloves, Dark Blue/Black & Light Blue/Black, 0.057 kg",5052516106047,5052516106047,B07WGH4GZ5,0.984,5.98,0.293333333333334,21.411192214111967,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.62, shared=5),Brand match: smart",true,https://www.poundwholesale.co.uk/smart-choice-pet-deshedding-grooming-glove-assorted-colours,https://www.amazon.co.uk/dp/B07WGH4GZ5,Available (see Keepa data),Wholesale Pet Walking Grooming
Bello Elegant Swirl Salad Bowl 4l,Bello Elegant Swirl 25cm Reusable Plastic Salad Mixing Bowl (1),5015302420338,5015302420338,B092VSGY9R,1.596,6.59,0.37791666666666646,20.101950354609915,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.66, shared=5),Brand match: bello",true,https://www.poundwholesale.co.uk/bello-elegant-swirl-salad-bowl-4l,https://www.amazon.co.uk/dp/B092VSGY9R,,Wholesale Partyware
Artbox Twist Action Glue Sticks 36g 2 Pack,"ARTBOX 36g Twist Action Glue Stick (Pack of 2), White",5013922060200,5013922060200,B007QS80TC,0.648,5.28,0.2100000000000002,19.266055045871575,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.76, shared=5),Brand match: artbox",true,https://www.poundwholesale.co.uk/2-by-36grm-twist-action-glue-sticks,https://www.amazon.co.uk/dp/B007QS80TC,,Wholesale Art Crafts
"Sealapack Resealable & Reusable Food Bags 10"" X 12"" 15 Pack","Sealapack Large Resealable, Reuseable Food Bags, Pack Of 15 Bags 25 X 30 cm",5053249248967,5053249248967,B0BXFN6TWD,0.8160000000000001,5.99,0.1916666666666672,15.582655826558309,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.73, shared=4),Brand match: sealapack",true,https://www.poundwholesale.co.uk/sealapack-resealable-reusable-food-bags-10-x-12-15-pack,https://www.amazon.co.uk/dp/B0BXFN6TWD,,Food Freezer Bags
Smart Choice Slicker Pet Grooming Brush,"Smart Choice Slicker Grooming Brush, Grey/Black, 0.102999 kg",5052516100243,5052516100243,B08JMQLXKY,2.148,7.49,0.361666666666667,15.455840455840471,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.74, shared=5),Brand match: smart",true,https://www.poundwholesale.co.uk/smart-choice-slicker-pet-grooming-brush,https://www.amazon.co.uk/dp/B08JMQLXKY,Available (see Keepa data),Wholesale Pet Walking Grooming
Just Stationery Easy Grip Desk Stapler Set,"Just stationery Desk Paper Stapler, 26/6",5013922061870,5013922061870,B011RI9RDE,2.808,8.75,0.44166666666666754,15.282583621683997,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.72, shared=4),Brand match: just",true,https://www.poundwholesale.co.uk/just-stationery-heavy-duty-desk-stapler-set,https://www.amazon.co.uk/dp/B011RI9RDE,,Wholesale Office Supplies
Skin Treats Vitamin E Hydrogel Face Mask CDU,Skin Treats Vitamin E Hydrogel Face Mask - 60g | Protects Skin from Toxins and Stressors,5060563215230,5060563215230,B0D49PBRGN,0.732,3.99,0.17500000000000038,15.086206896551754,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.66, shared=6),Brand match: skin",true,https://www.poundwholesale.co.uk/skin-treats-vitamin-e-hydrogel-face-mask-cdu,https://www.amazon.co.uk/dp/B0D49PBRGN,Available (see Keepa data),Wholesale Skin Care
Head Funk Colour Revive Shampoo 600ml,Head Funk Colour Revive Shampoo 600ml,5053249268262,5053249268262,B0D5D3NWTX,1.6320000000000001,6.95,0.2816666666666672,14.746945898778385,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=1.00, shared=6),Brand match: head",true,https://www.poundwholesale.co.uk/head-funk-colour-revive-shampoo-600ml,https://www.amazon.co.uk/dp/B0D5D3NWTX,Available (see Keepa data),Wholesale Hair Care
Prima Hand Shower Set With Hose Fittings,Prima 23301C Hand Shower Bidet & 1.5m Hose Chrome,5038673233017,5038673233017,B08ZQHTD7X,3.648,9.6,0.5099999999999996,14.206128133704723,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.62, shared=4),Brand match: prima",true,https://www.poundwholesale.co.uk/prima-hand-shower-set-with-hose-fittings,https://www.amazon.co.uk/dp/B08ZQHTD7X,,Wholesale Bathroom Accessories
Duzzit Bright Window Squeegee Assorted Colours,"Duzzit Window Squeegee Brush-Assorted Colours, 610-11 cm",5050375125575,5050375125575,B00BN5GENI,1.188,5.92,0.20333333333333403,13.203463203463247,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.79, shared=5),Brand match: duzzit",true,https://www.poundwholesale.co.uk/duzzit-bright-window-squeegee-assorted-colours,https://www.amazon.co.uk/dp/B00BN5GENI,,Sponges Scourers Cloths
Bloome Decorative Candle Cotton Fresh,Bloome Decorative Candle (Cotton Fresh),5055566985303,5055566985303,B0BHKJDLJ2,0.912,5.99,0.13166666666666682,10.05089058524174,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=1.00, shared=5),Brand match: bloome",true,https://www.poundwholesale.co.uk/bloome-decorative-candle-cotton-fresh,https://www.amazon.co.uk/dp/B0BHKJDLJ2,,Wholesale Home Fragrance Candles Accessories
Petit Collage 48 Page Baby Journal,"Petit Collage PTC466 Baby Journal, Multi",5055923779064,5055923779064,B084H96L8B,0.888,6.5,0.10666666666666735,8.268733850129252,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.77, shared=4),Brand match: petit",true,https://www.poundwholesale.co.uk/petit-collage-48-page-baby-journal,https://www.amazon.co.uk/dp/B084H96L8B,,Wholesale Baby Accessories
