SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,tier,new_tier,confidence_score,new_confidence_score,posterior_match_probability
"Marksman 1/2"" Hose Joiner","Marksman 2 x Hose Joiner 1/2"" Leak Proof Connector Use On Rubber Or Plastic Hose 70133C",5038673701332,,B07FF8HGKD,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,98.9,0.989015
Rectangular Laundry Basket Graphite 55l,Rectangular (TML) plastic laundry basket clothes hamper washing Linen Storage GRAPHITE,5022092001852,,B0DFQGN53V,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,97.1,0.971303
Dekton Expandable Hose With 7 Function Spray Nozzle 22m,"DEKTON 75FT Hose & Spray Nozzle Set | Durable 75 Feet Garden Hose with 7 Function Spray Nozzle | Ideal for Watering Plants, Cleaning, and More | Flexible, Kink-Resistant Hose with Leak-Free Fittings",5055441461342,,B0F4DGVSLX,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.8,0.998261
Elysium Spa Epsom Salts Eucalyptus,"ELYSIUM SPA Natural Eucalyptus Epsom Salts, White, 450 g (Pack of 2)",5020535008666,,B0CLRNDX8Z,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,100.0,0.999665
Peppa Pig Peppa's Guitar Assorted Colours,Peppa Pig Guitar [Colors May Vary],5050838320219,,B00BG6MTFG,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,97.5,0.974926
Fun Time Cherry Flavoured Lubricant 75ml,"Fun Time Strawberry Stimulating Lube 75ml, Cherry Lube 75ml (2 Pack)",5020535015428,,B0DF7QLX8G,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,98.7,0.986959
Tonkita Red Mop Bucket & Wringer 13L,Tonkita Professional 13 Bucket with wringer by Arix,8008990008541,,B07PKFRBTW,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,96.1,0.96125
Prima Non-Stick Oblong Roaster 32 X 25.5 X 3.5cm,"Prima 32 x 25.5 x 3.5cm Non Stick Oblong Roaster, Carbon, Black, One Size",5038673151007,,B005M8GM2A,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,100.0,0.999998
Duzzit Biodegradable Citrus Fresh Anti-Bac Wipes 60 Pack,"Duzzit Antibacterial Wipes - Kills 99.9% of Bacteria | 100% Biodegradable - Made From Plant Fibres | Anti Bac Wipe for Kitchen Surfaces, Waste Bins, Bathrooms & More (60 Wipes, Citrus)",5053249280110,,B0FLJKNX3Z,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,100.0,0.999698
Ultratape Rhino Strong Multipurpose Double Sided Carpet Tape 50mm X 10m,UltraTape 50MM X 10M White Double Sided PP Tape - Economy Grade,5027785807506,,B01H2SLS58,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.8,0.997713
Elbow Grease Squirt & Mop Orange Blast Wood Floor Cleaner 1L,"Elbow Grease Squirt & Mop Floor Cleaner | Direct to Floor Cleaning | Suitable for Wood, Laminate & Vinyl Flooring (Orange, 1L)",5053249280905,,B0CPVXPG52,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,100.0,0.999998
Dekton Power 240V 2000W Electric Weed Burner,Dekton 2000W Electric Weed Burner Killer Wand with 4 Heads - Hot Air Blaster Torch 650°c No Gas Chemical Free/No Chemicals - 100% Safe,5055441438054,,B07KX6D4FF,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.8,0.997577
Elysium Aromatherapy Destress Frankincense 100% Essential Oil 10ml,Elysium Spa Essential Aroma Destress Oil,5020535015183,,B09BW491SF,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.4,0.993802
Marksman Magic Snake Expandable Garden Hose Pipe 100Ft,"Marksman Magic Expandable Snake Hose, 100ft, Flexible, Durable, Lightweight, Free Multi-Function Spray Gun, Automatically Contracts",5038673703664,,B088FYSQZN,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.8,0.998382
Dekton 4 Digit Combination Key Safe 120 X 90 X 40mm,"Dekton 4 Digit Combination Key Safe Box (120 X 90 X 40mm)-measures 120 X 90 X 40mm| Enables Storage Of Up To 5 Keys| Can Be Fixed On Wall Or Fixed Object| Ideal For Estate Agents, Equipment Storage",5055441442099,,B09V1KSLWF,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,100.0,0.999984
Dekton Universal Hose Reel Cart with Nozzle Kit 20m,"DEKTON Hose Reel Cart with 20M Hose & Nozzle Kit | Heavy-Duty Watering Solution | Portable & Easy Wind-Up Design | Ideal for Gardens, Lawns, and Outdoor Cleaning Tasks",5055441461366,,B0F4DG5NRD,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,100.0,0.99996
Doff Rose Feed Concentrate 1l,Doff 1L Rose Feed,5013655006049,,B001U80H2C,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,98.2,0.981979
Status 1 Way Extension Socket 5m Neon Plug,STATUS White Extension Lead | 5m Extension Cable with 1 Socket | 1WS5MCP10,5022822136120,,B00HD78M9E,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.8,0.99755
Nuage Talc-Free Body Powder For Men 250g Assorted,"Nuage Body Powder for Men, Cool Musk Scent, 250g, Talc-Free, Moisture Absorbing",Cool Musk 5053249279787 Aqua Fresh 5053249279794,5053249279787.0,B0FBS5NRNT,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,100.0,0.99998
Water Mist Spray Fan Assorted Colours,Water Spray Mist Fan,5033849047160,,B003S4XMJQ,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.8,0.997735
Home Collection Buckingham Photo Frame 15cm X 20cm,Home Collection Stylish Gold Photo Frame Table & Wall Display Glass Window Gift 6 x 8 15 x 20cm,5012128592843,,B0CY2ZX315,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.8,0.997931
Home Collection Buckingham Photo Frame 13cm X 18cm,Home Collection Stylish Gold Photo Frame Table & Wall Display Glass Window Gift 5 x 7 13 x 18cm,5012128253416,,B0CY2Z8Q4S,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,98.6,0.986334
Home Collection Nottingham Grey Photo Frame 13cm X 18cm,Home Collection Stylish Silver Grey Photo Frame Table & Wall Display Glass Window Gift 5 x 7,5012128592904,,B0CY2XXCNS,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.4,0.993603
Feed Me Fish Flakes 50g,"Feed Me Fish Flakes, Pond & Tank Fish",5050375091610,,B00JVS1UD8,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.8,0.997997
Dekton 60mm Titanium Plated Padlock With 3 Keys,"Dekton 60MM Titanium Plated Iron Padlock | Heavy-Duty Iron Construction with Tough Shackle | Includes 3 Steel Keys | Ideal for Gates, Shed & Storage | Durable Locking Mechanism | Home & Industrial Use",5055441441894,,B09V1MK92V,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,100.0,0.999592
Sabichi Hand Mixer 5 Speed,Sabichi 189103 White Gloss 5 Speed Hand Mixer 120W,5021961189103,,B07F82HPT4,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.9,0.999409
Roadster Single Foot Pump,Roadster single barrel car/bike foot pump folding great for spare,5056283872471,,B017J3S098,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,97.6,0.976032
Keep It Handy Antibacterial Cleaning Pad,Keep it Handy Anti-Bacterial Cleaning Pad x 3units |Microfiber Cleaners | Non-Scratch Kitchen Scouring Pad |Includes Guide to a Clean and Fresh Home E-Book,5056175930920,,B084JK6G7J,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.3,0.992982
Duzzit Biodegradable Lemon Fresh Floor Wipes 16 Pack,"Duzzit Floor Wipes - Cleans & Shines | 100% Biodegradable - Made From Plant Fibres | For Ceramic, Wood and Linoleum Floors (16 Biodegradable Wipes, Lemon)",5053249280097,,B0D8BN42SJ,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.9,0.998749
Roadster 100PSI Double Foot Pump With Gauge,Roadster 5038673812052 Double Cylinder Foot Pump with Pressure Gauge for Cars Bike Inflatables ETC,5038673812052,,B005LNC3XS,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.9,0.999238
Dekton 25mm Protected Steel Padlock With 3 Keys,"Dekton 25MM Covered Steel Padlock | Heavy-Duty with Reusable Storage Case | Includes 3 Keys | Ideal for Truckers, Farmers & Contractors | Clevis Grab Hooks | 4000lb Working Load Limit | Grade 43",5055441442112,,B09QXRJBWB,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.4,0.994369
Prima Stainless Steel Blue Whistling Kettle 2.5l,"Prima Kitchenware 11172C 2.5Ltr S/S Whistling Kettle Metalic Blue, Stainless Steel, 7 Cups",5038673111728,,B00F0U944I,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,100.0,0.999891
Roadster Bicycle Cable Lock With 2 Keys 7mm X 650mm,"Roadster Bicycle Lock with Keys Made from Steel Cable, Plastic Coated Protective Non-Scratch Cable Sleeve",5038673815305,,B09MR4H8R5,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.3,0.993193
Status 6Amp 2 Way Ceiling Switch Bag/Header Card,STATUS Ceiling Switch | White 6A 2 Way Pull Cord Light Switch Bathroom | SCS6A2WPB3,5022822172746,,B00LOPCENQ,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.0,0.989833
Geepas Black & Gold Non-Stick Adjustable Temperature Steam Iron 1800W,"GEEPAS Steam Iron | Clothes Dry & Steam Press | 30s Fast Heat-Up, Vertical Steaming | Nonstick Soleplate, Adjustable Temperature | 120ml Water Tank with 0.5g/Steam Output | 2 Year Warranty 1800W Gold",6294015565317,,B0CNXDJ6WZ,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,100.0,0.999809
"Bettina Wooden Iron Scrub Brush 8""",Bettina Wooden Iron Scrubbing Scrub Hard Stiff Bristle Brush Floor Tile Decking Cleaning (one brush),5052578012317,,B078WQCRN5,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.5,0.994912
Elbow Grease Pink Blush Antibacterial Wipes 80 Pack Pallet Deal,Elbow Grease Antibacterial Wipes | Kills Cold & Flu Viruses (Kills 99.9% of Bacteria) - Grapefruit (80 pack),5053249271057,,B0DPQXW9NG,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.0,0.989576
Pestshield Kids Mosquito & Insect Repellent Bands 2 Pack,Pestshield Max Strength Citronella Wrist Bands for Kids Pack of 2,5053249270210,,B0CXTCGBDN,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,98.8,0.988152
Geepas 2 Slice Non-Stick Sandwich Toasting Press & Grill 750W,"Geepas Panini Sandwich Press, 750W 2 Slice Sandwich Toaster | Non-Stick Plates, Grill & Griddle Toasty Maker | Stainless Steel Panini Press | Ideal for Breakfast | 2 Year Warranty",6294015500721,,B0CLRZTMNF,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,100.0,0.999999
Artbox Chalk Board Set 23 X 30cm,"Artbox 23x30cm Chalk Board Set, 5249",5013922052496,,B00402ZGRQ,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,98.2,0.981915
Prima Cream & Chrome Stainless Steel Whistling Kettle 3.5l,"Prima Others 3.5L Steel Matt Cream Whistling Kettle for Boat Hob Gas Electric, 14 Cups",5038673111650,,B00BXGVQTE,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,100.0,0.999688
Polytarps Economy Polyethylene 80GSM Blue Tarpaulin 3.5m X 5.4m,PolyTarps 3.5m x 5.4m (12ft x 18ft) Polyethylene Woven Tarpaulin,5025918423456,,B002NH2P3I,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,100.0,0.999924
JCB LED Golf 6W=40W Warm White Bayonet Cap 3000K Box,"JCB 6w LED B22 Golf Ball Bulbs Bayonet, 40w Incandescent Bulb Equivalent, 470lm, Warm White 3000k , Non Dimmable, LED Bayonet Bulb, Golf Balls Light Bulbs, 220-240v",5050028108344,,B0725CQD4T,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,100.0,0.999988
Chatsworth Super Patch Grass Seed,Chatsworth Super Patch Grass Seed with Fertiliser Lawn Repair Coir Mix with Micronutrients 600g,5053249219462,,B09X33YZ4H,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.7,0.996842
Dekton 40mm Long Shackle Protected Steel Padlock With 3 Keys,"Dekton 40MM Long Shackle Covered Steel Padlock | Heavy-Duty with Reusable Storage Case | Includes 3 Keys | Ideal for Truckers, Farmers & Contractors | Clevis Grab Hooks | 4000lb Load Limit | Grade 43",5055441442198,,B09QXRH4BG,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,100.0,0.999919
Big K Real Lumpwood Barbecue Charcoal 5kg,"Big K BBQ Lumpwood Charcoal, 5 kg",5010743380050,,B00B2KNFBI,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.7,0.997136
Elbow Grease Orange Blast Wood Floor Cleaner Concentrate 750ml,"Elbow Grease Concentrated Floor Cleaner | Makes Up To 50 Litres | Suitable for Wood, Laminate & Vinyl Flooring (Orange, 1L)",5053249280950,,B0CRCD2YD3,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.9,0.999239
Dekton Round Cable Clip Assortment Mega Pack 390pc,"Dekton 390 Pcs Round Cable Clip Assortment-Assorted Sizes| Cable Management Clips| Securely Organize Cables & Wires| Durable Adhesive| Ideal for Home, Office & Workshop| Keeps Cables Tidy & Accessible",5055441457321,,B0DKK1N7PP,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.4,0.993716
Dekton 40mm Protected Steel Padlock With 3 Keys,"Dekton 40MM Covered Steel Padlock | Heavy-Duty with Reusable Storage Case | Includes 3 Keys | Ideal for Truckers, Farmers & Contractors | Clevis Grab Hooks | 4000lb Working Load Limit | Grade 43",5055441442150,,B0DGV49G2X,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.4,0.994227
Dekton Armoured Steel High Security Padlock 80mm With 3 Keys,Dekton 80mm Armoured Steel Padlock - made From Zinc Alloy| Hardened Steel Shackle For Cut Resistance Security | 4 Digit Combination| Indoor And Outdoor | Keyless Convenience,5055441441993,,B09QXNS7D6,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.8,0.998323
Elbow Grease Lemon Fresh All Purpose Floor Cleaner Concentrate 1L,"Elbow Grease Concentrated Floor Cleaner | Makes Up To 50 Litres | Suitable for Tiles, Laminate & Vinyl Flooring (Lemon, 1L)",5053249280974,,B0CRCD2YD3,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.8,0.997979
Prima Non-Stick Muffin Tray 6 Cup 26.5 X 17.5 X 3cm,"Prima 15109C Non Stick Muffin Baking Tray 1-Piece, Black",5038673151090,,B005M8GN38,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.3,0.992601
Dr J's Natural Insect Repellent Gel 100ml,DR J Insect Repellent Gel,5025416881031,,B088WPDQ4C,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,100.0,0.999774
Home Collection Nottingham Grey Photo Frame 15cm X 20cm,Home Collection Stylish Silver Grey Photo Frame Table & Wall Display Glass Window Gift 6 x 8,5012128592911,,B0CY2ZF3D9,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,99.4,0.993736
Status 4-65W Starter Switch 2pk In CDU,Status 5022822154223 Pack of 2 Starter Switch,5022822154223,,B07B5RDK81,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,97.4,0.974047
Status 85Db Digital Carbon Monoxide Alarm,"STATUS Monoxide Alarm, Home Carbon Monoxide Detector including Batteries, SDCMA2XAA1PB4",5022822215740,,B0B5HJFN9R,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,30,97.7,0.976583
