RowID,SupplierTitle,AmazonTitle,SupEAN,AmzEAN,EAN_Match,Brand,Brand_Match,NetProfit,Sales,Priority
1082,FESTIVE MAGIC CHRISTMAS STOCKING PLUSH FOIL,evelay Highland Cow Christmas Stocking | Luxury Pl,-,-,False,FESTIVE,True,2.77625,400,MEDIUM
1095,PASABAHCE KANDILLI OPTIC TEA GLASS 90CC 6PC,"Pasabahce Istanbul tea glass, set of 6, drinking g",8693357033733,-,False,PASABAHCE,True,2.73166666666666,100,MEDIUM
1099,EXTRA SELECT PREMIUM RABBIT FOOD BUCKET 5L,Extra Select Premium Rabbit Mix Bucket 5L - Balanc,5022245000282,-,False,EXTRA SELECT,True,4.85791666666666,300,MEDIUM
1127,PPS FOIL PLATTERS 2PCS 352X247X25MM,PPS 3 x ALUMINIUM FOIL PLATTER TRAY - 44cm x 29cm ,5030481930010,-,False,PPS,True,1.65458333333333,50,MEDIUM
1128,STATUS TV TWIN AERAIL ADAPTOR S CLAM IN CDU,Status 15 Metre TV Aerial Cable Extension Kit | Wh,5022822167575,5022822202900,False,STATUS,True,1.72499999999999,200,MEDIUM
1131,AIRWICK REED DIFFUSER MULLED WINE 33ML PK5,Air Wick Essential Oils Reed Diffuser Air Freshene,5059001500861,5059001500861,True,AIRWICK,False,16.5533333333333,200,HIGH
1155,ECO WISE SINGLE WALL CUPS 8OZ 20PCS,FOOGO Green 100pcs 8oz Disposable Strong Single-Wa,5060743590942,5060737606161,False,ECO,True,1.61166666666666,300,MEDIUM
1176,SUPERIOR FOIL 10 CONTAINERS & LID 1 LTR,Superior 10-Pack Aluminium Foil Trays with Paper L,5060357990077,5060357990107,False,SUPERIOR,True,3.27833333333333,700,MEDIUM
1186,PPS FOIL 3 BAKE TRAY RECTANGULAR,PPS 3 x ALUMINIUM FOIL PLATTER TRAY - 44cm x 29cm ,5030481930706,-,False,PPS,True,1.61458333333333,50,MEDIUM
1243,CHUPA CHUPS MINI LOLLIES 12PC,Chupa Chups The Best of x50 Lollipops,8410031976960,-,False,CHUPA,True,2.17791666666666,300,MEDIUM
1245,LAV WHISKEY TUMBLER 3PCS,Lav Coral Tumbler Glasses. Coloured Base (Pack of ,8692952232633,8692952079030,False,LAV,True,3.67,200,MEDIUM
1259,AMTECH PADLOCK BRASS 20MM,Amtech T0790 Brass Small Padlocks with Keys for Lu,5032759006113,-,False,AMTECH,True,1.98666666666666,50,MEDIUM
1265,AMTECH LED MINI TORCH,Amtech S1532 9 LED mini Torch,5032759031078,5032759031078,True,AMTECH,True,2.34833333333333,200,HIGH
1287,PAN AROMA JAR CANDLE 85GM RED BERRY,PAN AROMAÂ® RED Decorative Holder & Scented Candle,5053249248295,5053249248295,True,PAN AROMA,True,1.67166666666666,50,HIGH
1288,PAN AROMA CANDLE RND JUICY BERRIES,PAN AROMAÂ® RED Decorative Holder & Scented Candle,5053249217680,5053249248295,False,PAN AROMA,True,1.67166666666666,50,MEDIUM
1292,WHAM CRYSTAL 32LTR SMOKE BOX & LID,Wham Crystal 5 x 32L Stackable Plastic Storage Box,5038135251009,9786040194312,False,WHAM,True,5.01833333333333,100,MEDIUM
1331,MASON CASH MIXING BOWL OWL STONE 26CM,Mason Cash in The Forest Owl Mixing Bowl 4 Litre |,5010853197838,5010853271859,False,MASON CASH,True,6.53833333333333,300,MEDIUM
1334,SUPERIOR FOIL 10 CONTAINERS & LID 1 LTR,Superior 10-Pack Aluminium Foil Trays with Paper L,5060357990060,5060357990107,False,SUPERIOR,True,2.99833333333333,700,MEDIUM
1342,PRIMA HEART SHAPED BAKE PAN 23CM,"Prima Set Of 2 Heart Shaped Cake Tins, Romantic Gr",5038673151106,-,False,PRIMA,True,1.93708333333333,100,MEDIUM
1359,ELBOW GREASE COMPLETE OVEN CLEANING KIT (CONTAINS ,Elbow Grease Oven Cleaner for Domestic Ovens and B,5053249238968,5065002321343,False,ELBOW GREASE,True,2.66833333333333,100,MEDIUM
1362,SUPERIOR FOIL 5 CONTAINERS & LID 9X13IN,Superior Foil Containers with Lids â€“ 9x13 Inches,5060357992217,-,False,SUPERIOR,True,4.15625,200,MEDIUM
1364,FESTIVE MAGIC TINSEL DOOR BOW 29 X45CM,"Christmas Bow for Front Door, Front Door Bows Xmas",-,-,False,FESTIVE,True,2.36541666666666,500,MEDIUM
1374,LAV MISKET GIN GLASS 645CC PK3,6X Clear 645ml Misket Gin Balloon Glasses - Large ,8692952076961,5056057686778,False,LAV,True,4.205,100,MEDIUM
1375,TIDYZ BIN LINER BLACK 10 BAGS 50LTR,Tidyz 2 X 10 Wheelie Bin Extra Large Liners 300L B,5025364002052,8800202193607,False,TIDYZ,True,1.225,700,MEDIUM
1381,PAN AROMA CANDLE ROUND APPLE CINNAMON EACH,Pan Aroma 16 Tea Lights Apple & Cinnamon,5053249216003,5053249228174,False,PAN AROMA,True,1.515,100,MEDIUM
1382,PAN AROMA C TEA-LIGHTS 16PK APP&CIN,Pan Aroma 16 Tea Lights Apple & Cinnamon,5053249228174,5053249228174,True,PAN AROMA,True,1.515,100,HIGH
1383,PAN AROMA CANDLE TALL APPLE&CINN EACH,Pan Aroma 16 Tea Lights Apple & Cinnamon,5053249224688,5053249228174,False,PAN AROMA,True,1.515,100,MEDIUM
1393,KILROCK BATHROOM & KITCHEN DRAIN UNBLOCKER 1 LITRE,Kilrock SLAM - Sink and Plughole Bathroom Drain Un,5014353093539,-,False,KILROCK,True,4.12416666666666,50,MEDIUM
1397,ADDIS CLIP TIGHT RECTANGLE FOOD BOX 1.1L,Addis Clip Tight Food Storage Container Large 5.3 ,5010303186269,-,False,ADDIS,True,2.35625,200,MEDIUM
1409,BACOFOIL ZIPPER BAGS ALL PURPOSE 15 PACK SMALL 1L,Bacofoil 3 x Zipper Small All Purpose Bags Food Fr,5023139861019,-,False,BACOFOIL,True,2.17,500,MEDIUM
1414,DRAPER HEX KEY SET METRIC DIY 8 PC,Draper 10 Piece T-Handle Hexagon Allen Key Set | M,5010559680023,5010559338696,False,DRAPER,True,2.65833333333333,500,MEDIUM
1418,KILROCK DAMP CLEAR MOULD REMOVER ACTIVE FOAMING AC,Kilrock 3 X Blast Away Mould Spray 500ml,5014353093294,-,False,KILROCK,True,2.30083333333333,200,MEDIUM
1429,BEAUFORT MEASURE ULTIMATE JUG 3LTR,Beaufort 3 Litre Ultimate Plastic Measuring Jug,5014348292350,-,False,BEAUFORT,True,1.25416666666666,50,MEDIUM
1432,SOUDAL EXPANDING FOAM HANDHELD 750ML,Soudal 750ml Champagne Gap Filler Expanding Foam H,5411183078956,-,False,SOUDAL,True,4.25458333333333,400,MEDIUM
1483,BLOOME STICK ON GEL AIR FRESHENER 2PK,SOL 18pk Mini Gel Air Fresheners - Strong Bathroom,5056175987894,5056734410375,False,GEL,True,1.28666666666666,300,MEDIUM
1484,AIRA MINI GEL AIR FRESHENERS PK3,SOL 18pk Mini Gel Air Fresheners - Strong Bathroom,5056170353526,5056734410375,False,GEL,True,1.28666666666666,300,MEDIUM
1520,SUPERIOR FOIL 5 CONTAINERS & LID 4.5LTR,Superior Foil Containers with Lids â€“ 9x13 Inches,5060357994426,5060357992217,False,SUPERIOR,True,3.06499999999999,200,MEDIUM
1570,GIFTMAKER PENGUIN SANTA SACK,Giftmaker Collection Large Christmas Santa Sack Gi,5012128584411,-,False,GIFTMAKER,True,1.15124999999999,100,MEDIUM
1577,POLYSTYRENE FOAM CRAFT 8PC,Aselected 15Pcs Styrofoam Blocks For Porject 30 X ,5056239404039,-,False,CRAFT,True,1.46958333333333,300,MEDIUM
1584,MINKY ANTIBACTERIAL 4 SPONGE SCOURERS HD,Minky Anti-Bacterial Cleaing Pad | 3 Pack | Reusab,5010353320347,5010353322822,False,MINKY,True,1.045,700,MEDIUM
1589,OPAL ROUND PASTA PLATE WHITE,Best House | 6 Pcs Opalware Dinner Plates Round | ,6260573000805,-,False,OPAL,True,2.40166666666666,200,MEDIUM
1604,SWIRL TUMBLE DRYER SHEETS LAVENDER 35PK,4X Swirl Lavender Tumble Dryer Sheets - 40 per Pac,5053249249056,5053249239842,False,SWIRL,True,1.17666666666666,200,MEDIUM
1611,MEMORIAL GRAVE FLOWER VASE WITH STAKE,Black Graveside Memorial Spiked Flower Vase - In L,5050565833143,5017224926998,False,MEMORIAL,True,0.995,50,MEDIUM
1613,MINKY CLOTH GRILL AND PAN SCOURER 2PK,Minky Anti-Bacterial Cleaing Pad | 3 Pack | Reusab,5010353323669,5010353322822,False,MINKY,True,1.015,700,MEDIUM
1622,AMTECH PICK-UP TOOL TELE MAG 5LB,Amtech S8006 3 LED telescopic torch and magnetic p,5032759010035,-,False,AMTECH,True,1.44,100,MEDIUM
1649,MASON CASH MIXING BOWL CREAM 29CM,Mason Cash Colour Mix Cream Mixing Bowl | 4 Litre ,5010853235530,5010853235530,True,MASON CASH,True,5.11499999999999,200,HIGH
1656,ECO WISE PAPER CUPS SINGLE WALL 80Z 50PCS,FOOGO Green 100pcs 8oz Disposable Strong Single-Wa,5060743590256,5060737606161,False,ECO,True,1.17166666666666,300,MEDIUM
1671,PAN AROMA POTPOURRI ASSORTED,Pan Aroma Set Of 4 Pot Pourri Fragrance - Berries ,5053249226552,5056291620842,False,PAN AROMA,True,1.03,200,MEDIUM
1672,PAN AROMA POTPOURRI ASSORTED 180G,Pan Aroma Set Of 4 Pot Pourri Fragrance - Berries ,5053249269016,5056291620842,False,PAN AROMA,True,1.03,200,MEDIUM
1676,AMTECH VICE BABY,"Amtech D2600 150mm (6"") Woodworking vice",5032759001408,-,False,AMTECH,True,3.04166666666666,100,MEDIUM
1679,TIDYZ 50 WHITE PEDAL BIN LINERS+HANDLE 15L,Tidyz 3 Packs Of 40 White Plastic Disposable Pedal,5025364024801,8800202181567,False,TIDYZ,True,0.885,50,MEDIUM
1689,AMTECH SHARPENING STONE 2000,"Amtech E2300 300mm (12"") Cigar Sharpening Stone",5032759001675,-,False,AMTECH,True,1.0175,50,MEDIUM
1693,PYREX CLASSIC CASSEROLE 1.3LTR,Pyrex Essentials Glass Round Casserole Dish with L,3426470261524,-,False,PYREX,True,3.69833333333333,50,MEDIUM
1697,GIFTMAKER CHRISTMAS NON WOVEN SANTA SACK SPECIAL D,Giftmaker Collection Large Christmas Santa Sack Gi,5012128616778,-,False,GIFTMAKER,True,1.04124999999999,100,MEDIUM
1711,STATUS UK VISITOR TRAVEL ADAPTER,"Status India to UK Power Adaptor, India to UK Trav",5022822159914,5022822223172,False,STATUS,True,1.06166666666666,50,MEDIUM
1731,ECO WASH UP BRUSH,"4Pcs Wooden Washing Up Brush, Dish Brushes for Was",5026180081702,-,False,ECO,True,1.47166666666666,100,MEDIUM
1736,TIDYZ DOGGY BAGS STRONG 50 PCS 30cm x 36cm,Tidyz 200 x Extra Large Super Strong Doggy bags (4,5025364001970,5025364001970,True,TIDYZ,True,0.736666666666667,500,HIGH
1754,EVERBUILD BITUMEN TROWEL MASTIC 1 LITRE,"Everbuild 103 Premium Trowel Mastic, Stone, 6 kg",5029347009311,-,False,EVERBUILD,True,5.33583333333333,50,MEDIUM
1757,DRAPER WINDOW SQUEEGEE,Draper Telescopic Window Cleaning Equipment | 46.5,5010559137244,-,False,DRAPER,True,1.91166666666666,100,MEDIUM
1768,ROUNDUP PATH WEEDKILLER RTU 1LTR 20% FREE,"Roundup Path Weedkiller, Ready to Use, Refill for ",5017676016919,5017676016964,False,ROUNDUP,True,3.52,50,MEDIUM
1769,MARIGOLD OUTDOOR GLOVES EXTRA LARGE,Marigold 2 x Extra Tough Outdoor Gloves - Single P,5010232988019,9790504074621,False,MARIGOLD,True,1.40833333333333,200,MEDIUM
1793,CRAFT FABRIC GLUE 50ML,SOL 2pk x 50ml Fabric Glue Strong with Spreader & ,5056175901166,5056175901166,True,CRAFT,False,0.855,300,HIGH
1815,SUPERIOR FOIL 10 CONTAINERS & LID 9X9IN,Superior 10-Pack Aluminium Foil Trays with Paper L,5060357990107,5060357990107,True,SUPERIOR,True,2.12833333333333,700,HIGH
1825,GIFTMAKER CHRISTMAS BASIC SANTA SACK,Giftmaker Collection Large Christmas Santa Sack Gi,5012128616761,-,False,GIFTMAKER,True,0.931249999999999,100,MEDIUM
1836,MINKY SUPER DIAMOND SCRUBBER,Minky Anti-Bacterial Cleaing Pad | 3 Pack | Reusab,5010353328961,5010353322822,False,MINKY,True,0.845,700,MEDIUM
1842,TIDYZ FOOD BAG 300PCS,600 TidyZ Food Freezer Bags with TIe Handles. Larg,5025364005572,5025364007873,False,TIDYZ,True,0.658333333333334,400,MEDIUM
1844,HOBBY STORMAX ORGANISER BOX 9 LTR,Really Useful Box Plastic Storage 4 Litre Clear wi,8694064021181,-,False,HOBBY,True,3.08208333333333,100,MEDIUM
1850,STATUS TV AERIAL LEAD 5M CABLE IN CDU,Status 15 Metre TV Aerial Cable Extension Kit | Wh,5022822163881,5022822202900,False,STATUS,True,1.05499999999999,200,MEDIUM
1876,EXTRASTAR LED FLASHLIGHT USB REECHARGABLE TORCH,"EXTRASTAR Head Torch Rechargeable, Headlight with ",8432011550076,-,False,EXTRASTAR,True,1.945,100,MEDIUM
1877,TIDYZ FREEZER BAGS 150PCS,100 TidyZ Large Slide Zip Freezer Bags. Resealable,5025364006876,5025364007330,False,TIDYZ,True,0.608333333333334,900,MEDIUM
1878,TIDYZ FREEZER BAGS 100 PCS XLLARGE,100 TidyZ Large Slide Zip Freezer Bags. Resealable,5025364005671,5025364007330,False,TIDYZ,True,0.608333333333334,900,MEDIUM
1887,APOLLO BALLOON WHISK,"Apollo Whisk Rainbow, silicone, 26cm, 25x6x6",5026180097994,-,False,APOLLO,True,0.683333333333334,200,MEDIUM
1918,TIDYZ CARRIERS HANDY BAGS 40 PCS 45CM x 57.5cm,Tidyz 2 Packs Of 40 Handy Bags - Carrier Bags - Fi,5025364000003,8800202181697,False,TIDYZ,True,0.588333333333334,200,MEDIUM
1940,151 ADHESIVE SPRAY HEAVY DUTY 500ML,3 Spray Glue Adhesive Contact Glue Heavy Duty Moun,5053249215044,5053249215044,True,-,False,1.41833333333333,200,HIGH
1945,LITTLE TREES CAR FRESHENER ORANGE JUICE,Little Trees Air Freshener Tree LTZ084 Orange Juic,7612720201457,5015926091990,False,LITTLE TREES,True,0.61,50,MEDIUM
1965,FESTIVE MAGIC HANING GLITTER CANDY CANE 33CM,12 Pcs Red Glitter Candy Canes and Round Candy Orn,-,-,False,FESTIVE,True,0.858333333333334,50,MEDIUM
2013,EXTRASTAR EXTENSION LEAD 6 GANG 2M BLACK,ExtraStar 6 Way Surge Protected Extension Leads 2M,-,-,False,EXTRASTAR,True,1.465,100,MEDIUM
2033,DRAPER SPANNER SET METRIC COMBINATION,Draper 1 x Redline 68481 Metric Combination Spanne,5010559684793,5010559684816,False,DRAPER,True,2.15333333333333,100,MEDIUM
2049,ELBOW GREASE FOAMING TOILET CLEANER EUCALYPTUS 500,"3 x Elbow Grease Foaming Toilet Cleaner, Deep Clea",5053249277943,5053249253183,False,ELBOW GREASE,True,0.821666666666666,200,MEDIUM
2062,APOLLO VINEGAR SHAKER,apollo THE HOUSEWARES BRAND 3357 Glass Vinegar Sha,5026180033572,5026180033572,True,APOLLO,True,0.463333333333332,50,HIGH
2063,SUPERIOR FOIL 10 CONTAINERS & LID 2 LTR,Superior 10-Pack Aluminium Foil Trays with Paper L,5060357990091,5060357990107,False,SUPERIOR,True,1.47833333333333,700,MEDIUM
2076,MINKY ALL PURPOSE CLOTH PK10,Minky Anti-Bacterial Cleaing Pad | 3 Pack | Reusab,5010353322730,5010353322822,False,MINKY,True,0.595,700,MEDIUM
2083,MINKY IRONING BOARD CLIPS PK3,Minky Easy Fit Ironing board cover + Ironing Board,5010353323430,5010353325014,False,MINKY,True,1.25833333333333,100,MEDIUM
2092,DRAPER SINK PLUNGER 135MM,Draper Drain Rod Plunger Attachment 4'' | Heavy Du,5010559328949,5010559106356,False,DRAPER,True,0.821666666666667,50,MEDIUM
2114,TALA MEAT THERMOMETER 4106,"Tala Stainless Steel Meat Thermometer, Classic Mea",5012904041060,-,False,TALA,True,1.30833333333333,50,MEDIUM
2120,EXTRASTAR EXTENSION LEAD 6 GANG 1M BLACK,ExtraStar 6 Way Extension Leads with Surge Protect,-,-,False,EXTRASTAR,True,1.08166666666666,200,MEDIUM
2121,EXTRASTAR EXTENSION LEAD 6 GANG 1M WHITE,ExtraStar 6 Way Extension Leads with Surge Protect,-,791348432249,False,EXTRASTAR,True,1.08166666666666,500,MEDIUM
2132,BLUE CANYON ROUND WALL MIRROR WHITE,"Blue Canyon Round Mirror, 40 cm Length x 40 cm Wid",5060386422662,-,False,BLUE CANYON,True,1.92958333333333,50,MEDIUM
2135,KILROCK DAMP CLEAR REFILL POUCH 1KG (2x500g),Kilrock Damp Clear Moisture Trap Refill - Pack of ,5014353089983,-,False,KILROCK,True,0.898749999999999,400,MEDIUM
2147,ROLSON CLAW HAMMER FIBREGLASS 8OZ,Rolson 11201 8oz Stubby Claw Hammer,5029594103718,5029594112017,False,ROLSON,True,0.861666666666667,300,MEDIUM
2162,PYREX AIR FRYER SQUARE DISH 20X17CM,PYREX PREPWARE â€“ Square Glass Dish 20 x 17 cm â€,3426470301268,-,False,PYREX,True,1.03625,50,MEDIUM
2163,SAMS SCRUMMY GIANT LEG DOG BONE,Dog Bone Giant Roasted Beef Leg Dog Food Dog Feedi,5015302202996,5015302202996,True,-,False,0.776666666666667,50,HIGH
2164,CARAFE .5LT GLASS,"Arcoroc ARC C0199 Carafon Vin Carafe, Glass, trans",26102251102,26102251102,True,-,False,0.761666666666667,50,HIGH
2174,BLUE CANYON LED VANITY MIRROR 17CM X 22CM,Blue Canyon 17cm Free Standing Round Swivel Mirror,5056295702346,-,False,BLUE CANYON,True,1.35624999999999,100,MEDIUM
2177,KILNER BOTTLE SQUARE 1LTR,"Kilner Clip Top Bottle, 1 Litre",5010853253428,-,False,KILNER,True,0.910416666666666,50,MEDIUM
2178,EXTRA SELECT FISH FOOD BLEND BUCKET 5L,"Extra Select Complete Fish Food Blend Tub, 5 Litre",5022245006710,-,False,EXTRA SELECT,True,1.71375,50,MEDIUM
2183,"AMTECH POINTING TROWEL 150M(6"") WITH SOFT GRIP","Amtech G0230 150mm (6"") Pointing trowel with soft ",5032759027644,-,False,AMTECH,True,0.625416666666666,50,MEDIUM
