RowID,Category,Verdict,Confidence,SupplierTitle,AmazonTitle,EAN_clean,EAN_OnPage_clean,ASIN,NetProfit,Adjusted_Profit,Sales,RSU,Pack_Verdict,Key_Evidence,Filter_Reason
191,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,SUPER FAST CLOTHES AND SHIRT LAUNDRY FOLDER,"BoxLegend Clothes Folder T Shirt Folder Board Easy and Fast for Kid and Adult to Fold Clothes Organizer,Black",5060345240085,,B077MKGHXN,7.36833333333333,7.36833333333333,500,1.0,1:1 Match,Title sim 32%; keywords 4,Verify brand/product match
192,FILTERED,FILTERED OUT,70,THL MINI ICE CUBE TRAY WITH LID,"Mini Ice Cube Tray with Lid and Bin, 56 Pcs Ice Cube Trays for Freezer, Ice Cube Mold, Ice Molds Spill-Resistant Removable Lid & Ice Scoop, Ice Mold for Whiskey Cocktail, Tea, Coffee -Blue",8696287160227,,B0DPW28HG7,7.25833333333333,-29.041666666666675,200,56.0,BUNDLE (56x) - LOSS,Potential match but negative profit,Negative adjusted profit £-29.04
193,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,SIL CRAFT STICKERS GEM UNICORN,"EZCRA Easy Arts & Crafts for Kids - Fun Gem Sticker Kit - 8 Unicorn Princess Themes, 990+ Stickers - Diamond Art Kits for Boys & Girls Age 3-8",5024418095231,4897137230020,B0CWLTTZ2G,9.13833333333333,9.13833333333333,100,1.0,1:1 Match,Title sim 23%; keywords 3,Verify brand/product match
194,HIGHLY_LIKELY,HIGHLY LIKELY,85,BBQ KNIFE STAINLESS STEEL,"PAUDIN 12 Inch Carving Knife, Premium Slicing Knife with with High Carbon Stainless Steel for Cutting Smoked Brisket, BBQ Meat, Turkey - Ergonomic G10 Handle",8720573452700,,B09LQ9CQT8,15.7245833333333,15.7245833333333,200,1.0,1:1 Match,Brand 'BBQ' matches,-
201,HIGHLY_LIKELY,HIGHLY LIKELY,85,DUNLOP BICYCLE MINI PUMP,"Electric Bike Pump, 150Psi Portable Bicycle Tire Pump with Digital Pressure Gauge for E-Bike, Road and Mountain Bicycle Pump, Mini Bike Pump with Presta, Schrader, Dunlop Valve Accessories",8711252173559,,B0CL5YG3TW,16.7416666666666,16.7416666666666,900,1.0,1:1 Match,Brand 'DUNLOP' matches,-
210,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,PAN AROMA REED DIFFUSER LIME GINGER,"Sweet Ginger & Lime Reed Diffuser - Clyde Candles, Luxury Diffuser Oil with a Set of 7 Fibre Sticks, Best Aroma Scent for Home, Kitchen, Living Room, Bathroom. Fragrance Diffusers set with sticks",5053249251783,644221040973,B0751YB35L,8.915,2.4349999999999987,100,7.0,BUNDLE (7x) - OK,Title sim 22%; keywords 5,Verify brand/product match
216,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,THL LARGE DISH DRAINER,"7 code Large Dish Drying Rack for Kitchen Counter,Detachable Large Capacity Dish Drainer Organizer with Utensil Holder,2-Tier Dish Drying Rack with Drain Board,Black",8697722502305,6977718350632,B0B3QTRP8X,9.76,9.76,600,1.0,1:1 Match,Title sim 20%; keywords 3,Verify brand/product match
217,FILTERED,FILTERED OUT,70,BBQ TOOL SET 3PCE,"VonHaus BBQ Tool Set with Case, 25Pcs BBQ Accessories Kit Including Spatula, Fork, Tongs, Thermometer, Barbecue Grill Mat, Basting Brush & Cleaner, Heavy Duty Utensils for Outdoor Cooking",8721037348706,5056115737039,B0CX67VB8X,16.4716666666666,-2.712333333333401,200,8.333333333333334,BUNDLE (8x) - LOSS,Potential match but negative profit,Negative adjusted profit £-2.71
218,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,BRIGHT & HOMELY HANGERS VELVET NON SLIP GREY 5 PACK,50 Non Slip Velvet Hangers | Heavy Duty Grey Felt Coat Hangers |360 Degree Swivel Hooks |Premium Space Saving Design,5050796009874,5060659231687,B09KVDL3P7,9.04833333333333,9.04833333333333,400,1.0,1:1 Match,Title sim 23%; keywords 5,Verify brand/product match
221,FILTERED,FILTERED OUT,70,DEKTON HANDLE MANHOLE KEY 2PC SET,"ROUGHNECKÂ® Universal Manhole Key Set, 13 Pieces: 2 Handles, 11 Keys (6 Types) and Carry Case",5055441458601,5057902120010,B0DPR7Q4P5,30.8933333333333,-35.778666666666695,100,13.0,BUNDLE (13x) - LOSS,Potential match but negative profit,Negative adjusted profit £-35.78
226,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,BROOKSTONE EXPANDING CAR SPONGE 2PC,Newcastle Pint Glass,5055441416830,,B0BG8XD59D,10.1416666666666,10.1416666666666,200,1.0,1:1 Match,Title sim 36%; keywords 0,Verify brand/product match
227,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,2 Pack Dog Squeaky Toys,"2-Pack Squeaky Dog Toys, Long Crinkle Tail with Treat Dispenser Pockets Plush Interactive Puzzle Toys for IQ Snuffle Foraging Training, Suitable for Small Medium & Large Dogs to Keep Them Busy",5060226034390,,B0FL7M9TBG,8.76166666666666,8.76166666666666,100,1.0,1:1 Match,Title sim 17%; keywords 3,Verify brand/product match
229,FILTERED,FILTERED OUT,70,SMART CHOICE CHICKEN/RICE DOG TREAT,Good Boy Chicken & Rice Sticks - Low Fat Natural Dog Treats - Rawhide Free Recipe - Bulk Box - 10 x 90g,5052516214827,,B09YDCHRMC,11.5099999999999,-4.2580000000001,300,10.0,1:1 Match (dimensions),Potential match but negative profit,Negative adjusted profit £-4.26
233,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,APOLLO STAINLESS STEEL GARLIC PRESS,"No Peeling Required Garlic Press Stainless Steel with Detachable Handle for Fine Mincing - Premium Garlic Mincer Tool, Rust-Proof, Easy to Clean, Dishwasher Safe Garlic Crusher with 5-Year Warranty",5026180058254,,B08WHLDMNX,13.0012499999999,13.0012499999999,700,1.0,1:1 Match,Title sim 27%; keywords 4,Verify brand/product match
234,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,TERRACOTTA  HALF POT 20CM,Green Thumbz Terracotta Plant Pots - 20cm x 2 Pack Large Terracotta Pots with Saucer and Drainage Hole - Flower Pots Outdoor or Indoor Use - Brown Clay Pot with Tray,5021346493092,,B0FFHJKPF5,13.0012499999999,10.913249999999898,50,2.0,1:1 Match (dimensions),Title sim 20%; keywords 3,Verify brand/product match
235,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,WORLD OF PETS CAT LITTER SCENTED 3LT,World's Best Cat Litter 28lb (12.7kg) Lavender Scented,5052516216876,,B009S64OI6,16.1383333333333,16.1383333333333,800,1.0,1:1 Match,Title sim 60%; keywords 3,Verify brand/product match
236,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,BOWL GLASS FLOWER 15CM 4 ASSORTED COLOURS,"YOUEON 4 Pack Small Glass Bubble Bowl Vases, 15 cm Glass Terrarium Bowls Fish Bowls, Round Candle Holders, Globe Flower Vase Centerpiece for Wedding Event Home Decor",8721037513562,,B094QZQXS4,9.39166666666666,5.39566666666666,50,4.0,1:1 Match (dimensions),Title sim 25%; keywords 3,Verify brand/product match
240,HIGHLY_LIKELY,HIGHLY LIKELY,85,MASONARY DRILL BIT SET 5PC,"BGTEC Serrated Carbide Masonry Drill Bit Set - 5PCS 5/6/8/10/12MM Multi-Purpose Wood Drill Bits for Masonry, Wood, Plastic, Brick, Tile, Glass, Concrete & Marble",5056338359377,,B0F47LT53C,7.755,3.723,100,5.0,1:1 Match (dimensions),Brand 'MASON' matches,-
242,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,BLACKSPUR 5 PCE SPANNER SET OPEN END,"DURATECH Double Open End Spanner Set, Super-Thin Open Ended Wrench Flat Spanner Set for Narrow Space, Carbon Steel, Mirror-Chrome Plated, 8-Piece, Metric, 5.5 mm-27 mm, with Carry Pouch",5017403382584,,B09XR4583G,12.3629166666666,12.3629166666666,100,1.0,1:1 Match,Title sim 26%; keywords 4,Verify brand/product match
246,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,PRIMA CHOPPER STAINLESS STEEL,Fullstar Onion Chopper for Vegetables - Stainless Steel Manual Hand Food Chopper With Nut and Vegetable Press - Silver,5038673184722,5060576111246,B091YS1PSX,7.17833333333333,7.17833333333333,400,1.0,1:1 Match,Title sim 35%; keywords 3,Verify brand/product match
250,FILTERED,FILTERED OUT,70,CHRISTMAS GIFT BAG X LARGE 3PC FUN CHARACTER,"LECONCES Large Christmas Drawstring Gift Bags, 30 PCS Xmas X-Large,Large,Medium and Small Wrapping Bags, 8 Design Xmas Bags for Christmas Party, Presents, Holiday",5015934919279,,B0CDQH4DHQ,6.92791666666666,-18.47608333333334,700,30.0,BUNDLE (30x) - LOSS,Potential match but negative profit,Negative adjusted profit £-18.48
251,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,APOLLO GLASS SPICE JARS FLIP-TOP,"Oak & Steel - 12 Mini Clip Top Glass Spice Storage Jars - 100 ml Glass Canister Containers with Lids, 24 Labels and Chalk Pen (8 x 5cm) - Perfect for Spice Storage, Jam, Honey, Gifting",5026180016902,5060630693961,B08SMNDX5Z,6.595,6.595,400,1.0,1:1 Match,Title sim 25%; keywords 3,Verify brand/product match
252,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,ASHLEY OVER THE DOOR HANGER DOUBLE HOOK,"WEBI Over The Door Hook,Over Door Towel Rack,Door Hanger,Over Door Hanger Coat Rack,6 Hooks for Hanging Clothes,Towels,Behind Back of Bathroom,White",5017403099673,,B0825LG4J1,7.50833333333333,7.50833333333333,500,1.0,1:1 Match,Title sim 31%; keywords 3,Verify brand/product match
253,HIGHLY_LIKELY,HIGHLY LIKELY,85,CHRISTMAS PIPE CLEANERS 40PC,PLULON 60 Sets Christmas Crafts for Kids Christmas Beaded Ornament Kit Tri Beads with Pipe Cleaners Craft Bead Wreath Snowman Candy Cane for Xmas Party Tree Hanging Decorations,5056170340526,,B0CLCBL6DT,5.67041666666666,5.67041666666666,100,1.0,1:1 Match,Brand 'CHRISTMAS' matches,-
254,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,PPS PLASTIC 4 CONTAINERS & LID RECT 650ML,"Caterserve 25 Takeaway Plastic Containers With lids 650ml - Microwave and Dishwasher safe - Ideal for Food storage and Meal Prep - BPA free,recyclable,reusable",50304811930217,5060659231885,B0BTZDR9GD,5.985,5.985,300,1.0,1:1 Match,Title sim 31%; keywords 3,Verify brand/product match
256,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,PRO COOK ULTIMATE CARBON STEEL WOK 34CM,"YOSUKATA Carbon Steel Woks and Stir Fry Pans 34 cm - Traditional Chinese Japanese Wok with Flat Bottom - Compatible with Induction, Electric, Ceramic, Gas cooktops, and Open Flame, BBQ, Grill",5055490624705,,B084DQYNNM,31.2816666666666,31.2816666666666,300,1.0,1:1 Match,Title sim 23%; keywords 3,Verify brand/product match
260,FILTERED,FILTERED OUT,70,UNIQUE ROUND WHITE TABLE COVER 84IN,PLULON 10Pack Round Plastic Tablecloths White Table Cover 84 inch Waterproof PEVA Tablecloth Bulk for Birthday Wedding Picnic Home Party Table Decorations,11179500215,,B09ZL3VWP6,7.23833333333333,-1.5096666666666696,200,10.0,1:1 Match (dimensions),Potential match but negative profit,Negative adjusted profit £-1.51
264,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,THL BABY BATH SEAT,"Baby Bath Seat 6 Months Plus,Sit Up Bath Seat with Temperature Alert,Baby Bath Chair for Babies 6 Months+,Baby Bath Support Toddler Bath tub seat with Open Backrest+4 Suction Cup Grey",8696287111045,,B0DYYDR55Z,15.8329166666666,15.8329166666666,300,1.0,1:1 Match,Title sim 14%; keywords 3,Verify brand/product match
267,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,THL PLASTIC 8 PLATE 10 INCH,"Wrova Unbreakable Plastic Plates 10 Inch Set of 8 Unbreakable Dinner Plate for Kitchen, Deep Dinner Plates - Dishwasher & Microwave Safe Plate, Reusable Lightweight Plates Sets(Vivid Mix)",8681873025035,,B0DK1M1LW1,6.74833333333333,0.6163333333333307,50,8.0,1:1 Match (dimensions),Title sim 21%; keywords 3,Verify brand/product match
269,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,PRIMA MULTI SHOWERHEAD CHROME,Lara | Multi Spray Shower Head - Chrome,5038673230474,,B00569FG1S,10.365,10.365,100,1.0,1:1 Match,Title sim 76%; keywords 2,Verify brand/product match
270,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,DEKTON CABLE TIES BLACK 100PCS 4.8MMX300MM,"XINGO Black Cable Ties Pack of 1000, 300mm x 4.8mm, Premium Nylon Durable Zip Ties, Self-Locking UV Resistant Nylon Plastic Wire Ties for Indoor and Outdoor",5055441434247,,B0B716C1PG,11.395,11.395,50,1.0,1:1 Match,Title sim 28%; keywords 3,Verify brand/product match
272,FILTERED,FILTERED OUT,70,SAMS SCRUMMY KNUCKLE BONE DOG TREAT,"T.Forrest British Roasted Beef Knuckle Bones for Dogs (12 Pack) - 100% Natural, Long Lasting, Grain Free Dog Treats",5015302202934,5030303023906,B087Q32M8T,7.26833333333333,-3.819666666666671,400,12.0,BUNDLE (12x) - LOSS,Potential match but negative profit,Negative adjusted profit £-3.82
278,FILTERED,FILTERED OUT,70,KINGFISHER PLASTIC CHAMPAGNE 6 GLASSES,"Tosnail 18 Pack 6oz Plastic Champagne Flutes Champagne Glasses, 180ml Resuable Plastic Wine Glasses, Clear Wine Cups, Tall Drinking Cups for Parties",5013478110077,,B0BZRXPX2M,6.89499999999999,-9.629000000000012,100,18.0,1:1 Match (dimensions),Potential match but negative profit,Negative adjusted profit £-9.63
280,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,PPS PLASTIC 5 CONTAINERS & LID ROUND 650ML,"Caterserve 25 Takeaway Plastic Containers With lids 650ml - Microwave and Dishwasher safe - Ideal for Food storage and Meal Prep - BPA free,recyclable,reusable",5030481930232,5060659231885,B0BTZDR9GD,5.925,5.925,300,1.0,1:1 Match,Title sim 31%; keywords 3,Verify brand/product match
282,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,HAND SCRUBBING BRUSH & HANDLE ADORN,"NCaan 2pk Deluxe Hand Scrubbing Brush Heavy Duty with Stiff Bristles & Non-Slip Soft Grip Handle-Household Cleaning Brush for Indoor & Outdoor, Bathroom, Kitchen, Carpet, Floor, Bath,Car (Assorted, 2)",6923456782983,7426999044369,B084Z75XP6,5.575,5.575,50,1.0,1:1 Match,Title sim 20%; keywords 3,Verify brand/product match
287,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,ASHLEY SUCTION BATHROOM BASKET,ilikable Vacuum Shower Caddy Suction Cup No-Drilling Removable Waterproof Bathroom Wall Shelf Shower Basket Storage Organizer for Shampoo Conditioner Razors Soap - White,5017403119531,,B07PFK126W,6.81791666666666,6.81791666666666,400,1.0,1:1 Match,Title sim 29%; keywords 3,Verify brand/product match
291,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,EOTIA FOOD CHOPPER 400ML,Quest Mini Food Processor / 400ml Capacity/Electric Fruit & Vegetable Chopper for Kitchen/Stainless Steel Dual Blade / 2 Speed Settings / 350W (31550),6923456815483,5025301315504,B0FMHLFTYX,11.375,11.375,50,1.0,1:1 Match,Title sim 22%; keywords 3,Verify brand/product match
292,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,ECO WISE PAPER CUPS LIDS 12OZ PK25,50-12oz (340ml) Disposable Biodegradable & Compostable Paper Coffee Cups with Compostable Sip Lids (12oz (340Ml) 50 Pack),5060743590881,,B07M7FF42H,6.09791666666666,5.24591666666666,50,2.0,1:1 Match (dimensions),Title sim 37%; keywords 3,Verify brand/product match
294,FILTERED,FILTERED OUT,70,MASON MINI CAR BLADE FUSE ASSORTMENT,"JOREST 360Pcs Car Fuse Assortment Kit, 160 Mini Blade Fuses Automotive + 90 Standard Auto Fuses + 50 Micro Fuse + 60 Micro2 â€“ for RV/Truck/Motorcycle(2A 3A 5A 7.5A 10A 15A 20A 25A 30A 35A 40A)",5060298503602,,B0F5H9YKWX,6.69166666666666,-355.18033333333335,100,360.0,BUNDLE (360x) - LOSS,Potential match but negative profit,Negative adjusted profit £-355.18
298,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,DEKTON RATCHET TIE DOWN,"Auto-Retract Ratchet Tie Down Straps (2-Pack) â€“ 600kg Max Break Strength, Includes (2) 2.5cm x 3m Straps with Ergonomic Padded Handles",5055441406008,5060079032796,B0DJQRRNK5,14.6816666666666,14.6816666666666,400,1.0,1:1 Match,Title sim 24%; keywords 3,Verify brand/product match
299,HIGHLY_LIKELY,HIGHLY LIKELY,85,SUPERIOR ROUND 10 CONTAINER & LID 2 OZ,"Superior 20-Pack 16oz Microwave Containers With Lids â€“ Durable Crack-Resistant Clear Round Food Containers With Lids - Food Storage Containers - Leak Proof, Meal Prep Containers",5060357992750,5060357992415,B07MZ2Z9GL,5.30166666666666,5.30166666666666,100,1.0,1:1 Match,Brand 'SUPERIOR' matches,-
304,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,Cat Lead & Harness,"Cat Harness and Lead Set, Escape-Proof Kitten Harness with Retractable Cat Lead, 5m/16.4 Ft Automatic Extendable Cat Leash for Dogs Puppy Pets Walking (blue, S)",5060226010059,,B0C8JDVRRF,6.02166666666666,6.02166666666666,50,1.0,1:1 Match,Title sim 17%; keywords 3,Verify brand/product match
312,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,JAUNTY SPARKLING CANDLES 18PC,Henbrandt 24 x SILVER Ice Sparkling Fountain Candles (Packs of 2) - 48 Total.,5055566908845,5050203391226,B009SMVJMO,6.435,6.435,100,1.0,1:1 Match,Title sim 43%; keywords 2,Verify brand/product match
313,HIGHLY_LIKELY,HIGHLY LIKELY,85,SUPERIOR ROUND 10 CONTAINER & LID 4 OZ,Superior 32oz Food Containers With Lids â€“ 20-Pack Durable Crack-Resistant Clear Round Deli Containers With Lids -Microwave Safe Leak-Proof Meal Prep Containers - Perfect for Food Storage,5060357992767,5060357992422,B0DKD8V7F6,5.645,5.645,100,1.0,1:1 Match,Brand 'SUPERIOR' matches,-
322,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,BRIGHT & HOMELY BYPASS LOPPER,Spear & Jackson 8090RS Razorsharp Telescopic Ratchet Bypass Lopper,5050796010528,,B0006UF6BC,11.6216666666666,11.6216666666666,300,1.0,1:1 Match,Title sim 44%; keywords 2,Verify brand/product match
