RowID,ASIN,Category,Confidence,SupplierEAN,AmazonEAN,SupplierTitle,AmazonTitle,SupplierPrice,SellingPrice,NetProfit,ROI,Sales,PackVerdict,AdjustedProfit,FilterReason,KeyEvidence
37,B0FP2P7WNL,NEEDS_VERIFICATION,70,11179373161,,UNIQUE CANDLE NUMBER W/DECOR 6,"Lehoo Castle Dino Construction Truck Sit and Spin Toys for Toddlers 1-3 Boys, 360Â° Toddler Spinning Seat with Lights and Music, Sensory Toys Christmas Birthday Gift for Kids Age 2 3 4 5",0.708,45.99,24.655,21.627192982456098,300,1:1 Match,24.655,-,Supplier brand: UNIQUE
38,B0C7FJY9SL,NEEDS_VERIFICATION,70,5050796011778,,BRIGHT & HOMELY STAINLESS STEEL SCOURER 4 PIECES,"Pristar Remote Control Car Hand Gesture Controlled Car, 1:14 RC Stunt Auto 360Â° Rotation 3 Control Methods 2.4 GHz Drift Glove Controlled Cars Gift Toy for Kids Boy Girls Age 5 6 7 8 9 10 11 12",0.744,42.99,24.965,21.3376068376068,400,1:1 Match,24.965,-,Supplier brand: BRIGHT & HOMELY
39,B0CQP7TT72,NEEDS_VERIFICATION,70,5019923202892,,SECURPAK POZI COUNTERSUNK SCREWS ZP 5X60MM,"Premium Baby Toys for 6-18 Months, 8 in 1 Montessori Toys Set, Educational Learning Toys for Toddlers 1-3 Years Old Trendy Babies Gifts for Boys & Girls",0.792,39.99,24.70625,20.418388429752,50,1:1 Match,24.70625,-,Supplier brand: SECURPAK
40,B00YA95TZI,NEEDS_VERIFICATION,70,5055441463407,609613846212,DEKTON MASONRY DRILL BIT 5MM X 85MM,Mydome Light Switch Timer â€“ Police Approved Retro Fit Timer Switch - A No Wiring Home Security Lighting & Burglar Deterrent,0.48,32.99,19.2516666666666,20.2649122807017,200,1:1 Match,19.2516666666666,-,Supplier brand: DEKTON
42,B0BPLGMW1B,NEEDS_VERIFICATION,70,5052578022309,,BETTINA SPONGE CELLULOSE 3 SCOURER,OLEVS Mens Watches Designer Calendar Dress Metal Stainless Steel Quartz Analog Waterproof Luminous Wrist Watch Gent Large,0.852,42.77,25.1916666666666,19.9933862433862,100,1:1 Match,25.1916666666666,-,Supplier brand: BETTINA
44,B0FGHZB8FM,NEEDS_VERIFICATION,70,5055706641137,717710483480,DLUX PRO KLEEN 2 IN 1 MICROFIBRE FLAT MOP WITH HEAD CHENILLE,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",4.296,129.0,80.58,19.5108958837772,50,1:1 Match,80.58,-,Supplier brand: DLUX
45,B0BGK57HPC,NEEDS_VERIFICATION,70,6260573000843,5038061143195,OPAL SQUARE SOUP PLATE WHITE,"George Foreman Immersa Medium Electric Grill [Removable Control Panel allows grill machine to be fully washable & dishwasher safe, Energy saving, Healthy, Toastie, Panini, Hot plate, BBQ] Black 28310",1.02,49.5,27.0999999999999,19.3571428571428,400,1:1 Match,27.0999999999999,-,Supplier brand: OPAL
46,B0CQP7TT72,NEEDS_VERIFICATION,70,5012128554223,,GIFTMAKER AIR DRY CLAY ELF,"Premium Baby Toys for 6-18 Months, 8 in 1 Montessori Toys Set, Educational Learning Toys for Toddlers 1-3 Years Old Trendy Babies Gifts for Boys & Girls",0.876,39.99,24.63625,19.2470703125,50,1:1 Match,24.63625,-,Supplier brand: GIFTMAKER
47,B0DL47ZJR2,NEEDS_VERIFICATION_FILTERED,70,5013174024821,705736243089,ABBEY HAND SPRAY 750ML,"Mould King V8 Engine Building Blocks Sets, 10171 MOC Scale Model Kit with Battery and Motor, Collectible Set for Adults, Construction Toys for Teens(487 Pcs)",1.236,50.99,30.1616666666666,19.0896624472573,100,Bundle (487x) - LOSS,-570.5343333333334,Adjusted profit £-570.53,Supplier brand: ABBEY
48,B07YWB6QGR,NEEDS_VERIFICATION,70,5052579034968,,BETTINA SCOURER 6 MIXED SCOURERS,OLEVS Men Watch Leather Strap Classic Dress Large Face Analog Quartz Date Luminous Waterproof Gents Wrist Watch,0.804,38.77,23.1983333333333,19.0150273224043,50,1:1 Match,23.1983333333333,-,Supplier brand: BETTINA
49,B0FGHZB8FM,NEEDS_VERIFICATION,70,5013174012392,717710483480,WET FLOOR SIGNS ABBEY,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",4.44,129.0,80.46,18.931764705882298,50,1:1 Match,80.46,-,Supplier brand: ABBEY
50,B0BXLRLC9T,NEEDS_VERIFICATION,70,8006540937594,4242003943359,FAIRY WASHING UP LIQUID MAX POWER ORIGINAL 440ML PK8,"SIEMENS EQ6 plus S300, Fully Automatic Bean to Cup Espresso Coffee Machine with Cappuccinatore milk system, 11 beverages, Ceramic Grinder, Large Touchscreen Display, TE653M11GB, Titanium",14.772,381.65,241.011666666666,18.7411871435977,200,1:1 Match,241.011666666666,-,Supplier brand: FAIRY
53,B0FGHZB8FM,NEEDS_VERIFICATION,70,5010353324291,717710483480,MINKY FLAT MOP,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",4.704,129.0,80.24,17.9507829977628,50,1:1 Match,80.24,-,Supplier brand: MINKY
54,B076LL6Z8D,NEEDS_VERIFICATION,70,5017403134084,,ASHLEY 2 PCE SHOESHINE SET,"Stone & Clark 12PC Shoe Polish & Care Kit, Leather Shoe Shine Kit with Brown Wax, Shoe Brushes for Polishing",1.008,39.99,24.52625,17.6447841726618,100,1:1 Match,24.52625,-,Supplier brand: ASHLEY
59,B09LGTWHKF,NEEDS_VERIFICATION,70,3838952023870,4820184121324,PALOMA 2PLY IVORY 50 NAPKINS 40X40CM,"UGEARS Sky Watcher Tourbillon Table Clock - 3D Wooden Puzzles For Adults, Wooden Model Kits for Adults to Build - Astronomical Mechanical DIY 3D Puzzle Clock, 3D Puzzles Adult",1.872,60.15,35.635,16.888625592417,100,1:1 Match,35.635,-,Supplier brand: PALOMA
64,B0C3LYMSZ5,NEEDS_VERIFICATION,70,5033601868323,,EUROWRAP TISSUE PAPER 6SHTS LIGHT BLUE,"Toddler Toys for 2 3 4 5 6 Years Old Boys, Die-Cast Transport Truck Car Toys 61-Inch Race Track for Boys Kids, Toddler Car Toys Set for Kids Boys Girls",0.468,26.99,15.7679166666666,16.7743794326241,100,1:1 Match,15.7679166666666,-,Supplier brand: EUROWRAP
65,B07WZRM6WK,NEEDS_VERIFICATION,70,5024418052029,,SIL CRAFT STICKERS UNICORN,"BEZGAR TB141 Remote Control Cars - 1:14 Scale RC Car, 2WD 20KM/H All-Terrains Toy Off Road Vehicle Monster Truck with Two Rechargeable Batteries for Boys Kids Adults and Girls, Red",1.008,42.99,23.115,16.6294964028776,200,1:1 Match,23.115,-,Supplier brand: SIL
67,B07CT3TVNT,NEEDS_VERIFICATION,70,3838952032452,48296309469,PALOMA CHRISTMAS NAPKINS 3 PLY 20 PACK ASSORTED DESIGNS,"Laplink PCmover Professional 11 - Migration of your Applications, Files and Settings from an Old PC to a New PC - Data Transfer Software - Optional High Speed Ethernet Cable - 1 License",1.14,41.95,24.3983333333333,16.2655555555555,100,1:1 Match,24.3983333333333,-,Supplier brand: PALOMA
69,B07YWB6QGR,NEEDS_VERIFICATION,70,5052578011211,,BETTINA BATH 4 SPONGES ROUNDED,OLEVS Men Watch Leather Strap Classic Dress Large Face Analog Quartz Date Luminous Waterproof Gents Wrist Watch,1.08,38.77,22.9683333333333,15.840229885057399,50,1:1 Match,22.9683333333333,-,Supplier brand: BETTINA
70,B07NT77GT8,NEEDS_VERIFICATION,70,6923456800571,855462008824,ADORN FOLDING BAG ASSORTED COLOURS,"TREKOLOGY YIZI GO Camping Chair for Adult â€“ Compact, Foldable, Lightweight 0.9 kg, 136 kg Capacity, Durable Aluminum, Quick Setup, Ideal for Backpacking, Beach, and Outdoor Adventures (Black)",1.14,40.99,23.2583333333333,15.5055555555555,100,1:1 Match,23.2583333333333,-,Supplier brand: ADORN
72,B0FR64NK66,NEEDS_VERIFICATION,70,5038673686202,,MARKSMAN STAINLESS STEEL HOOKS 5PCE,"Morphy Richards EverCosy Premium Fleece Heated Electric Under Blanket, Teddy, Double, 150x122cm, 9 Settings, Adjustble Timer, 3p/hour Cost, Machine Washable, Auto Shut Off, 600021",1.008,34.99,20.9845833333333,15.0968225419664,50,1:1 Match,20.9845833333333,-,Supplier brand: MARKSMAN
75,B09P58TDMW,NEEDS_VERIFICATION,70,5053844267714,,PREMIER COLOUR YOUR OWN CHRISTMAS KEYRING SET (6 ASSORTED DESIGNS),"Safety First Aid Group Workplace First Aid Kit (Small 1-10 Persons) Economy HSE-Compliant with Inspection Tags, Wall Bracket, Extra Plasters",0.876,32.0,18.9766666666666,14.8255208333333,400,1:1 Match,18.9766666666666,-,Supplier brand: PREMIER
80,B0FQHQH4Q5,NEEDS_VERIFICATION,70,5050796010498,,BRIGHT & HOMELY WOODEN PEGS 36 PACK,"LED Batten Light Under Cabinet Lights with Plug in. Fluorescent Strip Light 3000-6500K Dimming and Color. with Wireless Control Panel and Remote Control.15W for Garage,Closet,Office,Shed (40CM-1PCS)",0.744,29.99,16.0716666666666,13.736467236467199,50,1:1 Match,16.0716666666666,-,Supplier brand: BRIGHT & HOMELY
84,B0FCM9Z123,NEEDS_VERIFICATION,70,5026180069403,,APOLLO GLASS CHOPPING BOARD CLEAR 28X38,Saker Cordless Leaf Blower Portable Dust Cleaner Handheld Blower 180000 RPM with Adjustable Speed for Lawn Care and Dust Patio Cleaning 2 Batteries Green with Case,2.76,69.99,38.055,13.352631578947301,100,1:1 Match,38.055,-,Supplier brand: APOLLO
85,B0FRFRH3SG,NEEDS_VERIFICATION,70,5030481160050,,ECO BAMBOO DISH BRUSH ROUND,"Wireless Gaming Headset for PS5, PS4, PC, Switch, Mac, 2.4 GHz Wireless & 5.4 Bluetooth Gaming Headphones with Mic ENC Noise Cancelling, 50mm Drivers, 3D Stereo Sound, 50H Battery, Foldable",1.2,33.99,20.11625,12.9782258064516,100,1:1 Match,20.11625,-,Supplier brand: ECO
86,B0BJCWBBVB,NEEDS_VERIFICATION,70,11179190331,689908947299,UNIQUE CANDLES GLITTER 12 ASSORTED COLS,"Smasiagon Magnetic Drawing Board Kids - Baby Girls Toys Ages 1-3, Portable Doodle Pad Educational Toys for 1 2 3 Year Old Toddler Girl Boy Birthday Gift (Pink)",0.54,24.99,12.9249999999999,12.925,500,1:1 Match,12.9249999999999,-,Supplier brand: UNIQUE
88,B07YWB6QGR,NEEDS_VERIFICATION,70,5052578045209,,BETTINA MICROFIBRE FLICK DUSTER,OLEVS Men Watch Leather Strap Classic Dress Large Face Analog Quartz Date Luminous Waterproof Gents Wrist Watch,1.476,38.77,22.6383333333333,12.7181647940074,50,1:1 Match,22.6383333333333,-,Supplier brand: BETTINA
89,B0FS1K5WQH,NEEDS_VERIFICATION,70,5052516111348,,SMART CHOICE RUBBER BALL DOG TOY,"Cheerble Smart Interactive Dog Toys - Wicked Ball AIR, Automatic Moving Bouncing & Rotating Dog Ball with E-TPU Material, IPX7, USB-C Rechargeable, Active Rolling Balls for Medium-Large Dogs - Blue",1.608,39.98,24.0191666666666,12.7085537918871,200,1:1 Match,24.0191666666666,-,"Supplier brand: SMART CHOICE; Common: BALL, SMART, DOG"
92,B0BBGQ2GLZ,NEEDS_VERIFICATION,70,5026180016858,,APOLLO WOODEN UTENSIL SET ASSTD,"Wooden Utensil Set - 10 Pcs Teak Wooden Spoon Kitchen Utensils Set for Nonstick Pans & Cookware. Non-Scratch, Heat Resistant, Comfortable Grip. Includes Cooking Spatula",2.004,45.99,27.94625,12.588400900900899,400,Bundle (10x) - OK,9.910249999999998,-,"Supplier brand: APOLLO; Common: SET, UTENSIL, WOODEN"
93,B0CQP7TT72,NEEDS_VERIFICATION,70,9333527745026,,FESTIVE MAGIC PASTEL SANTA WATERBAALL 45MM,"Premium Baby Toys for 6-18 Months, 8 in 1 Montessori Toys Set, Educational Learning Toys for Toddlers 1-3 Years Old Trendy Babies Gifts for Boys & Girls",1.476,39.99,21.965,12.3398876404494,50,1:1 Match,21.965,-,Supplier brand: FESTIVE
94,B095RYQRP3,NEEDS_VERIFICATION,70,5030481960147,,PPS WINE DRINK 5 GOBLETS,"Kingrol 6 Pack 10oz Wine Glasses Goblets, 300ml Vintage Water Glasses, Romantic Mixed Drink Glasses for Party, Daily Use",0.744,29.99,14.0016666666666,11.9672364672364,100,Bundle (6x) - OK,10.281666666666599,-,"Supplier brand: PPS; Common: WINE, DRINK"
96,B0FRFRH3SG,NEEDS_VERIFICATION,70,50304811690074,657381061429,ECO BAMBOO DISH BRUSH RECTANGULAR,"Wireless Gaming Headset for PS5, PS4, PC, Switch, Mac, 2.4 GHz Wireless & 5.4 Bluetooth Gaming Headphones with Mic ENC Noise Cancelling, 50mm Drivers, 3D Stereo Sound, 50H Battery, Foldable",1.2,33.99,18.485,11.9258064516129,100,1:1 Match,18.485,-,Supplier brand: ECO
97,B0FRFRH3SG,NEEDS_VERIFICATION,70,50304811690036,657381061429,ECO BAMBOO SCRUB BRUSH,"Wireless Gaming Headset for PS5, PS4, PC, Switch, Mac, 2.4 GHz Wireless & 5.4 Bluetooth Gaming Headphones with Mic ENC Noise Cancelling, 50mm Drivers, 3D Stereo Sound, 50H Battery, Foldable",1.2,33.99,18.485,11.9258064516129,100,1:1 Match,18.485,-,Supplier brand: ECO
99,B0BJTY4RLJ,NEEDS_VERIFICATION,70,8682655106935,,THL LINEA ROUND BOWL 3L ASSORTED COLOURS,"vancasso Bonita Pasta Bowls 38 oz, Large Ceramic Salad Bowls, Pasta Bowl Set of 6, Microwave & Dishwasher Safe Soup Bowls, Serving Bowls, Cool Colors",1.308,32.99,19.3179166666666,11.779217479674701,100,Bundle (6x) - OK,12.777916666666602,-,Supplier brand: THL; Common: BOWL
107,B004N9BSQE,NEEDS_VERIFICATION,70,5038673231037,5012095076711,PRIMA PLUNGER WOODEN LARGE,Spear & Jackson 8290RS Razorsharp Advance Heavy Duty Telescopic Ratchet Anvil Lopper,0.876,30.89,14.6616666666666,11.4544270833333,600,1:1 Match,14.6616666666666,-,Supplier brand: PRIMA
108,B0BJTVLVX4,NEEDS_VERIFICATION,70,8682655106911,,THL LINEA ROUND BOWL 2L ASSORTED COLOURS,"vancasso Bonita Pasta Bowls 38 oz, Large Ceramic Salad Bowls, Pasta Bowl Set of 6, Microwave & Dishwasher Safe Soup Bowls, Serving Bowls, Warm Colors",1.008,32.99,15.8116666666666,11.3752997601918,300,Bundle (6x) - OK,10.7716666666666,-,Supplier brand: THL; Common: BOWL
109,B07MMYFSNY,NEEDS_VERIFICATION,70,6923456816268,753936290037,ADORN DEEP BOWL 5INCH,"LIFVER Deep Soup Bowls Porcelain 20oz, 600 ml Large Cereal Bowl Ceramic, Serving Bowls for Tapas, Dessert, Curry, Ramen, Snack, Breakfast, Dishwasher, Microwave & Oven Safe - Multicolour",0.672,26.99,12.6116666666666,11.3618618618618,50,1:1 Match,12.6116666666666,-,"Supplier brand: ADORN; Common: DEEP, BOWL"
110,B0FCLZWDT7,NEEDS_VERIFICATION,70,8682655100254,6977718359581,THL STORAGE BOX RECT 1200ML,"Storage Boxes with Lid - Plastic Storage Bins with 1 Lid,28L*4Tier Clear Stackable Storage Boxes with Wheels,Large Bins Organizer for Bedroom Living Room Bathroom, Clear",1.548,36.98,20.8866666666666,11.351449275362299,200,1:1 Match,20.8866666666666,-,Supplier brand: THL; Common: STORAGE
113,B0F8J3S5HW,NEEDS_VERIFICATION,70,11179373185,,UNIQUE CANDLE NUMBER W/DECOR 8,"Shayson Whack a Mole Game, Interactive Constructive Smack Moles Game Playmat with Sound for 2 3 4 5 6 Years Old Kids, Boys Girls Interactive Toys with 2 Hammers, Educational Game for Toddlers (Green)",0.708,22.99,12.7345833333333,11.1706871345029,400,1:1 Match,12.7345833333333,-,Supplier brand: UNIQUE
116,B0DK6VD1QF,NEEDS_VERIFICATION,70,5019200019892,,PRODEC SLANT CUT LINING FITCH 1/2 in,"Magnetic Stylus Pen for Remarkable 2 Pen Replacement with Soft Digital Eraser + 5 Tips,Digital Stylus with Eraser for Remarkable,Alternative Marker Plus,4096 Pressure Sensitivity",0.936,25.49,14.2616666666666,10.723057644110199,50,1:1 Match,14.2616666666666,-,Supplier brand: PRODEC
117,B004N9BSQE,NEEDS_VERIFICATION,70,5038673230184,5012095076711,PRIMA SOFT TIP BRUSHES 3PK,Spear & Jackson 8290RS Razorsharp Advance Heavy Duty Telescopic Ratchet Anvil Lopper,0.972,30.89,14.5816666666666,10.7218137254901,600,1:1 Match,14.5816666666666,-,Supplier brand: PRIMA
118,B0DHK95CBX,NEEDS_VERIFICATION,70,5056683915365,746566913162,PUREBREED PUPPY TRAINING PADS 40X50CM PACK OF 10,"Cherry Blossom Tree House Micro Building Blocks Set,Peach Blossom Pond Flowers Bricks Architecture Kit with LED Light Gifts for Adults and Kidsï¼ˆ2500+Piecesï¼‰",0.852,25.99,13.3583333333333,10.6018518518518,300,1:1 Match,13.3583333333333,-,Supplier brand: PUREBREED
119,B0FDQL9JFL,NEEDS_VERIFICATION,70,11179373116,,UNIQUE CANDLE NUMBER W/DECOR 1,"BlueSwan Craft Kits for Kids, DIY Fabric Flowers Bouquets Toys, Flower Press Textile Kit, Poke-in Arts and Crafts Gifts for 4-12 Year Old Girls, ADHD, Parent-Child Educational Interactive STEM Toy",0.708,21.99,12.02625,10.549342105263099,500,1:1 Match,12.02625,-,Supplier brand: UNIQUE
122,B001INKFV2,NEEDS_VERIFICATION,70,5056239423184,,RYSONS CLOTHES HANGER TROUSERS 3 BAR,Hangerworld 3 Pack of Wooden Trouser Hangers - Multifunctional 4 Tier Clothes Storage Organiser with Non Slip Bars,1.008,25.95,14.58125,10.490107913669,100,Bundle (3x) - OK,12.56525,-,Supplier brand: RYSONS; Common: CLOTHES
123,B07HHXWN3C,NEEDS_VERIFICATION,70,5055441407272,6958444602516,DEKTON SECURITY TORX SET 6PC,"Divoom Pixoo Pixel Art Digital Photo Frame with 8.6 Inch Mood Light App Control, Desk/Wall Led Smart Clock, Decorative Lamp for Gaming Room Home Decorï¼ˆBlackï¼‰",1.752,33.99,21.065,10.480099502487501,100,1:1 Match,21.065,-,Supplier brand: DEKTON
126,B0FQ5B4RBL,NEEDS_VERIFICATION,70,4894158097311,692041760427,FESTIVE MAGIC MOUSE DANGLY LEGS,"Montessori Toy for 1 Year Old Girl Gifts, Musical Bilingual Educational Toddler Toy Age 1-2 Yr 12-18 Month, First Birthday Gift for 1 Year Old Girl",1.608,35.99,19.1216666666666,10.1172839506172,400,1:1 Match,19.1216666666666,-,Supplier brand: FESTIVE
