SupplierTitle,AmazonTitle,match_type,EAN,EAN_OnPage,ASIN,bought_in_past_month,NetProfit,ROI,SellingPrice_incVAT,SupplierPrice_exVAT,bucket,inclusion_reason,confidence,verification_status,title_similarity,asin_product_count,supplier_category,SupplierURL,AmazonURL,ProfitMargin,Breakeven,fba_seller_count,fbm_seller_count,total_offer_count,validation_required,priority
AMTECH SOCKET DRIVE SET 1/4INCH,"Amtech - Ratchet Driver Socket Set, DIY at Home, Easy to Use, Ideal for Heavy Jobs with Larger Nuts, Strong Chrome Vanadium Steel, Includes Convenient Storage Box (25 ½” Piece)",T2,5032759012886,,B004H5K342,,19.04458333333333,455.6120414673046,36.19,3.63,B,"Strong absolute profit (>5 GBP); High ROI (456%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.07692307692307693,2,unknown,https://www.efghousewares.co.uk/amtech-socket-drive-set-1-4inch,https://www.amazon.co.uk/dp/B004H5K342,63.14865985078752,13.3365,,,,YES,MEDIUM
BUTANE GAS CAN 190G,6 x 190g Butane-Propane Mixture Pierceable Gas Can Cartridges for Camping Stoves With Gas Stop System Complies With EN 417,T1,8711252791050,5050991405396.0,B0F9GPMQB2,,7.86625,454.6965317919076,16.95,1.18,B,Strong absolute profit (>5 GBP); High ROI (455%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.2,1,unknown,https://www.efghousewares.co.uk/butane-gas-can,https://www.amazon.co.uk/dp/B0F9GPMQB2,55.690265486725664,7.510499999999999,,,1.0,NO,HIGH
AROUND THE HOME ROPE 30M,"Faithfull Blue Poly Rope Coil - 12mm Dia x 30 Meters, Max Load 220kg, Breaking Strain 1800kg",T1,5055257873643,5023969307824.0,B00H5W0K4C,,7.082000000000001,454.5571245186136,17.4,1.008,B,Strong absolute profit (>5 GBP); High ROI (455%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.06666666666666667,1,unknown,https://www.efghousewares.co.uk/around-the-home-rope-30m,https://www.amazon.co.uk/dp/B00H5W0K4C,48.841379310344834,8.9016,,,13.0,NO,HIGH
CAtTNIP & PLUSH ROPE KITTEN TOY 6 PACK,Tailgate Boot Lock Catch Replacement for Fiat 500/595/695 312 2008-2015 Bravo MK II 2006-2014 Grande Punto 199 2005-2015 55702917,T2,5052516214360,,B0CN378XLF,,9.854999999999997,454.1474654377879,21.99,1.62,B,Strong absolute profit (>5 GBP); High ROI (454%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/cattnip-plush-rope-kitten-toy-6-pack-104171,https://www.amazon.co.uk/dp/B0CN378XLF,53.778990450204624,10.164,,,4.0,YES,MEDIUM
SECURIT MACHINE SCREWS.NUTS+WASHERS M4X25MM,"Kitemarked Thumb Turn Euro Cylinder Lock, KEYED Alike 40/55mm Nickel, Anti-snap, Anti-Bump, Anti-Pick, Anti-Pull, Anti-Drill, ‘Secured by Design’ Police Preferred",T1,5019923184037,5019923184037.0,B007VMWKOE,,6.031666666666668,453.5087719298247,14.99,0.78,B,Strong absolute profit (>5 GBP); High ROI (454%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.0,1,unknown,https://www.efghousewares.co.uk/securit-machine-screws-nuts-washers-m4x25mm,https://www.amazon.co.uk/dp/B007VMWKOE,48.28552368245498,7.752,,,1.0,NO,HIGH
BRIGHT & HOMELY GARDENING GLOVES RUBBER GRIP MEDIUM,3 X Gardening Rubber Gloves Extra Tough & Non-Slip Grip for Outdoor Cleaning | Roll-top Cuffs Cotton-lined & Double Layered | Medium Black,T2,5050796011853,,B0CRHSH5P6,,4.982916666666668,452.9924242424244,11.99,0.55,B,Moderate profit (>2 GBP); High ROI (453%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.2777777777777778,1,unknown,https://www.efghousewares.co.uk/bright-homely-gardening-gloves-rubber-grip-medium-121536,https://www.amazon.co.uk/dp/B0CRHSH5P6,49.87072560467057,6.0105,,,,YES,LOW
TERRACOTTA HALF POT 8 INCH SPANG,Spang Classic Terracotta Half Pots - 26cm W x 13cm H (HF26) (One Pot),T2,5021346493108,,B0BMQ4N1FY,,12.528333333333334,452.2864019253911,25.0,2.22,B,Strong absolute profit (>5 GBP); High ROI (452%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.25,1,unknown,https://www.efghousewares.co.uk/terracotta-half-pot-8-inch-spang,https://www.amazon.co.uk/dp/B0BMQ4N1FY,60.136,9.966,,,,YES,MEDIUM
MINI IN-EAR HEADPHONES,"Wireless Earbuds Bluetooth 5.4 Headphones In Ear, Small Design Mini Sleep Headphones for Side Sleepers, 47H Playtime Sleeping Earbuds Clear Calls, IPX7 Waterproof Earphones, Black Ear Buds",T2,5056170303996,,B0G4R4NDSK,,7.013666666666666,450.1711596063328,14.99,1.008,B,Strong absolute profit (>5 GBP); High ROI (450%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.08695652173913043,1,unknown,https://www.efghousewares.co.uk/mini-in-ear-headphones,https://www.amazon.co.uk/dp/B0G4R4NDSK,56.14676450967311,6.5736,,,1.0,YES,MEDIUM
ELEGANCE GOLD LINE PLATTER ROUND LARGE 31.5CM,"Brass Circular Tray with Etched Design – Tribal Geometric Bohemian Design - Gold Color Large Round Serving Dish Platter, Coffee Table Decorative Tray - Boho Home Decor or Kitchen Decor",T1,742288768158,850065940229.0,B0DCWTVW3F,,22.883333333333336,449.5743287491815,47.8,4.54,B,"Strong absolute profit (>5 GBP); High ROI (450%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.125,1,unknown,https://www.efghousewares.co.uk/elegance-gold-line-platter-round-large-31-5cm-123994,https://www.amazon.co.uk/dp/B0DCWTVW3F,57.44769874476988,20.34,,,1.0,NO,HIGH
OWL BRAND BUBBLE WRAP 300X3M,Triplast Large Roll of Bubble Wrap 500mm x 100m – Air Bubbles Packaging for House Moving & Packing Storage Boxes,T2,5039306001935,,B07SG7FF7L,,6.133583333333334,449.017813567594,13.99,0.8160000000000001,B,Strong absolute profit (>5 GBP); High ROI (449%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.125,3,unknown,https://www.efghousewares.co.uk/owl-brand-bubble-wrap-300x3m,https://www.amazon.co.uk/dp/B07SG7FF7L,52.61115082201573,6.6297,,,,YES,MEDIUM
APOLLO DIMPLES OIL & VINEGAR SET,Days of Wonder | Ticket to Ride Europe | Board Game | Ages 8+ | 2-5 Players | Average Playtime 30-60 Minutes,T3,5026180039017,,B000809OAO,,22.92500000000001,448.6301369863017,43.95,4.56,B,"Strong absolute profit (>5 GBP); High ROI (449%); Higher price point, possible demand; Match needs validation",MEDIUM,VALIDATION_REQUIRED,0.0,4,unknown,https://www.efghousewares.co.uk/apollo-dimples-oil-vinegar-set-114134,https://www.amazon.co.uk/dp/B000809OAO,62.593856655290125,16.44,,,20.0,YES,MEDIUM
UNIQUE ROUND SILVER TABLE COVER 84IN,"ZIMPLEWARE Premium Silver Plastic Table Cloth Disposable (6 Pack) Round Tablecloth (84in) Party Table Cloths Disposable, Perfect Table Cloth Round Cover for Any Table Up to 6 Feet",T1,11179500345,303940702806.0,B08KHRDYWR,,6.098333333333335,448.4068627450982,17.71,0.81,B,Strong absolute profit (>5 GBP); High ROI (448%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.19047619047619047,1,unknown,https://www.efghousewares.co.uk/unique-round-silver-table-cover-84in,https://www.amazon.co.uk/dp/B08KHRDYWR,41.32128740824394,10.392,,,2.0,NO,HIGH
DEKTON PHILIPS PRO SCREWDRIVER NO0X75MM,"US Pro 12pc Go-Through Screwdrivers Set, Screw Driver Slotted, Philips B1610",T1,5055441423968,5060478387206.0,B07FMVBBG2,,6.218333333333334,447.3621103117506,17.77,0.84,B,Strong absolute profit (>5 GBP); High ROI (447%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.18181818181818182,5,unknown,https://www.efghousewares.co.uk/dekton-philips-pro-screwdriver-no0x75mm,https://www.amazon.co.uk/dp/B07FMVBBG2,41.99212155317952,10.308,,,9.0,NO,HIGH
BLOOME DIFFUSER COLOUR CHANGING REED,Reed Diffuser 3 X 30ml Colour Changing LED Air Freshener 4 Weeks Assorted Fragrances (Mix Scent Pack Of 3),T2,5055566999010,,B0CRM38VDB,,6.707916666666668,447.1944444444445,14.99,0.95,B,Strong absolute profit (>5 GBP); High ROI (447%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.25,1,unknown,https://www.efghousewares.co.uk/bloome-diffuser-colour-changing-reed-119898,https://www.amazon.co.uk/dp/B0CRM38VDB,53.69913275517012,6.9405,,,1.0,YES,MEDIUM
BRIGHT & HOMELY NON SLIP MAT 37CM X 90CM WHITE,"Washable Dirt Trapper Door Mats Indoor & Outdoor, Heavy Duty Non Slip Doormats, Rubber Backed Floor Mat, Super Absorbent Front Door Mat, Entrance Rug (Anthracite-waved, 60cm x 90cm)",T2,5050796010870,,B0DXGPVQZC,,6.374000000000001,446.98457223001407,16.98,0.876,B,Strong absolute profit (>5 GBP); High ROI (447%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.08333333333333333,1,unknown,https://www.efghousewares.co.uk/bright-homely-non-slip-mat-37x90cm-114338,https://www.amazon.co.uk/dp/B0DXGPVQZC,45.045936395759725,9.3312,,,3.0,YES,MEDIUM
FAIRY MAX POWER SPONGE SCOURER 2PC,"Herd Mentality – Udderly Hilarious Family Board Game for 4–20 Players | Easy to Learn, Loved by Millions, with Bonus Online Exclusive Content",T1,5010303194349,5060579761936.0,B09S3YBBRR,,5.621666666666668,446.1640211640213,14.99,0.71,B,Strong absolute profit (>5 GBP); High ROI (446%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.0,8,unknown,https://www.efghousewares.co.uk/fairy-max-power-sponge-scourer-2pc-120962,https://www.amazon.co.uk/dp/B09S3YBBRR,45.00333555703804,8.244,,,5.0,NO,HIGH
