SupplierTitle,AmazonTitle,match_type,EAN,EAN_OnPage,ASIN,bought_in_past_month,NetProfit,ROI,SellingPrice_incVAT,SupplierPrice_exVAT,bucket,inclusion_reason,confidence,verification_status,title_similarity,asin_product_count,supplier_category,SupplierURL,AmazonURL,ProfitMargin,Breakeven,fba_seller_count,fbm_seller_count,total_offer_count,validation_required,priority,price_ratio
BRIGHT & HOMELY MULTI-PURPOSE WORK GLOVES LARGE,"Gardening Gloves for Men and Women - Tough, Thorn Proof Comfortable Breathable Leather Multi-Purpose Work Gloves – Protective Large Garden Gloves with Strong Grip (X-Large)",T2,5050796010924,,B0CBGDBFBF,300.0,3.556250000000001,320.382882882883,9.99,0.56,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.2105263157894736,1,unknown,https://www.efghousewares.co.uk/bright-homely-work-gloves-large-pack-of-12-115978,https://www.amazon.co.uk/dp/B0CBGDBFBF,42.71771771771773,5.722499999999999,,,,YES,MEDIUM,17.83928571428571
EVERYDAY 16 STICK ON,Self Adhesive Lash Clusters No Glue Eyelash Clusters Wispy Pre Glued Lash Extensions Natural Cluster Eyelash Extensions Press on Individual Lashes 120pcs 8mm-16mm by zenotti,T2,5055319515573,,B0FQHPQX5R,200.0,3.546999999999999,227.66367137355576,8.79,1.008,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0476190476190476,1,unknown,https://www.efghousewares.co.uk/everyday-16-stick-on-108808,https://www.amazon.co.uk/dp/B0FQHPQX5R,48.42320819112626,4.533599999999999,,,1.0,YES,MEDIUM,8.720238095238095
CLAY CREATIONS ASSORTED,"SOL 3pk Modelling Clay for Kids 16 Assorted Colours – Soft Clay Kit for Kid, Promotes Creativity and Sensory Play, Ideal for Crafts, School Projects, Anxiety Relief, Gift and Party Giveaways",T2,5050836600047,,B092QNJ42K,400.0,3.539583333333334,251.03427895981096,10.39,0.86,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.08,1,unknown,https://www.efghousewares.co.uk/clay-creations-assorted-119033,https://www.amazon.co.uk/dp/B092QNJ42K,40.88065447545718,6.1425,,,,YES,MEDIUM,12.08139534883721
ROUNDUP PATH WEEDKILLER RTU 1LTR 20% FREE,"Roundup Path Weedkiller, Ready to Use, Refill for Pressure Sprayer, 5 Litre",T1,5017676016919,5017676016964.0,B01MYBH3SU,50.0,3.5200000000000022,63.19569120287258,21.12,5.02,A,Proven demand with positive profit,HIGH,VERIFIED,0.2,1,unknown,https://www.efghousewares.co.uk/roundup-path-weedkiller-rtu-1ltr-20-free,https://www.amazon.co.uk/dp/B01MYBH3SU,20.00000000000001,16.896,,,10.0,NO,MEDIUM,4.207171314741037
GLASS DRINKING JAR WITH STRAW,"Rink Drink Drinking Mason Jars with Lids and Reusable Straw - Pack of 4-620ml Glass Drinking Jar Mugs with Handles and Screw Top for Overnight Oats, Smoothies, Cocktails, Drinks",T1,6923456800816,5055415199554.0,B01AY03ZRA,50.0,3.518333333333333,300.71225071225075,13.99,0.62,A,Proven demand with positive profit,HIGH,VERIFIED,0.2,1,unknown,https://www.efghousewares.co.uk/glass-drinking-jar-with-straw-117675,https://www.amazon.co.uk/dp/B01AY03ZRA,30.17869907076484,9.768,,,1.0,NO,MEDIUM,22.56451612903226
WOODEN CHOPPING BOARD SLIM 29.5X20X0.4CM,SOL 2pk Bamboo Cutting Board for Kitchen 30 x 20cm x 1cm Wooden Chopping Surface for Bread Meat Fruit and Vegetables Durable Serving Tray for Household Meal Preparation Everyday Use,T2,6923456811188,,B0CDCP9X3Y,200.0,3.4962500000000007,298.82478632478643,9.99,0.62,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.125,3,unknown,https://www.efghousewares.co.uk/wooden-chopping-board-slim-29-5x20x0-4cm,https://www.amazon.co.uk/dp/B0CDCP9X3Y,41.996996996997,5.7945,,,,YES,MEDIUM,16.112903225806452
DEKTON VOLTAGE TESTER 2PC,"Jorest 25 in 1 Multi Bit Screwdriver Set All in One, Magnetic Screw Driver with Torx Philips Hex Slotted Square, Birthday Tool Gifts for Men Dad Him, Pocket Repair Hand Tool for Gameboy, Bike",T2,5055441436968,,B0F1MV33H3,300.0,3.491666666666667,160.90629800307224,11.99,1.62,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/dekton-voltage-tester-2pc,https://www.amazon.co.uk/dp/B0F1MV33H3,34.945788156797335,7.8,,,1.0,YES,MEDIUM,7.401234567901234
FISHING NET 110CM,"Telescopic Folding Fishing Landing Net, 1.9m Pole Collapsible Extensible Aluminum long Handle,Stainless Steel Triangular,For Bird Fish Catch,Aquarium,Ponds Floating Objects,Carp Trout",T2,5033849053246,,B0CCPM3PJ9,300.0,3.489166666666668,298.2193732193733,9.98,0.62,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.05,1,unknown,https://www.efghousewares.co.uk/fishing-net-110cm,https://www.amazon.co.uk/dp/B0CCPM3PJ9,41.95390781563126,5.792999999999999,,,,YES,MEDIUM,16.096774193548388
KNOCK OUT KITCHEN & BATHROOM DRAIN UNBLOCKER 1L,"JOREST 32 in 1 Small Precision Screwdriver Set, Mens Gifts, Portable Magnetic Tool Kit with Torx T5 T6 T8 T9, Y00, Star P5, Repair for MacBook, Laptop, PS4, PS5, iPhone, Ring Doorbell, Xbox, Glasses",T2,5015861002440,,B0FNMXPDCV,200.0,3.484583333333334,56.75217155266017,16.99,5.59,A,Proven demand with positive profit,LOW,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/knock-out-kitchen-bath-cleaner-1lit-single,https://www.amazon.co.uk/dp/B0FNMXPDCV,24.6115361977634,12.8085,,,,YES,MEDIUM,3.0393559928443645
APOLLO MARBLE BOARD BLACK 46x23CM,Silk Route Home Black Granite Chopping Board 40 x 30cm,T1,5026180023719,5060218987765.0,B0C5XM7M96,50.0,3.4716666666666685,31.82095936449742,29.99,10.36,A,Proven demand with positive profit,HIGH,VERIFIED,0.2222222222222222,2,unknown,https://www.efghousewares.co.uk/apollo-marble-board-black-46x23cm-114101,https://www.amazon.co.uk/dp/B0C5XM7M96,13.891297099033018,25.824,,,2.0,NO,MEDIUM,2.8947876447876446
GROWMOOR SALAD & VEGTABLES CARRY BAG 5LTR,"Grow Bags for Vegetables, 5 Pack 3 Gallon Non-Woven Fabric Tomato Grow Bags Pots with Handles for Vegetables, Potatos, Tomatoes, Strawberry, Flowers and Fruits, Black",T1,5031639000081,787803417326.0,B08Y931BSK,50.0,3.458333333333334,166.26602564102566,12.49,1.53,A,Proven demand with positive profit,HIGH,VERIFIED,0.0,1,unknown,https://www.efghousewares.co.uk/growmoor-salad-vegtables-carry-bag-5ltr-110669,https://www.amazon.co.uk/dp/B08Y931BSK,33.226581265012015,8.34,,,1.0,NO,MEDIUM,8.163398692810457
