EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,SupplierURL,AmazonURL,MatchMethod,Confidence,CreatedAt,bought_in_past_month,fba_seller_count,fbm_seller_count,total_offer_count,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,ReferralFee,FBAFee,PrepHouseFee,OutputVAT,InputVAT,NetProceeds,HMRC,NetProfit,ROI,Breakeven,ProfitMargin
5.06E+12,,B01MF6UC3Y,DID Travel Bottle Set 3pc,ELEGANT 1800 x 452 mm Designer Vertical Column Radiator White Double Flat Panel,https://www.poundwholesale.co.uk/did-travel-bottle-set-3pc,https://www.amazon.co.uk/dp/B01MF6UC3Y,EAN,high,2025-07-29T14:53:10.777369,,,,,0.852,0.71,208.99,26.12375,2.8,0.55,34.83166667,6.03675,174.2815,28.79491667,143.9745833,114.2655423,36.2205,82.66878798
5.05E+12,6.32E+11,B092MFNWGJ,Pan Aroma Scented Candle Soothing Lavender,"TOPDON ArtiDiag600S OBD2 Scanner, Car Diagnostic Tool for Engine Transmission ABS SRS, 9 Service: Oil/Brake/BMS/SAS/DPF/TPMS/ETS Reset/ABS Bleeding/Injector Coding, Lifetime Free Wireless Update",https://www.poundwholesale.co.uk/pan-aroma-scented-candle-soothing-lavender,https://www.amazon.co.uk/dp/B092MFNWGJ,EAN,high,2025-07-23T00:06:48.445690,50,Available (see Keepa data),,1,0.936,0.78,209.99,21.61,3.15,0.55,34.99833333,5.218,180.278,29.78033333,148.9016667,111.9561404,31.308,85.09071861
5.02E+12,,B0DSD8MTRX,First Steps Jungle Baby Feeding Bottle 250ml,RIAARIO 1/10 Rally Car Max 50mph Brushless RC Cars for Adults with Gyro 4WD RC Truck with Full Car Linkage Lighting Remote Control Trucks with 3S 2200mAh Rechargeable Battery Support 4400mAh Battery,https://www.poundwholesale.co.uk/first-steps-jungle-baby-feeding-bottle-250ml,https://www.amazon.co.uk/dp/B0DSD8MTRX,EAN,high,2025-07-31T06:01:59.903306,,Available (see Keepa data),,1,0.984,0.82,229.49,34.42,5.73,0.55,38.24833333,8.304,181.31,29.94433333,149.7216667,109.2858881,49.824,78.28925008
5.06E+12,,B0D1K4TNKH,Forever Beautiful Toweling Bow Wrap Headband Assorted Colours,"Telescopes for Adults Astronomy, 80mm Aperture 900mm Professional Refractor Telescope for Kids & Beginners, Compact and Portable Travel Telescopio with Carrying Bag and Designed Phone Adapter",https://www.poundwholesale.co.uk/forever-beautiful-toweling-bow-wrap-headband-assorted-colours,https://www.amazon.co.uk/dp/B0D1K4TNKH,EAN_cached,low,2025-08-03T16:04:08.062140,,Available (see Keepa data),,1,0.78,0.65,179.99,12.6,6.35,0.55,29.99833333,4.03,157.25,25.96833333,129.8416667,108.2013889,24.18,86.56592033
5.04E+12,,B0D1K4TNKH,Marksman Assorted Emery Cloth Sheets 23cm X 28cm,"Telescopes for Adults Astronomy, 80mm Aperture 900mm Professional Refractor Telescope for Kids & Beginners, Compact and Portable Travel Telescopio with Carrying Bag and Designed Phone Adapter",https://www.poundwholesale.co.uk/marksman-assorted-emery-cloth-sheets-23cm-x-28cm,https://www.amazon.co.uk/dp/B0D1K4TNKH,EAN,high,2025-07-23T01:42:15.259914,,Available (see Keepa data),,1,0.804,0.67,179.99,12.6,6.35,0.55,29.99833333,4.034,157.25,25.96433333,129.8216667,106.4112022,24.204,86.55258625
6.93E+12,8.71E+12,B08965R1D7,Celebrat 3-Ply Disposable Protective Mask â‰¥95% Bfe 50pc,"Philips Beard Trimmer 9000 Series, Lift & Trim Pro System, Silver, Which Best Buy Winner 2023 (BT9810/13)",https://www.poundwholesale.co.uk/celebrat-3-ply-disposable-protective-mask-95-bfe-50pc,https://www.amazon.co.uk/dp/B08965R1D7,EAN_cached,low,2025-08-03T15:13:28.046103,,,Available (see Keepa data),3,0.12,0.1,102.99,15.45,3.07,0.55,17.165,3.834,80.766,13.331,66.655,102.5461538,23.004,77.66385086
5.06E+12,,B0D1K4TNKH,Bloome Assorted Fragrance Incense Sticks 32 Pack,"Telescopes for Adults Astronomy, 80mm Aperture 900mm Professional Refractor Telescope for Kids & Beginners, Compact and Portable Travel Telescopio with Carrying Bag and Designed Phone Adapter",https://www.poundwholesale.co.uk/bloome-assorted-fragrance-incense-sticks-32-pack,https://www.amazon.co.uk/dp/B0D1K4TNKH,EAN_cached,low,2025-08-03T15:12:00.739580,,Available (see Keepa data),,1,0.888,0.74,179.99,12.6,6.35,0.55,29.99833333,4.048,157.25,25.95033333,129.7516667,100.5826873,24.288,86.505917
5.02E+12,4.71E+12,B01N7X2J09,Dentiplus Double Strength Fresh Mint Fresh Breath Spray 25ml,Snowbee Diamond 2#6 4-Piece Fly Rod,https://www.poundwholesale.co.uk/dentiplus-double-strength-fresh-mint-fresh-breath-spray-25ml,https://www.amazon.co.uk/dp/B01N7X2J09,EAN_cached,low,2025-08-03T16:01:22.345066,,Available (see Keepa data),Available (see Keepa data),3,0.876,0.73,196.99,29.55,4.67,0.55,32.83166667,7.1,155.926,25.73166667,128.6583333,100.5143229,42.6,78.37453678
6.05E+11,9.47E+12,B0FJ2KBN31,Tony Hawk Box Boarders Skateboard Set,"Electric Skateboard with Remote, Campus Street 33"" Maple Twin Tip Electric Longboard, 4 Speed Smooth Braking, Easy Carry Handle Design, for Adults Teens Beginners",https://www.poundwholesale.co.uk/tony-hawk-box-boarders-skateboard-set,https://www.amazon.co.uk/dp/B0FJ2KBN31,none,0,2025-07-24T04:02:35.096412,,,Available (see Keepa data),1,1.02,0.85,212.99,31.95,6.83,0.55,35.49833333,8.036,166.454,27.46233333,137.3116667,98.0797619,48.216,77.36231748
5.06E+12,,B0BP25DKB9,Auto Extreme Car Air Freshener Assorted Fragrances Clip Strip,"Ceeniu Smart Car Air Freshener, Waterless Ultrasonic, Auto ON/OFF, Plug-Free, Mint Ice Scent, French Natural Fragrance, 4-Month Supply, F26 Car Aroma Diffuser",https://www.poundwholesale.co.uk/auto-extreme-car-air-freshener-assorted-fragrances-clip-strip,https://www.amazon.co.uk/dp/B0BP25DKB9,title,medium,2025-08-07T03:15:19.276733,,Available (see Keepa data),,1,0.324,0.27,115.99,13.14,3.07,0.55,19.33166667,3.406,96.538,15.92566667,79.62833333,97.10772358,20.436,82.38123976
5.51E+13,8.71E+12,B0F541QBS8,Dekton 4 Piece Funnel Set,"2 Pack Shipping Container Wheels 5x4.5 Lug, May Moves 2700 kg 20ft-45ft Container, Shipping Container Wheels kit, with Ratchet Strap Tie Down J Hook, Quick disassembly Black (5)",https://www.poundwholesale.co.uk/dekton-4-piece-funnel-set,https://www.amazon.co.uk/dp/B0F541QBS8,EAN_cached,low,2025-08-03T15:15:49.170461,,,Available (see Keepa data),1,1.008,0.84,189,23.625,2.8,0.55,31.5,5.563,157.29,25.937,129.685,93.29856115,33.378,82.33968254
5.01E+12,,B0BYZ1XZHY,Hot Shot Propeller Fighter Airplane Glider Set CDU,"DEERC Brushless Extreme High Speed RC Truck Age 8+, 1:16 4X4 RTR Fast RC Cars for Adults, Max 42mph All Terrains RC Monster Truck, Off Road Hobby Electric Vehicle Gift for Boys, 2 Battery",https://www.poundwholesale.co.uk/hot-shot-propeller-fighter-airplane-glider-set-cdu,https://www.amazon.co.uk/dp/B0BYZ1XZHY,EAN,high,2025-07-29T01:42:54.499597,,Available (see Keepa data),,1,0.264,0.22,106.36,15.95,4.68,0.55,17.72666667,4.28,81.604,13.44666667,67.23333333,87.31601732,25.68,75.85558481
5.04E+12,5.06E+12,B0F4YPDXM2,Marksman Masonry Drill Bit 10mm X 400mm,"ghd Chronos Max - Wide Plate Hair Straighteners, 3X Faster Hair Styling in One Stroke for 90% More Shine, 2.5X Less Frizz Lasting 24hr, No Extreme Heat Damage, Ideal for Thick & Curly Hair, UK",https://www.poundwholesale.co.uk/marksman-masonry-drill-bit-10mm-x-400mm,https://www.amazon.co.uk/dp/B0F4YPDXM2,EAN,high,2025-08-24T16:22:15.637464,50,,,4,1.524,1.27,239,35.85,3.04,0.55,39.83333333,8.142,192.332,31.69133333,158.4566667,87.06410256,48.852,79.55983264
5.06E+12,5.70E+12,B0D5W8J5YV,Dekton Pro Dust Mask With Valve 3pc,"LEGO Icons The Lord of the Rings: Barad-dÃ»r Model, Movie Memorabilia Building Set for Adults, Gift Idea for Men & Women, Includes Sauron, Gothmog, Orc, Frodo, Sam and Gollum Minifigures 10333",https://www.poundwholesale.co.uk/dekton-pro-dust-mask-with-valve-3pc,https://www.amazon.co.uk/dp/B0D5W8J5YV,EAN,high,2025-08-24T09:38:53.023442,100,,,3,2.82,2.35,374.48,56.17,7.79,0.55,62.41333333,13.372,297.728,49.04133333,245.2066667,84.55402299,80.232,78.57509079
5.06E+12,,B0C6TCGVJ2,Forever Beautiful 2-in-1 Concealer & Blender Brush,"Mould King Black Pearl Pirate Ship Building Blocks Toy Set, 5266 Pieces Large Pirate Ship for Adults, MOC Sailing Ship Model Kit Gift",https://www.poundwholesale.co.uk/forever-beautiful-2-in-1-concealer-blender-brush,https://www.amazon.co.uk/dp/B0C6TCGVJ2,EAN,high,2025-08-01T02:05:57.012894,,Available (see Keepa data),,1,1.2,1,199.99,30,5.16,0.55,33.33166667,7.342,157.798,25.98966667,129.9483333,83.83763441,44.052,77.97289864
5.06E+12,,B0C6TCGVJ2,Forever Beautiful 2-in-1 Concealer & Blender Brush,"Mould King Black Pearl Pirate Ship Building Blocks Toy Set, 5266 Pieces Large Pirate Ship for Adults, MOC Sailing Ship Model Kit Gift",https://www.poundwholesale.co.uk/forever-beautiful-2-in-1-concealer-blender-brush,https://www.amazon.co.uk/dp/B0C6TCGVJ2,none,0,2025-07-29T16:26:31.456318,,Available (see Keepa data),,1,1.2,1,199.99,30,5.16,0.55,33.33166667,7.342,157.798,25.98966667,129.9483333,83.83763441,44.052,77.97289864
5.06E+12,,B0DT3NN6HH,Procamp Men's Reusable Waterproof Raincoat Assorted Sizes,"Reobrix Books of The Kings Booknook Building Toy Set with Lights, Creative Military Bookends Block Kit, 66039 Bookshelf Home Decor Book Nook Model, Puzzle Gift for Adults Boys Girls 14+ (3307PCS)",https://www.poundwholesale.co.uk/procamp-men-s-reusable-waterproof-raincoat-assorted-sizes,https://www.amazon.co.uk/dp/B0DT3NN6HH,EAN,high,2025-07-29T14:08:38.500649,,,,,0.72,0.6,138.59,17.32375,2.8,0.55,23.09833333,4.25475,114.4415,18.84358333,94.21791667,81.92862319,25.5285,81.57983982
5.04E+12,,B0D1K4TNKH,Marksman Builders Line 50m CDU,"Telescopes for Adults Astronomy, 80mm Aperture 900mm Professional Refractor Telescope for Kids & Beginners, Compact and Portable Travel Telescopio with Carrying Bag and Designed Phone Adapter",https://www.poundwholesale.co.uk/marksman-builders-line-50m-cdu,https://www.amazon.co.uk/dp/B0D1K4TNKH,EAN,high,2025-07-23T01:50:46.941322,,Available (see Keepa data),,1,1.284,1.07,179.99,12.6,6.35,0.55,29.99833333,4.114,157.25,25.88433333,129.4216667,79.8899177,24.684,86.28590477
5441412400,5.05E+12,B00GF0FQ62,Dekton 4 Number 80mm Combination Padlock,"EBC Brakes D1599 Replacement Cast Iron Disc Rotors Pair Compatible with JAGUAR, DAIMLER XF I (X250), S-TYPE II (X200), XJ (X350, X358), XK II Convertible (X150), XJ (X351), XK II Coupe (X150), XF",https://www.poundwholesale.co.uk/dekton-4-number-80mm-combination-padlock-ultra-strong-steel-resettable-ideal-for-luggage-and-lockers,https://www.amazon.co.uk/dp/B00GF0FQ62,EAN_cached,low,2025-08-03T15:15:48.489077,,,Available (see Keepa data),2,3.06,2.55,346.08,43.26,2.8,0.55,57.68,9.832,290.808,47.848,239.24,77.17419355,58.992,82.95423024
1.69E+13,,B0D34C6NNX,Intex 20â€ Panel Beach Ball,"BEZGAR HP161S Brushless RC Car - 4X4 RTR remote control cars for Adults High Speed Max 68kph Off-Road RC Vehicle Monster Truck With 3S Battery, Toy Gifts for Boy Age 8-12 and Adults",https://www.poundwholesale.co.uk/intex-20-panel-beach-ball,https://www.amazon.co.uk/dp/B0D34C6NNX,EAN,high,2025-08-24T11:26:48.097894,,Available (see Keepa data),,1,0.852,0.71,149.99,22.5,5.26,0.55,24.99833333,5.804,116.678,19.19433333,95.97166667,76.16798942,34.824,76.78245216
5.06E+12,5.70E+12,B01N1O0F2K,Dekton 115mm Metal Cutting Disc Ultra Thin Flat,"LEGO 10327 Icons Dune Atreides Royal Ornithopter, Model Kit for Adults to Build, Movie-Themed Aviation Gifts for Men, Women, Him, Her, Vehicle Set with 8 Minifigures Inc. Chani & Baron Harkonnen",https://www.poundwholesale.co.uk/dekton-115mm-metal-cutting-disc-ultra-thin-flat,https://www.amazon.co.uk/dp/B01N1O0F2K,EAN,high,2025-08-24T10:00:41.414920,100,,Available (see Keepa data),23,0.456,0.38,112.5,16.88,5.39,0.55,18.75,4.64,85.776,14.11,70.55,75.86021505,27.84,75.25333333
5.04E+12,,B0D1K4TNKH,"Marksman 4"" Gloss And Emulsion Roller Set 2pcs","Telescopes for Adults Astronomy, 80mm Aperture 900mm Professional Refractor Telescope for Kids & Beginners, Compact and Portable Travel Telescopio with Carrying Bag and Designed Phone Adapter",https://www.poundwholesale.co.uk/marksman-4-gloss-and-emulsion-roller-set-2pcs,https://www.amazon.co.uk/dp/B0D1K4TNKH,EAN,high,2025-07-23T01:37:56.576520,,Available (see Keepa data),,1,1.428,1.19,179.99,12.6,6.35,0.55,29.99833333,4.138,157.25,25.86033333,129.3016667,74.31130268,24.828,86.20590033
5.05E+12,4.94E+12,B0FFHM4CTH,Proworks Leakproof Sports Water Bottle Purple Nitro 1l,"ScanSnap iX2500 Black â€“ Ultra High Speed 45â€¯ppm/90â€¯ipm Duplex Scanner, 100â€‘Sheet ADF, 600â€¯dpi Optical, 5â€³ Touchscreen, Wi-Fi 6-Bluetooth-USB 3.2 Gen 1Ã—1 Multiâ€‘Device Connectivity",https://www.poundwholesale.co.uk/proworks-leakproof-sports-water-bottle-purple-nitro-1l,https://www.amazon.co.uk/dp/B0FFHM4CTH,EAN,high,2025-08-06T18:36:56.275416,,Available (see Keepa data),Available (see Keepa data),6,4.884,4.07,434.9,30.44,5.19,0.55,72.48333333,8.05,392.144,64.43333333,322.1666667,69.73304473,48.3,88.89399862
5.05E+12,4.94E+12,B0FFHM4CTH,Proworks Leakproof Sports Water Bottle Pine Green 1l,"ScanSnap iX2500 Black â€“ Ultra High Speed 45â€¯ppm/90â€¯ipm Duplex Scanner, 100â€‘Sheet ADF, 600â€¯dpi Optical, 5â€³ Touchscreen, Wi-Fi 6-Bluetooth-USB 3.2 Gen 1Ã—1 Multiâ€‘Device Connectivity",https://www.poundwholesale.co.uk/proworks-leakproof-sports-water-bottle-pine-green-1l,https://www.amazon.co.uk/dp/B0FFHM4CTH,EAN,high,2025-08-06T18:30:15.522553,,Available (see Keepa data),Available (see Keepa data),6,4.884,4.07,434.9,30.72,5.19,0.55,72.48333333,8.106,391.808,64.37733333,321.8866667,69.67243867,48.636,88.81673948
5.04E+12,,B0D1K4TNKH,"Marksman 4"" Foam Roller Sleeves 10pc","Telescopes for Adults Astronomy, 80mm Aperture 900mm Professional Refractor Telescope for Kids & Beginners, Compact and Portable Travel Telescopio with Carrying Bag and Designed Phone Adapter",https://www.poundwholesale.co.uk/marksman-4-foam-roller-sleeves-10pc,https://www.amazon.co.uk/dp/B0D1K4TNKH,EAN,high,2025-07-23T04:23:36.099420,,Available (see Keepa data),,1,1.68,1.4,179.99,12.6,6.35,0.55,29.99833333,4.18,157.25,25.81833333,129.0916667,66.2008547,25.08,86.06589255
5.02E+12,8.89E+11,B00UBMO4L8,Bello Juicee Fruit Coaster 9cm 4 Pack,"HP CF403A 201A Original LaserJet Toner Cartridge, Magenta, Single Pack, Standard",https://www.poundwholesale.co.uk/bello-juicee-fruit-coaster-9cm-4-pack,https://www.amazon.co.uk/dp/B00UBMO4L8,EAN_cached,low,2025-08-03T15:10:21.307398,,Available (see Keepa data),Available (see Keepa data),23,0.264,0.22,77.98,11.7,3.06,0.55,12.99666667,3.106,60.268,9.890666667,49.45333333,64.22510823,18.636,76.1015645
5.03E+12,,B09QQ932ZH,Dino Baby Eggs CDU Assorted,"DEERC Remote Control Car 1:10 Scale RC Cars 48+ KM/H High Speed 40+Min Play, 4WD All Terrains Off Road Radio RC for Adults and Kids Hobby RC Truck Vehicle, 2 Battery Crawler Toy Gift for Boys",https://www.poundwholesale.co.uk/dino-baby-eggs,https://www.amazon.co.uk/dp/B09QQ932ZH,EAN,high,2025-08-06T13:53:27.505957,,Available (see Keepa data),,1,0.924,0.77,126.99,19.05,5.26,0.55,21.165,5.126,97.818,16.039,80.195,60.75378788,30.756,75.78077014
5.04E+12,8.71E+12,B08965R1D7,Prima Disposable Gloves Resealable 150pcs,"Philips Beard Trimmer 9000 Series, Lift & Trim Pro System, Silver, Which Best Buy Winner 2023 (BT9810/13)",https://www.poundwholesale.co.uk/prima-disposable-gloves-resealable-150pcs,https://www.amazon.co.uk/dp/B08965R1D7,EAN,high,2025-07-23T09:33:53.011343,,,Available (see Keepa data),3,0.672,0.56,102.99,15.45,3.07,0.55,17.165,3.926,80.766,13.239,66.195,59.63513514,23.556,77.12787649
5.03E+12,5.70E+12,B01N1O0F2K,Tidyz 15 Biodegradable Compostable Food Waste Bags 10l,"LEGO 10327 Icons Dune Atreides Royal Ornithopter, Model Kit for Adults to Build, Movie-Themed Aviation Gifts for Men, Women, Him, Her, Vehicle Set with 8 Minifigures Inc. Chani & Baron Harkonnen",https://www.poundwholesale.co.uk/tidyz-15-biodegradable-compostable-food-waste-bags-10l,https://www.amazon.co.uk/dp/B01N1O0F2K,EAN,high,2025-08-24T10:26:22.000308,100,,Available (see Keepa data),23,0.756,0.63,112.5,16.88,5.39,0.55,18.75,4.69,85.776,14.06,70.3,59.57627119,28.14,74.98666667
5.04E+12,,B0D1K4TNKH,Marksman Builders Line 100m CDU,"Telescopes for Adults Astronomy, 80mm Aperture 900mm Professional Refractor Telescope for Kids & Beginners, Compact and Portable Travel Telescopio with Carrying Bag and Designed Phone Adapter",https://www.poundwholesale.co.uk/marksman-builders-line-100m-cdu,https://www.amazon.co.uk/dp/B0D1K4TNKH,EAN,high,2025-07-23T02:14:01.009356,,Available (see Keepa data),,1,1.944,1.62,179.99,12.6,6.35,0.55,29.99833333,4.224,157.25,25.77433333,128.8716667,59.38786482,25.344,85.91921773
5.06E+12,,B00E1RZEO0,Forever Beautiful Small Matte Hair Claw Clip Assorted Colours,"Electric Shower - Triton Cara (Perluso, Madrid 2, Seville, Enrich) - 9.5kW",https://www.poundwholesale.co.uk/forever-beautiful-small-matte-hair-claw-clip-assorted-colours,https://www.amazon.co.uk/dp/B00E1RZEO0,EAN,high,2025-08-02T18:38:16.276231,,,,,0.564,0.47,89.98,11.2475,2.8,0.55,14.99666667,3.0135,73.123,11.98316667,59.91583333,58.74101307,18.081,79.90553456
5.04E+12,8.71E+12,B08965R1D7,Prima Disposable Gloves Dispensing Box 150pc,"Philips Beard Trimmer 9000 Series, Lift & Trim Pro System, Silver, Which Best Buy Winner 2023 (BT9810/13)",https://www.poundwholesale.co.uk/prima-disposable-gloves-dispensing-box-150pc,https://www.amazon.co.uk/dp/B08965R1D7,EAN,high,2025-07-23T09:26:08.999176,,,Available (see Keepa data),3,0.72,0.6,102.99,15.45,3.07,0.55,17.165,3.934,80.766,13.231,66.155,57.52608696,23.604,77.08127003
5.04E+12,8.71E+12,B08965R1D7,Prima Plastic Disposable Gloves 150pc,"Philips Beard Trimmer 9000 Series, Lift & Trim Pro System, Silver, Which Best Buy Winner 2023 (BT9810/13)",https://www.poundwholesale.co.uk/prima-plastic-disposable-gloves-150pc,https://www.amazon.co.uk/dp/B08965R1D7,EAN,high,2025-07-23T09:46:21.799314,,,Available (see Keepa data),3,0.72,0.6,102.99,15.45,3.07,0.55,17.165,3.934,80.766,13.231,66.155,57.52608696,23.604,77.08127003
5.02E+12,,B017N6IF5U,World Of Pets Ball Launcher 62cm Assorted Colours,PetSafe Automatic Ball Launcher Dog Toy â€“ Tennis Ball Throwing Machine for Dogs â€“ Indoor or Outside Play â€“ Easy-Open Packaging,https://www.poundwholesale.co.uk/world-of-pets-ball-launcher,https://www.amazon.co.uk/dp/B017N6IF5U,title,medium,2025-08-22T19:42:44.537083,50,,,,1.188,0.99,130,16.25,2.8,0.55,21.66666667,4.118,107.14,17.54866667,87.74333333,56.97619048,24.708,80.99384615
8.68E+12,,B0CWY9H81Y,Round Glass Storage Jar With Lid 415ml,"HapAttend Clocking in Machine - Fingerprint Clock in Machine for Employees Small Business Automatic Calculate Hours, Standalone Card Scanner Attendance Time Clock with 5 RFID Cards (0 Monthly Fees)",https://www.poundwholesale.co.uk/round-glass-storage-jar-with-lid-415ml,https://www.amazon.co.uk/dp/B0CWY9H81Y,EAN,high,2025-08-12T15:25:40.130118,,Available (see Keepa data),,1,0.852,0.71,98.99,6.93,3.14,0.55,16.49833333,2.266,86.906,14.23233333,71.16166667,56.47751323,13.596,86.26527932
5.06E+12,5.70E+12,B0DWM6NM4Y,Hoot Flying Ring 29cm Assorted Colours,LEGO Mario Kart â€“ Mario & Standard Kart - Nintendo Character Display Figure & Car Model Kit for Gaming Fans - 72037,https://www.poundwholesale.co.uk/hoot-flying-ring-29cm-assorted-colours,https://www.amazon.co.uk/dp/B0DWM6NM4Y,EAN,high,2025-08-24T11:16:08.900857,100,,Available (see Keepa data),21,1.368,1.14,146.99,22.05,5.63,0.55,24.49833333,5.874,113.774,18.62433333,93.12166667,55.10157791,35.244,76.0228587
